hyb,ch,x,y,z,int
0,1,1022.0,1389.0,0.0,1152
0,1,1036.0,1390.0,1.0,1106
0,1,1068.0,1330.0,0.0,1088
0,1,1017.0,1374.0,0.0,966
0,1,1037.0,1383.0,0.0,820
0,1,1071.0,1336.0,2.0,929
0,1,1021.0,1338.0,3.0,817
0,1,1052.0,1342.0,0.0,710
0,1,1032.0,1384.0,5.0,725
0,1,1018.0,1371.0,6.0,636
0,1,1028.0,1364.0,3.0,733
0,1,1073.0,1332.0,0.0,744
0,1,1009.0,1342.0,4.0,626
0,1,1072.0,1318.0,1.0,617
0,1,1047.0,1352.0,6.0,640
0,1,1077.0,1334.0,4.0,637
0,1,1023.0,1381.0,0.0,656
0,1,1018.0,1332.0,1.0,582
0,1,1032.0,1362.0,0.0,559
0,1,1047.0,1353.0,4.0,602
0,1,1010.0,1337.0,2.0,591
0,1,1020.0,1379.0,1.0,578
0,1,1043.0,1363.0,6.0,551
0,1,1014.0,1368.0,2.0,554
1,1,1016.8,1337.024,3.0,572
1,1,1013.8,1369.024,3.0,533
1,1,1013.8,1369.024,6.0,521
1,1,1056.8,1356.024,5.0,515
2,1,1045.187,1326.328,4.0,787
2,1,1067.187,1352.328,0.0,820
2,1,1079.187,1341.328,0.0,776
2,1,1081.187,1336.328,3.0,797
2,1,1033.187,1361.328,5.0,748
2,1,1057.187,1331.328,3.0,680
2,1,1022.187,1351.328,2.0,660
2,1,1029.187,1337.328,6.0,664
2,1,1036.187,1340.328,5.0,678
2,1,1041.187,1372.328,5.0,656
2,1,1073.187,1333.328,0.0,711
2,1,1010.187,1361.328,2.0,644
2,1,1056.187,1360.328,5.0,657
2,1,1008.187,1344.328,6.0,662
2,1,1014.187,1350.328,3.0,647
2,1,1077.187,1326.328,0.0,672
2,1,1010.187,1333.328,4.0,593
2,1,1017.187,1381.328,2.0,586
2,1,1035.187,1378.328,4.0,594
2,1,1033.187,1389.328,6.0,582
2,1,1020.187,1359.328,4.0,534
2,1,1075.187,1339.328,1.0,554
2,1,1058.187,1358.328,0.0,554
2,1,1057.187,1356.328,0.0,613
2,1,1075.187,1323.328,4.0,583
2,1,1062.187,1349.328,0.0,531
2,1,1014.187,1369.328,2.0,595
2,1,1078.187,1330.328,1.0,527
2,1,1014.187,1369.328,0.0,565
2,1,1017.187,1337.328,0.0,544
2,1,1017.187,1337.328,3.0,532
2,1,1014.187,1369.328,6.0,515
3,1,1082.183,1339.896,5.0,770
3,1,1074.183,1321.896,0.0,530
3,1,1071.183,1351.896,0.0,545
3,1,1048.183,1351.896,6.0,558
3,1,1047.183,1341.896,6.0,539
3,1,1011.183,1340.896,6.0,534
3,1,1014.183,1369.896,5.0,584
3,1,1014.183,1369.896,1.0,581
3,1,1057.183,1356.896,2.0,570
3,1,1057.183,1356.896,0.0,566
3,1,1061.183,1348.896,0.0,523
3,1,1017.183,1337.896,4.0,536
4,1,1068.898,1336.017,0.0,851
4,1,1029.898,1341.017,0.0,768
4,1,1058.898,1354.017,2.0,739
4,1,1081.898,1352.017,3.0,683
4,1,1038.898,1375.017,1.0,670
4,1,1081.898,1339.017,2.0,703
4,1,1046.898,1363.017,5.0,784
4,1,1049.898,1346.017,4.0,738
4,1,1048.898,1317.017,1.0,630
4,1,1017.898,1334.017,2.0,618
4,1,1012.898,1359.017,3.0,608
4,1,1024.898,1387.017,2.0,615
4,1,1048.898,1338.017,2.0,574
4,1,1078.898,1327.017,2.0,630
4,1,1040.898,1357.017,0.0,598
4,1,1057.898,1330.017,6.0,538
4,1,1059.898,1360.017,2.0,689
4,1,1042.898,1347.017,6.0,548
4,1,1053.898,1342.017,5.0,569
4,1,1059.898,1362.017,6.0,536
4,1,1013.898,1370.017,2.0,673
4,1,1051.898,1334.017,2.0,546
4,1,1016.898,1338.017,2.0,623
4,1,1050.898,1362.017,6.0,486
4,1,1028.898,1346.017,3.0,492
4,1,1028.898,1370.017,2.0,513
4,1,1068.898,1319.017,2.0,616
4,1,1056.898,1357.017,2.0,635
4,1,1071.898,1345.017,2.0,557
4,1,1075.898,1320.017,0.0,547
4,1,1033.898,1391.017,2.0,554
4,1,1048.898,1367.017,2.0,513
4,1,1081.898,1344.017,2.0,569
4,1,1067.898,1356.017,2.0,515
4,1,1066.898,1323.017,2.0,545
4,1,1027.898,1341.017,6.0,474
4,1,1074.898,1352.017,4.0,596
4,1,1017.898,1363.017,2.0,484
4,1,1029.898,1379.017,1.0,536
4,1,1027.898,1334.017,2.0,580
4,1,1039.898,1385.017,2.0,525
4,1,1027.898,1379.017,2.0,516
4,1,1035.898,1332.017,2.0,519
4,1,1016.898,1381.017,5.0,508
4,1,1030.898,1389.017,2.0,529
4,1,1027.898,1365.017,2.0,493
4,1,1016.898,1345.017,2.0,488
4,1,1063.898,1336.017,2.0,529
4,1,1027.898,1323.017,2.0,503
