hyb,ch,x,y,z,int
0,1,1119.0,585.0,0.0,1102
0,1,1153.0,574.0,6.0,1081
0,1,1140.0,588.0,3.0,931
0,1,1185.0,536.0,6.0,804
0,1,1137.0,590.0,3.0,849
0,1,1157.0,578.0,6.0,762
0,1,1130.0,586.0,1.0,792
0,1,1131.0,596.0,1.0,747
0,1,1145.0,553.0,2.0,767
0,1,1149.0,557.0,0.0,758
0,1,1128.0,565.0,4.0,775
0,1,1146.0,567.0,2.0,661
0,1,1165.0,567.0,6.0,598
0,1,1125.0,587.0,6.0,591
0,1,1143.0,547.0,2.0,599
0,1,1128.0,565.0,0.0,646
0,1,1164.0,538.0,5.0,554
0,1,1179.0,535.0,4.0,548
1,1,1127.8,566.024,6.0,765
1,1,1127.8,566.024,2.0,656
1,1,1127.8,566.024,0.0,661
1,1,1178.8,536.024,5.0,515
2,1,1159.187,534.328,5.0,928
2,1,1146.187,562.328,4.0,947
2,1,1132.187,560.328,4.0,830
2,1,1144.187,567.328,0.0,723
2,1,1151.187,576.328,2.0,715
2,1,1162.187,573.328,4.0,683
2,1,1143.187,581.328,4.0,695
2,1,1151.187,568.328,3.0,754
2,1,1158.187,523.328,3.0,628
2,1,1165.187,577.328,6.0,586
2,1,1148.187,522.328,2.0,614
2,1,1147.187,569.328,2.0,600
2,1,1143.187,595.328,5.0,552
2,1,1128.187,566.328,0.0,693
2,1,1186.187,543.328,6.0,528
2,1,1128.187,566.328,3.0,712
2,1,1128.187,566.328,6.0,690
2,1,1134.187,586.328,0.0,516
2,1,1179.187,536.328,2.0,537
2,1,1179.187,536.328,6.0,514
3,1,1141.183,565.896,1.0,674
3,1,1128.183,566.896,1.0,812
3,1,1149.183,571.896,4.0,552
3,1,1128.183,566.896,5.0,654
3,1,1140.183,533.896,2.0,540
3,1,1131.183,584.896,0.0,526
3,1,1125.183,579.896,2.0,526
3,1,1179.183,536.896,4.0,534
4,1,1153.898,573.0169999999998,6.0,788
4,1,1162.898,535.0169999999998,2.0,838
4,1,1128.898,588.0169999999998,2.0,795
4,1,1168.898,529.0169999999998,2.0,754
4,1,1169.898,578.0169999999998,5.0,764
4,1,1127.898,567.0169999999998,2.0,871
4,1,1168.898,568.0169999999998,2.0,602
4,1,1157.898,556.0169999999998,0.0,620
4,1,1147.898,522.0169999999998,6.0,566
4,1,1141.898,566.0169999999998,0.0,650
4,1,1163.898,588.0169999999998,6.0,536
4,1,1168.898,549.0169999999998,2.0,563
4,1,1147.898,588.0169999999998,2.0,575
4,1,1178.898,537.0169999999998,2.0,628
4,1,1136.898,529.0169999999998,2.0,538
4,1,1127.898,567.0169999999998,6.0,668
4,1,1163.898,540.0169999999998,2.0,604
4,1,1151.898,537.0169999999998,2.0,541
4,1,1182.898,550.0169999999998,2.0,497
4,1,1136.898,558.0169999999998,2.0,517
4,1,1173.898,541.0169999999998,2.0,557
4,1,1139.898,534.0169999999998,2.0,577
4,1,1171.898,542.0169999999998,2.0,615
4,1,1143.898,588.0169999999998,2.0,563
4,1,1124.898,580.0169999999998,2.0,616
4,1,1180.898,533.0169999999998,2.0,544
4,1,1128.898,573.0169999999998,2.0,514
4,1,1133.898,529.0169999999998,2.0,512
4,1,1144.898,527.0169999999998,2.0,508
4,1,1174.898,530.0169999999998,2.0,554
4,1,1155.898,592.0169999999998,2.0,472
4,1,1134.898,536.0169999999998,2.0,513
4,1,1179.898,528.0169999999998,2.0,565
4,1,1133.898,587.0169999999998,2.0,534
4,1,1126.898,570.0169999999998,3.0,505
4,1,1147.898,532.0169999999998,2.0,496
4,1,1163.898,540.0169999999998,6.0,514
4,1,1148.898,555.0169999999998,2.0,498
4,1,1119.898,582.0169999999998,2.0,501
4,1,1131.898,574.0169999999998,2.0,534
4,1,1181.898,544.0169999999998,2.0,471
4,1,1124.898,580.0169999999998,6.0,510
4,1,1161.898,579.0169999999998,2.0,490
4,1,1175.898,526.0169999999998,2.0,514
4,1,1168.898,555.0169999999998,2.0,468
4,1,1178.898,546.0169999999998,2.0,474
4,1,1141.898,540.0169999999998,2.0,483
4,1,1140.898,524.0169999999998,2.0,481
4,1,1138.898,539.0169999999998,2.0,512
4,1,1173.898,545.0169999999998,2.0,471
4,1,1163.898,569.0169999999998,2.0,466
4,1,1145.898,535.0169999999998,2.0,474
4,1,1183.898,538.0169999999998,2.0,472
4,1,1182.898,540.0169999999998,2.0,486
4,1,1178.898,537.0169999999998,6.0,493
4,1,1151.898,544.0169999999998,2.0,470
4,1,1154.898,555.0169999999998,2.0,474
4,1,1168.898,533.0169999999998,2.0,481
4,1,1158.898,548.0169999999998,2.0,467
4,1,1127.898,580.0169999999998,2.0,485
4,1,1143.898,541.0169999999998,2.0,466
5,1,1141.472,571.125,0.0,1062
5,1,1149.472,590.125,6.0,1047
5,1,1154.472,574.125,6.0,797
5,1,1170.472,533.125,1.0,926
5,1,1136.472,589.125,6.0,755
5,1,1162.472,565.125,2.0,731
5,1,1143.472,582.125,4.0,687
5,1,1150.472,575.125,3.0,656
5,1,1155.472,591.125,6.0,660
5,1,1154.472,532.125,0.0,694
5,1,1150.472,533.125,2.0,730
5,1,1135.472,581.125,6.0,636
5,1,1175.472,531.125,0.0,591
5,1,1172.472,525.125,6.0,593
5,1,1160.472,550.125,4.0,678
5,1,1171.472,570.125,2.0,539
5,1,1166.472,530.125,2.0,557
5,1,1152.472,566.125,3.0,579
5,1,1128.472,567.125,0.0,739
5,1,1150.472,524.125,2.0,583
5,1,1169.472,527.125,6.0,580
5,1,1137.472,573.125,1.0,541
5,1,1132.472,596.125,0.0,570
