geneID,x,y,z,intensity,seeds
4930544g11rik,1947.1979999999999,420.36199999999997,2.0,767.0,3
4930544g11rik,1989.1979999999999,1525.6953333333302,4.0,669.666666666667,3
4930544g11rik,688.176333333333,1602.0439999999999,0.0,652.0,3
abl1,235.06125,696.6415,3.5,700.75,4
abl1,2042.08166666667,403.85533333333296,0.0,701.0,3
abl1,1298.999,43.238666666666695,1.33333333333333,1039.66666666667,3
abl1,1995.06125,1397.8915,4.0,723.5,4
abl1,1066.06125,1814.8915,0.0,646.0,4
abl1,108.999,154.905333333333,6.0,705.666666666667,3
abl1,60.06125,1575.3915,6.0,801.0,4
abl1,1684.31125,251.8915,3.0,855.5,4
abl1,1322.415,274.855333333333,4.0,666.333333333333,3
abl1,493.66566666666705,201.905333333333,1.0,1142.66666666667,3
abl1,2022.33066666667,790.314333333333,5.0,644.666666666667,3
abl1,2047.31125,1892.8915,0.0,724.25,4
abl1,84.9973333333333,632.981,5.0,877.333333333333,3
abl1,1329.31125,846.6415,4.0,749.5,4
abl1,287.997333333333,413.981,2.0,890.666666666667,3
abl1,196.74833333333302,1622.85533333333,4.0,1096.0,3
abl1,1713.06125,554.8915,4.0,754.75,4
abl1,1022.06125,1626.8915,3.25,701.0,4
abl1,1953.81125,887.1415,2.75,770.5,4
abl1,93.06125,776.6415,3.25,790.75,4
abl1,5.999,447.905333333333,5.0,586.333333333333,3
abl1,1680.999,308.90533333333303,2.0,838.666666666667,3
abl1,1965.08166666667,694.855333333333,4.0,786.0,3
abl1,2035.56125,272.1415,6.0,751.0,4
abl1,1749.999,1311.2386666666698,3.0,691.0,3
abl1,1532.31125,269.8915,5.0,694.75,4
abl1,1625.74833333333,447.85533333333296,4.33333333333333,658.666666666667,3
abl1,1896.56125,1472.6415,2.0,912.25,4
abl1,358.748333333333,787.855333333333,0.0,685.333333333333,3
abl1,1930.999,749.905333333333,6.0,786.666666666667,3
abl1,319.56125,586.8915,3.0,1070.5,4
abl1,1188.664,210.981,1.6666666666666698,677.333333333333,3
abl1,1843.06125,316.8915,2.0,1017.25,4
abl1,1601.31125,712.8915,0.25,1046.0,4
abl1,1884.08166666667,1093.85533333333,0.0,585.0,3
abl1,627.06125,430.8915,4.0,798.0,4
abl1,1924.06125,388.3915,6.0,831.0,4
abl1,1987.81125,1544.8915,2.25,925.0,4
abl1,1206.06125,159.8915,3.0,723.5,4
abl1,247.06125,616.6415,0.25,987.75,4
abl1,1434.06125,15.8915,0.0,627.25,4
abl1,35.6656666666667,911.905333333333,1.0,661.666666666667,3
abl1,1748.06125,203.1415,5.0,839.25,4
abl1,1604.1670000000001,562.824333333333,4.0,792.666666666667,3
abl1,2021.31125,1370.1415,5.0,842.75,4
abl1,1920.74833333333,1643.85533333333,0.0,678.666666666667,3
abl1,1941.99733333333,593.981,0.0,669.333333333333,3
abl1,125.167,522.824333333333,6.0,812.333333333333,3
abl1,1888.08166666667,201.52200000000002,0.0,666.0,3
abl1,1400.06125,316.6415,3.0,778.0,4
abl1,1754.33233333333,381.905333333333,1.33333333333333,1229.0,3
abl1,1888.99733333333,633.981,5.0,805.333333333333,3
abl1,1710.06125,612.8915,3.0,959.75,4
abl1,1969.06125,903.1415,6.0,762.5,4
abl1,62.31125,371.8915,2.25,1167.75,4
abl1,2021.31125,743.8915,0.0,668.5,4
abl1,1968.08166666667,1707.1886666666699,6.0,705.0,3
abl1,1002.0816666666699,1517.85533333333,1.6666666666666698,733.333333333333,3
abl1,1739.56125,516.3915,0.0,694.75,4
abl1,1775.1670000000001,263.824333333333,6.0,655.0,3
