hyb,ch,x,y,z,int
0,1,687.0,1441.0,0.0,1324
0,1,687.0,1432.0,0.0,1132
0,1,715.0,1473.0,5.0,1096
0,1,704.0,1461.0,1.0,1035
0,1,692.0,1446.0,0.0,897
0,1,682.0,1438.0,0.0,902
0,1,671.0,1475.0,0.0,837
0,1,707.0,1471.0,0.0,760
0,1,682.0,1463.0,0.0,705
0,1,671.0,1448.0,0.0,641
0,1,698.0,1445.0,4.0,733
0,1,641.0,1489.0,2.0,661
0,1,693.0,1439.0,0.0,728
0,1,701.0,1443.0,3.0,716
0,1,695.0,1442.0,3.0,742
0,1,682.0,1473.0,3.0,628
0,1,682.0,1428.0,0.0,595
0,1,708.0,1450.0,5.0,600
1,1,647.8009999999998,1487.017,0.0,999
1,1,679.801,1420.017,2.0,1052
1,1,685.801,1448.017,6.0,942
1,1,671.801,1501.017,2.0,995
1,1,694.801,1438.017,0.0,967
1,1,650.8009999999998,1496.017,0.0,690
1,1,683.801,1438.017,3.0,698
1,1,704.801,1446.017,3.0,651
1,1,685.801,1444.017,5.0,736
1,1,677.801,1470.017,2.0,668
1,1,715.801,1460.017,4.0,606
1,1,665.801,1480.017,5.0,607
1,1,648.8009999999998,1465.017,6.0,608
1,1,661.801,1444.017,0.0,699
1,1,688.801,1429.017,0.0,642
1,1,641.8009999999998,1476.017,4.0,605
1,1,699.801,1484.017,1.0,629
1,1,689.801,1428.017,2.0,669
1,1,686.801,1424.017,5.0,590
1,1,683.801,1423.017,2.0,620
1,1,652.8009999999998,1496.017,4.0,588
2,1,659.203,1459.32,0.0,1282
2,1,692.203,1439.32,0.0,1244
2,1,663.203,1462.32,0.0,1090
2,1,674.203,1430.32,3.0,1026
2,1,678.203,1484.32,3.0,801
2,1,691.203,1479.32,1.0,794
2,1,662.203,1452.32,0.0,704
2,1,681.203,1467.32,0.0,719
2,1,654.203,1453.32,0.0,750
2,1,698.203,1437.32,2.0,745
2,1,708.203,1456.32,0.0,724
2,1,692.203,1444.32,3.0,770
2,1,647.203,1473.32,6.0,659
2,1,654.203,1490.32,0.0,697
2,1,668.203,1504.32,0.0,605
2,1,704.203,1460.32,0.0,623
2,1,676.203,1437.32,2.0,602
2,1,698.203,1486.32,0.0,591
2,1,690.203,1434.32,0.0,668
2,1,677.203,1442.32,5.0,550
2,1,676.203,1426.32,0.0,625
2,1,656.203,1446.32,2.0,568
2,1,653.203,1496.32,0.0,629
2,1,653.203,1496.32,3.0,600
2,1,694.203,1475.32,2.0,550
3,1,681.194,1432.9029999999998,0.0,2203
3,1,693.194,1452.9029999999998,6.0,1272
3,1,665.194,1493.9029999999998,0.0,1266
3,1,667.194,1476.9029999999998,1.0,1394
3,1,665.194,1451.9029999999998,2.0,1038
3,1,670.194,1436.9029999999998,0.0,1009
3,1,640.194,1485.9029999999998,2.0,1046
3,1,713.194,1487.9029999999998,0.0,1049
3,1,686.194,1449.9029999999998,5.0,1037
3,1,680.194,1452.9029999999998,0.0,838
3,1,655.194,1490.9029999999998,0.0,806
3,1,708.194,1473.9029999999998,1.0,854
3,1,677.194,1441.9029999999998,4.0,757
3,1,670.194,1501.9029999999998,4.0,708
3,1,720.194,1479.9029999999998,0.0,745
3,1,683.194,1461.9029999999998,0.0,718
3,1,643.194,1453.9029999999998,4.0,707
3,1,670.194,1480.9029999999998,0.0,695
3,1,700.194,1439.9029999999998,3.0,765
3,1,693.194,1481.9029999999998,3.0,726
3,1,694.194,1475.9029999999998,0.0,841
3,1,655.194,1497.9029999999998,0.0,794
3,1,674.194,1428.9029999999998,3.0,819
3,1,673.194,1504.9029999999998,0.0,698
3,1,698.194,1435.9029999999998,1.0,795
3,1,661.194,1485.9029999999998,1.0,730
3,1,706.194,1459.9029999999998,0.0,655
3,1,645.194,1471.9029999999998,4.0,667
3,1,694.194,1435.9029999999998,2.0,666
3,1,687.194,1439.9029999999998,1.0,661
3,1,675.194,1423.9029999999998,3.0,674
4,1,681.9019999999998,1434.03,0.0,929
4,1,711.9019999999998,1456.03,6.0,803
4,1,638.9019999999998,1485.03,3.0,830
4,1,676.9019999999998,1429.03,0.0,783
4,1,652.9019999999998,1493.03,0.0,777
4,1,692.9019999999998,1433.03,1.0,807
4,1,638.9019999999998,1482.03,4.0,844
4,1,704.9019999999998,1447.03,3.0,681
4,1,682.9019999999998,1477.03,1.0,664
4,1,675.9019999999998,1476.03,6.0,622
4,1,705.9019999999998,1472.03,0.0,643
