geneID,x,y,z,intensity,seeds
Cyfip1,94.5401685389971,405.267191319289,1.14513643922122,1993.34847202557,3
Sh3glb2,140.331015588743,337.289571427116,1.12163762383507,2479.68807891604,4
Ggnbp2,165.025402413854,431.513899517968,1.10882742804832,1912.23960239826,3
Mia3,94.6609653126623,474.947589479768,1.22161960093877,1733.25295111335,3
Map2k4,101.840490791822,479.675877491619,1.12183640979869,1953.32171711051,4
Nap1l4,108.283758620104,450.777301362328,1.09060980505306,2560.74349284538,4
Cacna1d,110.301446597096,435.942234701311,1.15027702120973,2517.95505106003,3
Tfrc,120.965400533084,487.184219456633,1.12427697365651,1626.14555863201,3
Odf2,172.521849318406,336.475322789711,1.14119632101391,2019.42899694944,4
Atg12,125.483086337611,326.28492823254,1.12080256383127,2350.34014421731,3
Ap1ar,166.952482182234,498.269385561919,1.10237430341541,1993.88576311097,3
Atp8b2,144.411517354759,443.285061864883,1.1351860645256,1898.88834806201,4
Nr1d2,139.75642734181,420.883509200836,1.10214607106343,1392.60374167043,3
Wdr43,145.262006686902,497.495033376671,1.1064449431007,1855.77591120505,3
Cdc16,144.030350452834,331.734513385419,1.12323761371426,2177.43227559517,3
Cdc16,154.2973394205,328.285646246762,1.13623629436299,2668.46289969354,3
Ppp2r5b,192.914382325037,334.457121065105,1.15027860968132,1753.26389520933,3
Cntn4,108.925481275861,468.539601107327,1.10650967373831,1924.1285919199,3
Pcid2,116.22606354266,450.254707939124,1.13199104733659,2168.22387323626,3
Flot2,154.030562060464,505.869306964318,1.11738826487631,2538.60435912779,3
Lrig1,140.015119345438,490.369774841545,1.12627482539127,1931.09560654994,4
Alk,147.802033222598,332.228756780384,1.13049753189048,2289.87051176649,4
Nfkb2,122.779377763729,466.362025273487,1.11525054307156,2509.74654013014,3
fake1069,145.599644563257,332.426166826218,1.27331215367851,1941.99705685623,3
