hyb,ch,x,y,z,int
0,1,625.0,1182.0,1.0,1044
0,1,648.0,1216.0,1.0,1004
0,1,615.0,1180.0,2.0,887
0,1,584.0,1171.0,3.0,840
0,1,637.0,1157.0,0.0,851
0,1,651.0,1204.0,0.0,749
0,1,560.0,1212.0,1.0,770
0,1,630.0,1170.0,0.0,708
0,1,611.0,1145.0,0.0,725
0,1,595.0,1159.0,6.0,726
0,1,602.0,1164.0,0.0,673
0,1,606.0,1177.0,2.0,718
0,1,593.0,1135.0,5.0,734
0,1,604.0,1142.0,1.0,698
0,1,605.0,1183.0,6.0,642
0,1,616.0,1146.0,1.0,627
0,1,590.0,1136.0,4.0,636
0,1,589.0,1178.0,5.0,619
0,1,587.0,1169.0,3.0,597
0,1,601.0,1172.0,4.0,552
0,1,574.0,1164.0,2.0,575
0,1,607.0,1178.0,6.0,549
1,1,622.8,1195.024,0.0,600
2,1,608.187,1174.328,0.0,1267
2,1,646.187,1195.328,0.0,1028
2,1,626.187,1182.328,1.0,993
2,1,638.187,1211.328,4.0,843
2,1,630.187,1189.328,0.0,969
2,1,590.187,1177.328,3.0,823
2,1,603.187,1169.328,6.0,670
2,1,618.187,1170.328,6.0,605
2,1,645.187,1200.328,2.0,614
2,1,571.187,1155.328,1.0,534
2,1,645.187,1205.328,4.0,566
2,1,588.187,1189.328,3.0,538
2,1,622.187,1155.328,6.0,526
2,1,617.187,1165.328,1.0,518
3,1,612.183,1189.896,6.0,1201
3,1,580.183,1149.896,4.0,845
3,1,611.183,1175.896,0.0,844
3,1,631.183,1187.896,0.0,894
3,1,618.183,1179.896,2.0,803
3,1,653.183,1197.896,4.0,745
3,1,643.183,1195.896,0.0,718
3,1,636.183,1159.896,0.0,665
3,1,641.183,1156.896,0.0,625
3,1,618.183,1147.896,4.0,633
3,1,625.183,1174.896,0.0,566
3,1,572.183,1177.896,6.0,577
3,1,617.183,1191.896,6.0,557
3,1,621.183,1185.896,1.0,522
3,1,606.183,1179.896,4.0,550
3,1,582.183,1192.896,3.0,529
3,1,638.183,1206.896,3.0,531
3,1,623.183,1195.896,0.0,532
3,1,604.183,1177.896,4.0,520
4,1,590.898,1158.017,2.0,676
4,1,614.898,1181.017,2.0,754
4,1,603.898,1144.017,4.0,746
4,1,607.898,1176.017,0.0,785
4,1,598.898,1143.017,4.0,782
4,1,618.898,1187.017,2.0,730
4,1,598.898,1139.017,2.0,797
4,1,643.898,1178.017,0.0,714
4,1,564.898,1155.017,2.0,641
4,1,602.898,1188.017,2.0,659
4,1,601.898,1140.017,2.0,599
4,1,599.898,1155.017,1.0,643
4,1,639.898,1173.017,2.0,630
4,1,615.898,1170.017,3.0,641
4,1,624.898,1189.017,2.0,602
4,1,645.898,1176.017,1.0,703
4,1,637.898,1213.017,2.0,593
4,1,648.898,1216.017,2.0,580
4,1,624.898,1173.017,0.0,564
4,1,568.898,1179.017,2.0,575
4,1,594.898,1190.017,2.0,620
4,1,606.898,1180.017,3.0,544
4,1,567.898,1210.017,2.0,574
4,1,606.898,1190.017,2.0,668
4,1,626.898,1193.017,2.0,548
4,1,575.898,1168.017,2.0,557
4,1,622.898,1196.017,2.0,577
4,1,634.898,1203.017,2.0,533
4,1,609.898,1142.017,6.0,491
4,1,576.898,1197.017,2.0,541
4,1,629.898,1185.017,2.0,604
4,1,587.898,1190.017,2.0,562
4,1,633.898,1160.017,2.0,608
4,1,571.898,1174.017,2.0,593
4,1,643.898,1205.017,2.0,590
4,1,612.898,1188.017,2.0,507
4,1,610.898,1169.017,4.0,545
4,1,571.898,1203.017,2.0,481
4,1,567.898,1149.017,2.0,552
4,1,577.898,1214.017,2.0,494
4,1,639.898,1203.017,0.0,504
4,1,585.898,1139.017,2.0,604
4,1,588.898,1183.017,3.0,505
4,1,621.898,1156.017,2.0,543
4,1,594.898,1206.017,2.0,502
4,1,586.898,1175.017,2.0,473
4,1,609.898,1189.017,2.0,540
4,1,620.898,1212.017,2.0,498
4,1,632.898,1184.017,2.0,537
4,1,581.898,1199.017,2.0,571
4,1,585.898,1167.017,2.0,506
4,1,578.898,1149.017,2.0,527
4,1,604.898,1203.017,2.0,470
4,1,585.898,1218.017,2.0,495
4,1,623.898,1161.017,2.0,544
4,1,623.898,1180.017,2.0,511
4,1,595.898,1159.017,6.0,468
4,1,646.898,1210.017,2.0,550
