ch,x,y,z,int
1,100,146,1,291
1,99,60,1,297
1,93,77,1,290
1,66,125,1,294
1,144,164,1,307
1,166,180,1,328
1,111,53,1,304
1,185,168,1,290
1,57,189,1,307
1,171,182,1,317
1,136,95,1,293
1,1,183,1,289
1,126,59,1,294
1,69,112,1,292
1,170,35,1,295
1,155,145,1,312
1,103,127,1,298
1,74,85,1,294
1,136,104,1,298
1,122,14,2,582
1,199,134,2,290
1,34,168,2,299
1,158,193,2,338
1,117,132,2,290
1,194,153,2,321
1,150,184,2,318
1,126,90,2,300
1,101,134,2,295
1,183,178,2,342
1,132,61,2,304
1,148,103,2,305
1,121,160,2,304
1,178,199,2,309
1,105,185,2,324
1,103,199,2,328
1,169,193,2,334
1,96,99,2,313
1,192,190,2,309
1,123,194,2,292
1,110,168,2,309
1,145,174,2,295
1,70,186,2,297
1,130,181,2,299
1,153,125,2,298
1,111,119,2,334
1,129,171,2,303
1,131,119,2,308
1,75,76,2,320
1,186,171,2,328
1,175,130,2,324
1,104,48,2,302
1,148,177,2,302
1,68,101,2,309
1,35,121,2,293
1,41,143,2,324
1,103,195,2,295
1,166,181,2,296
1,23,120,2,293
1,83,190,2,308
1,149,160,2,311
1,128,133,2,295
1,93,119,2,289
1,106,179,2,315
1,88,185,2,292
1,71,162,2,303
1,119,115,2,290
1,125,51,2,300
1,17,50,2,296
1,47,78,2,292
1,112,72,2,297
1,173,106,2,292
1,90,114,2,307
1,167,121,2,293
1,23,96,2,298
1,96,128,2,317
1,74,119,2,295
1,145,191,2,305
1,110,54,2,294
1,178,172,2,305
1,51,5,2,293
1,111,135,2,292
1,178,190,2,312
1,181,161,2,302
1,151,193,2,341
1,22,163,2,303
1,171,177,2,306
1,199,189,2,302
1,34,89,2,302
1,136,158,2,303
1,66,171,2,289
1,185,59,2,289
1,174,157,2,315
1,80,158,2,300
1,138,176,2,295
1,186,194,2,310
1,162,188,2,325
1,42,54,2,298
1,199,198,2,289
1,56,152,2,291
1,98,67,2,293
1,130,193,2,302
1,198,176,2,307
1,175,141,2,302
1,151,111,2,292
1,120,147,2,295
1,140,196,2,289
1,189,199,2,300
1,31,68,2,289
1,111,155,2,296
1,143,145,2,324
1,177,152,2,307
1,88,75,2,294
1,126,126,2,298
1,143,95,2,310
1,79,102,2,295
1,167,82,2,301
1,122,14,3,576
1,115,138,3,305
1,199,184,3,347
1,129,73,3,315
1,199,146,3,299
1,106,179,3,299
1,100,96,3,313
1,143,115,3,296
1,133,56,3,300
1,165,152,3,309
1,104,190,3,309
1,119,119,3,293
1,7,176,3,353
1,168,134,3,292
1,173,172,3,317
1,141,53,3,308
1,182,192,3,322
1,162,134,3,320
1,187,177,3,327
1,81,140,3,306
1,141,125,3,297
1,57,93,3,292
1,187,170,3,301
1,199,164,3,297
1,10,84,3,298
1,75,76,3,347
1,126,114,3,302
1,130,150,3,302
1,177,197,3,312
1,195,94,3,308
1,71,14,3,295
1,150,193,3,329
1,175,129,3,352
1,87,199,3,306
1,16,61,3,292
1,22,163,3,347
1,171,190,3,321
1,161,117,3,297
1,147,140,3,307
1,33,119,3,297
1,199,179,3,302
1,117,129,3,292
1,125,174,3,317
1,145,93,3,319
1,69,140,3,292
1,161,194,3,298
1,117,184,3,318
1,67,124,3,304
1,194,172,3,301
1,176,178,3,312
1,132,163,3,298
1,46,138,3,299
1,48,122,3,304
1,101,127,3,295
1,120,86,3,294
1,137,161,3,298
1,158,171,3,332
1,170,139,3,294
1,47,52,3,295
1,110,34,3,296
1,90,181,3,323
1,41,143,3,311
1,123,191,3,304
1,143,145,3,307
1,109,199,3,300
1,30,90,3,300
1,134,176,3,296
1,199,118,3,301
1,76,53,3,293
1,156,178,3,292
1,178,188,3,306
1,81,126,3,329
1,168,183,3,325
1,175,24,3,295
1,140,172,3,303
1,155,144,3,297
1,88,126,3,313
1,144,174,3,330
1,96,85,3,294
1,165,60,3,296
1,127,190,3,299
1,41,100,3,310
1,170,195,3,295
1,90,106,3,292
1,114,57,3,299
1,104,124,3,302
1,103,197,3,313
1,144,178,3,309
1,141,163,3,304
1,198,107,3,319
1,101,39,3,294
1,63,136,3,307
1,111,54,3,302
1,83,162,3,314
2,122,14,0,977
2,7,176,0,433
2,75,76,0,422
2,130,180,0,364
2,123,141,0,386
2,199,134,0,267
2,106,27,0,365
2,199,184,0,279
2,22,163,0,348
2,3,60,0,274
2,101,72,0,317
2,15,150,0,309
2,199,140,0,279
2,125,51,0,311
2,4,89,0,334
2,152,81,0,326
2,41,143,0,335
2,165,134,0,354
2,175,129,0,358
2,148,42,0,317
2,88,176,0,335
2,0,76,0,254
2,174,157,0,317
2,28,110,0,306
2,11,166,0,300
2,54,18,0,280
2,111,119,0,277
2,49,119,0,332
2,85,143,0,262
2,140,105,0,288
2,183,108,0,301
2,27,77,0,303
2,107,172,0,259
2,6,99,0,261
2,188,181,0,300
2,55,136,0,266
2,10,61,0,241
2,113,110,0,267
2,29,59,0,286
2,118,6,0,257
2,51,46,0,235
2,149,134,0,288
2,93,93,0,272
2,76,52,0,234
2,144,175,0,265
2,136,173,0,277
2,149,178,0,266
2,65,172,0,285
2,114,40,0,294
2,80,173,0,237
2,131,86,0,263
2,192,82,0,253
2,97,150,0,282
2,49,104,0,271
2,106,199,0,240
2,12,156,0,288
2,72,129,0,257
2,92,119,0,245
2,17,31,0,257
2,163,112,0,240
2,108,149,0,277
2,32,37,0,246
2,79,197,0,275
2,171,149,0,301
2,119,149,0,247
2,44,154,0,272
2,125,26,0,235
2,168,151,0,248
2,59,164,0,240
2,187,187,0,245
2,110,35,0,273
2,102,124,0,237
2,164,76,0,254
2,190,27,0,270
2,151,52,0,253
2,33,62,0,272
2,182,127,0,254
2,21,147,0,252
2,151,45,0,255
2,11,82,0,271
2,149,168,0,242
2,17,66,0,251
2,96,20,0,257
2,63,100,0,251
2,155,107,0,251
2,43,93,0,261
2,196,92,0,238
2,131,91,0,273
2,13,121,0,236
2,167,184,0,234
2,116,44,0,249
2,71,170,0,240
2,33,196,0,255
2,47,131,0,238
2,142,138,0,250
2,154,111,0,234
2,127,4,0,239
2,63,120,0,263
2,186,5,0,242
2,176,117,0,236
2,122,14,1,1053
2,7,176,1,437
2,13,71,1,390
2,199,184,1,297
2,3,60,1,312
2,27,77,1,332
2,175,129,1,365
2,22,163,1,342
2,130,180,1,331
2,75,76,1,359
2,101,72,1,320
2,4,89,1,343
2,167,184,1,286
2,123,141,1,327
2,106,27,1,332
2,11,166,1,291
2,88,134,1,355
2,26,108,1,281
2,194,151,1,295
2,145,93,1,261
2,104,83,1,269
2,21,147,1,273
2,199,17,1,258
2,159,64,1,256
2,27,154,1,281
2,80,158,1,272
2,42,54,1,292
2,199,140,1,247
2,74,6,1,279
2,171,149,1,328
2,15,150,1,312
2,190,27,1,292
2,54,18,1,282
2,73,96,1,266
2,76,40,1,279
2,148,67,1,240
2,177,178,1,294
2,41,143,1,304
2,131,86,1,272
2,143,145,1,270
2,137,21,1,289
2,66,157,1,236
2,91,172,1,299
2,81,55,1,267
2,125,51,1,273
2,84,42,1,278
2,188,181,1,279
2,149,134,1,264
2,118,6,1,286
2,72,129,1,260
2,49,119,1,281
2,100,193,1,304
2,97,150,1,239
2,63,120,1,252
2,170,193,1,288
2,151,52,1,263
2,151,45,1,244
2,182,92,1,244
2,93,15,1,308
2,136,173,1,258
2,93,93,1,277
2,184,81,1,277
2,140,105,1,289
2,111,99,1,236
2,164,76,1,268
2,108,149,1,279
2,110,35,1,265
2,186,48,1,259
2,93,60,1,259
2,12,156,1,286
2,117,159,1,256
2,165,134,1,249
2,168,151,1,286
2,71,59,1,275
2,84,36,1,239
2,47,131,1,240
2,165,17,1,238
2,199,134,1,240
2,140,52,1,240
2,96,20,1,271
2,182,127,1,265
2,173,180,1,248
2,173,49,1,236
2,161,83,1,275
2,89,198,1,281
2,134,58,1,236
2,106,99,1,269
2,192,195,1,248
2,186,5,1,276
2,96,128,1,258
2,64,94,1,256
2,155,107,1,236
2,114,49,1,254
2,177,8,1,289
2,104,36,1,292
2,7,189,1,246
2,62,190,1,257
2,129,21,1,236
2,38,3,1,248
2,151,148,1,242
2,122,14,2,996
2,7,176,2,405
2,199,184,2,291
2,75,76,2,390
2,123,141,2,373
2,199,134,2,310
2,13,71,2,379
2,49,119,2,340
2,125,51,2,273
2,15,150,2,346
2,148,42,2,319
2,76,40,2,291
2,4,89,2,335
2,175,129,2,344
2,27,77,2,316
2,42,54,2,297
2,54,18,2,313
2,3,60,2,265
2,41,143,2,283
2,92,137,2,299
2,171,150,2,236
2,165,134,2,318
2,125,26,2,276
2,71,59,2,290
2,22,163,2,323
2,44,188,2,305
2,96,20,2,316
2,32,57,2,326
2,199,140,2,244
2,60,106,2,261
2,44,154,2,260
2,190,27,2,322
2,114,40,2,282
2,74,6,2,258
2,4,161,2,241
2,184,81,2,270
2,104,36,2,288
2,164,76,2,285
2,11,166,2,292
2,63,120,2,246
2,118,6,2,260
2,38,3,2,270
2,81,55,2,277
2,100,193,2,294
2,177,8,2,257
2,4,119,2,272
2,36,79,2,293
2,88,134,2,308
2,88,176,2,294
2,86,110,2,269
2,93,93,2,302
2,182,127,2,263
2,174,157,2,273
2,192,82,2,252
2,12,156,2,252
2,62,190,2,244
2,119,104,2,246
2,63,100,2,288
2,5,185,2,260
2,135,46,2,271
2,114,165,2,237
2,140,52,2,261
2,167,184,2,262
2,199,189,2,241
2,186,5,2,238
2,84,42,2,260
2,189,140,2,240
2,144,175,2,280
2,49,145,2,237
2,17,94,2,246
2,155,107,2,269
2,92,191,2,257
2,184,183,2,239
2,138,28,2,236
2,113,110,2,257
2,141,147,2,237
2,161,83,2,266
2,169,116,2,248
2,117,159,2,291
2,93,15,2,240
2,85,143,2,248
2,151,45,2,251
2,170,193,2,263
2,142,138,2,263
2,21,174,2,268
2,23,126,2,256
2,34,51,2,274
2,150,167,2,239
2,108,149,2,284
2,88,5,2,243
2,120,136,2,277
2,76,106,2,242
2,33,62,2,273
2,137,21,2,259
2,115,54,2,269
2,32,37,2,254
2,77,143,2,252
2,47,131,2,262
2,74,156,2,239
2,11,95,2,243
2,122,14,3,956
2,7,176,3,456
2,199,184,3,295
2,13,71,3,340
2,106,27,3,397
2,27,77,3,359
2,88,134,3,367
2,75,76,3,383
2,22,163,3,322
2,199,46,3,270
2,68,137,3,299
2,15,150,3,349
2,11,166,3,301
2,143,145,3,289
2,130,180,3,339
2,144,175,3,307
2,4,89,3,347
2,199,17,3,255
2,54,18,3,308
2,174,157,3,303
2,76,40,3,274
2,136,173,3,274
2,92,137,3,329
2,49,119,3,320
2,183,108,3,282
2,4,60,3,265
2,33,62,3,317
2,38,119,3,249
2,171,149,3,332
2,188,181,3,274
2,182,92,3,264
2,96,20,3,288
2,148,42,3,283
2,81,55,3,278
2,42,54,3,307
2,117,159,3,311
2,104,83,3,298
2,173,180,3,271
2,175,129,3,335
2,118,6,3,255
2,134,153,3,258
2,184,81,3,314
2,41,143,3,326
2,111,119,3,265
2,125,51,3,308
2,137,21,3,262
2,0,128,3,243
2,151,148,3,284
2,185,36,3,255
2,155,107,3,269
2,134,187,3,256
2,64,94,3,258
2,84,42,3,251
2,183,57,3,279
2,88,176,3,297
2,19,179,3,271
2,161,83,3,258
2,152,81,3,258
2,140,84,3,278
2,83,128,3,279
2,114,40,3,289
2,86,110,3,255
2,85,143,3,260
2,134,98,3,256
2,184,60,3,283
2,93,93,3,258
2,84,36,3,245
2,192,69,3,248
2,12,156,3,282
2,155,120,3,247
2,36,79,3,279
2,118,109,3,249
2,140,52,3,242
2,40,182,3,274
2,108,20,3,243
2,177,8,3,264
2,44,188,3,282
2,21,170,3,259
2,149,178,3,256
2,85,121,3,240
2,149,134,3,267
2,91,167,3,268
2,80,123,3,260
2,32,57,3,264
2,131,91,3,258
2,174,38,3,242
2,58,36,3,249
2,40,109,3,241
2,106,99,3,249
2,49,104,3,257
2,103,40,3,257
2,147,9,3,254
2,167,184,3,244
2,125,26,3,250
2,93,15,3,253
2,94,158,3,248
2,7,195,3,240
2,129,56,3,268
2,110,35,3,244
3,122,14,0,951
3,7,176,0,412
3,13,71,0,369
3,199,184,0,266
3,22,163,0,300
3,15,150,0,318
3,106,27,0,330
3,75,76,0,341
3,175,129,0,328
3,123,141,0,334
3,130,180,0,311
3,49,119,0,302
3,3,60,0,251
3,88,134,0,296
3,101,72,0,271
3,165,134,0,255
3,27,77,0,322
3,4,89,0,324
3,199,17,0,222
3,40,182,0,268
3,171,149,0,295
3,32,57,0,256
3,4,119,0,261
3,113,110,0,270
3,148,42,0,283
3,199,46,0,233
3,17,31,0,256
3,199,140,0,229
3,116,44,0,239
3,74,6,0,222
3,106,99,0,235
3,190,27,0,264
3,182,127,0,276
3,144,175,0,264
3,182,92,0,222
3,194,151,0,271
3,12,156,0,249
3,118,6,0,250
3,161,83,0,248
3,42,54,0,229
3,158,59,0,231
3,11,166,0,281
3,80,158,0,266
3,183,108,0,266
3,170,52,0,238
3,143,145,0,287
3,169,125,0,253
3,76,40,0,263
3,184,81,0,268
3,88,176,0,266
3,149,134,0,246
3,83,128,0,251
3,44,154,0,238
3,170,193,0,239
3,109,188,0,217
3,26,108,0,229
3,152,81,0,250
3,21,147,0,232
3,84,42,0,237
3,84,36,0,239
3,184,60,0,253
3,159,64,0,239
3,173,180,0,234
3,27,154,0,230
3,96,20,0,243
3,110,35,0,250
3,111,53,0,239
3,80,123,0,251
3,145,93,0,232
3,129,56,0,239
3,93,60,0,231
3,68,137,0,233
3,44,188,0,237
3,59,157,0,215
3,107,75,0,225
3,77,143,0,227
3,93,15,0,237
3,142,138,0,254
3,19,179,0,258
3,108,82,0,250
3,151,52,0,231
3,164,76,0,216
3,115,54,0,253
3,76,106,0,225
3,186,170,0,225
3,155,142,0,239
3,127,32,0,215
3,91,172,0,248
3,120,136,0,220
3,188,181,0,237
3,71,170,0,225
3,179,112,0,223
3,114,40,0,253
3,179,47,0,221
3,104,36,0,239
3,62,190,0,223
3,155,107,0,225
3,32,37,0,216
3,122,14,1,990
3,7,176,1,417
3,199,184,1,280
3,3,60,1,259
3,75,76,1,345
3,123,141,1,331
3,49,119,1,313
3,199,134,1,252
3,125,51,1,302
3,59,14,1,224
3,27,77,1,315
3,184,81,1,280
3,190,27,1,282
3,106,27,1,310
3,11,166,1,275
3,32,57,1,311
3,118,6,1,261
3,177,178,1,264
3,4,89,1,322
3,15,150,1,274
3,61,39,1,261
3,171,149,1,278
3,150,77,1,241
3,194,151,1,281
3,41,143,1,322
3,182,92,1,247
3,72,129,1,254
3,88,176,1,275
3,130,180,1,290
3,101,72,1,267
3,86,110,1,258
3,76,40,1,256
3,96,128,1,254
3,140,84,1,259
3,40,182,1,239
3,174,157,1,280
3,132,164,1,246
3,22,163,1,256
3,36,79,1,239
3,199,17,1,226
3,167,184,1,255
3,114,40,1,250
3,33,196,1,229
3,82,54,1,237
3,83,128,1,237
3,140,105,1,249
3,149,125,1,216
3,186,50,1,228
3,80,123,1,229
3,175,129,1,304
3,49,104,1,255
3,79,197,1,251
3,143,145,1,260
3,131,86,1,250
3,165,134,1,258
3,93,15,1,243
3,111,119,1,240
3,27,154,1,257
3,71,59,1,256
3,170,193,1,270
3,144,175,1,238
3,116,44,1,242
3,29,59,1,275
3,117,159,1,259
3,129,56,1,233
3,179,112,1,240
3,177,8,1,240
3,148,42,1,251
3,17,66,1,245
3,42,54,1,260
3,110,35,1,252
3,44,188,1,244
3,83,81,1,217
3,63,120,1,237
3,90,38,1,221
3,109,188,1,242
3,68,137,1,235
3,131,91,1,245
3,91,167,1,259
3,12,156,1,263
3,89,56,1,216
3,155,120,1,221
3,93,93,1,233
3,182,127,1,248
3,17,31,1,242
3,151,148,1,230
3,17,94,1,234
3,73,96,1,232
3,122,32,1,232
3,125,26,1,217
3,88,5,1,217
3,65,172,1,220
3,157,157,1,234
3,104,83,1,251
3,149,134,1,223
3,170,52,1,221
3,65,191,1,232
3,145,93,1,216
3,122,14,2,978
3,7,176,2,411
3,13,71,2,343
3,123,141,2,362
3,199,184,2,264
3,199,134,2,244
3,175,129,2,331
3,75,76,2,336
3,106,27,2,305
3,68,137,2,246
3,130,180,2,325
3,199,17,2,241
3,27,77,2,321
3,15,150,2,298
3,155,142,2,303
3,49,119,2,285
3,170,52,2,240
3,4,119,2,255
3,199,140,2,239
3,3,60,2,242
3,149,134,2,273
3,170,193,2,277
3,118,6,2,270
3,22,163,2,293
3,190,27,2,270
3,26,108,2,273
3,29,59,2,297
3,92,137,2,269
3,183,108,2,260
3,4,89,2,280
3,84,42,2,252
3,152,81,2,254
3,93,93,2,248
3,114,40,2,283
3,36,79,2,253
3,40,182,2,231
3,169,91,2,215
3,164,76,2,233
3,80,158,2,260
3,13,121,2,241
3,11,166,2,221
3,140,105,2,264
3,96,128,2,227
3,179,47,2,241
3,88,176,2,288
3,182,92,2,232
3,38,3,2,251
3,110,35,2,267
3,32,37,2,245
3,169,125,2,224
3,101,72,2,255
3,41,143,2,270
3,116,44,2,239
3,72,129,2,228
3,12,156,2,245
3,71,59,2,256
3,6,99,2,221
3,60,106,2,237
3,183,57,2,251
3,126,42,2,214
3,32,57,2,259
3,125,51,2,242
3,111,119,2,218
3,27,154,2,243
3,21,147,2,218
3,104,83,2,260
3,96,20,2,266
3,143,145,2,250
3,134,98,2,255
3,131,91,2,234
3,158,59,2,231
3,117,159,2,259
3,161,83,2,225
3,71,170,2,215
3,33,196,2,226
3,135,46,2,225
3,62,190,2,233
3,88,134,2,266
3,67,86,2,237
3,19,179,2,239
3,185,36,2,224
3,76,106,2,228
3,44,188,2,242
3,186,5,2,227
3,53,55,2,212
3,188,181,2,220
3,142,138,2,234
3,155,107,2,233
3,106,159,2,223
3,144,175,2,246
3,27,32,2,236
3,34,51,2,234
3,58,36,2,217
3,120,136,2,219
3,100,193,2,245
3,155,120,2,248
3,79,197,2,220
3,84,36,2,228
3,177,178,2,243
3,122,14,3,994
3,7,176,3,394
3,13,71,3,355
3,130,180,3,339
3,3,60,3,264
3,75,76,3,331
3,123,141,3,347
3,15,150,3,316
3,106,27,3,350
3,11,166,3,293
3,4,89,3,299
3,171,149,3,305
3,101,72,3,311
3,118,6,3,255
3,82,54,3,238
3,184,81,3,262
3,194,151,3,262
3,174,157,3,255
3,27,77,3,312
3,143,145,3,279
3,149,134,3,262
3,22,163,3,273
3,41,143,3,263
3,155,142,3,267
3,175,129,3,302
3,28,97,3,216
3,54,18,3,261
3,199,17,3,214
3,4,119,3,264
3,140,52,3,230
3,42,54,3,252
3,104,36,3,245
3,33,62,3,276
3,49,119,3,288
3,190,27,3,257
3,150,77,3,229
3,88,5,3,237
3,100,193,3,255
3,111,53,3,256
3,151,148,3,272
3,159,64,3,263
3,55,136,3,247
3,88,134,3,278
3,38,3,3,243
3,165,134,3,275
3,177,178,3,274
3,33,196,3,237
3,13,121,3,219
3,148,42,3,272
3,129,56,3,231
3,117,159,3,261
3,68,137,3,239
3,173,71,3,209
3,140,105,3,248
3,199,140,3,206
3,80,123,3,231
3,88,176,3,251
3,12,156,3,252
3,77,143,3,232
3,92,137,3,255
3,144,175,3,251
3,93,15,3,260
3,136,173,3,224
3,72,129,3,226
3,17,94,3,206
3,186,5,3,220
3,11,82,3,252
3,164,76,3,258
3,170,193,3,265
3,44,188,3,214
3,86,110,3,232
3,93,93,3,209
3,179,112,3,237
3,71,59,3,234
3,21,147,3,222
3,103,40,3,229
3,64,94,3,240
3,120,136,3,232
3,172,126,3,243
3,65,172,3,221
3,151,52,3,229
3,92,5,3,239
3,71,95,3,210
3,59,14,3,233
3,76,40,3,249
3,61,39,3,247
3,138,147,3,223
3,108,82,3,263
3,2,35,3,212
3,84,42,3,257
3,199,134,3,217
3,60,106,3,233
3,63,100,3,235
3,113,110,3,212
3,91,172,3,261
3,104,83,3,223
3,165,17,3,208
3,140,84,3,218
3,167,184,3,214
3,169,116,3,220
