ch,x,y,z,int
3,391.0,1517.0,1.0,25628
3,114.0,400.0,1.0,24784
3,1508.0,1585.0,1.0,20837
3,1377.0,869.0,1.0,21900
3,996.0,1370.0,1.0,24829
3,623.0,1914.0,1.0,21618
3,196.0,700.0,1.0,18137
3,463.0,881.0,1.0,23007
3,168.0,159.0,1.0,14116
3,456.0,54.0,1.0,18548
3,81.0,293.0,1.0,21739
3,675.0,287.0,1.0,20646
3,14.0,1527.0,1.0,18500
3,56.0,572.0,1.0,17554
3,1910.0,280.0,1.0,16241
3,657.0,1467.0,1.0,17876
3,90.0,1946.0,1.0,15772
3,697.0,1262.0,1.0,16195
3,1257.0,207.0,1.0,14854
3,312.0,2031.0,1.0,20190
3,168.0,41.0,1.0,16467
3,281.0,1951.0,1.0,16936
3,651.0,1467.0,1.0,15910
3,1005.0,1901.0,1.0,16201
3,804.0,1344.0,1.0,16317
3,90.0,149.0,1.0,17293
3,825.0,1695.0,1.0,14828
3,1088.0,1981.0,1.0,12087
3,155.0,716.0,1.0,11632
3,2024.0,1388.0,1.0,12647
3,1797.0,205.0,1.0,13434
3,60.0,1802.0,1.0,14026
3,1890.0,810.0,1.0,11599
