geneID,x,y,z,intensity,seeds
Epn2,1878.93571303974,1789.5813298006,1.11550844256499,3281.53613103997,4
Tmem179,1865.292770294,1772.80519434321,1.12764796406853,2399.55448787042,3
Bptf,1881.84655770104,1774.93101168471,1.10522380954251,4009.51121843858,4
Hcn1,1882.0890069045,1769.45967344203,1.10213203877544,2824.01322133431,3
Ggnbp2,1876.2248681519,1779.25360833392,1.06262652714195,2383.88503837642,4
Ggnbp2,1956.59242337519,1722.03860052118,1.10709765249874,3379.10270842137,3
Ggnbp2,1883.20842130808,1751.86993530267,1.09670806514502,2667.80429062038,3
Cds1,1907.3546768927,1706.57648744666,1.09465753429978,2477.37840647838,3
Cdh2,1925.27661241088,1796.87120194701,1.079938024912,2292.43462164361,3
Ogdh,1979.67603484731,1742.02369532713,1.09831597142619,1637.10480555753,3
Ktn1,1945.05061654581,1701.5737427719,1.10759400021582,2056.14365437805,3
Rtcb,1881.74990046011,1779.75309876324,1.10402446160519,2521.24948437078,3
Hdlbp,1885.19080442366,1763.2840248591,1.10284072459109,3005.80159322551,3
Hdlbp,1872.93846371684,1771.35057626992,1.32027080670017,2480.68966653482,4
Casd1,1884.33373237472,1769.08493274056,1.11146086166154,3170.49986996259,3
Degs1,1868.55375736462,1744.51062647423,1.10331625399173,2021.62169997162,3
Slc4a7,1880.39997115393,1774.15818662834,1.11127276588656,2954.77461636481,4
Slc4a7,1902.57422570938,1710.47576519344,1.08457729936886,1551.95671452255,3
Dact3,1879.95837275486,1765.83824905716,1.08305270595367,2895.56603149218,4
Fbxo9,1878.05651077375,1783.52994873252,1.10323202264486,2493.22688609308,4
Ube3c,1948.85026455553,1709.89239758488,1.12188592807741,1994.4434843186,3
Zfp322a,1897.51764925631,1739.90343166911,1.10406916711419,2364.34354468258,3
Tln2,1884.02638007033,1743.86900415011,1.08345839796532,2165.11774399603,3
Strip1,1886.76122846749,1760.20550165902,1.09658214179552,3185.87936586556,3
Odf2,1937.09691378491,1718.22703065739,1.12215193368216,2686.98180334642,3
Pank3,1873.39874076175,1773.7132181565,1.12905613278578,3335.08945073265,3
Smad4,1878.99706976882,1749.3399422237,1.09086913713042,4444.7490226128,4
Extl1,1941.48128054348,1707.41487531468,1.08590930627545,2571.78689015288,4
B3gat3,1880.89294395883,1747.44903193971,1.08415946682818,3447.49856699932,3
Usp20,1866.98083401957,1757.14343996646,1.06304262366508,2074.70457462136,3
Ift46,1867.94644113981,1761.55673504906,1.08939653836761,2842.34322504585,4
Rad50,1879.77184178694,1741.86339268123,1.10376817523899,2216.12828883514,3
Rab11fip5,1945.86387754848,1713.41331962805,1.12326235885526,2723.30837544223,3
Ppp2r5b,1867.23118199316,1744.53382910299,1.09130736091371,3167.75960766511,4
Rras2,1884.62702946253,1787.50688686904,1.078605761453,2024.1437804446,4
Tmem64,1939.53707537753,1737.32148402297,1.11114309766566,1681.41272807518,3
Tjp1,1880.3677380267,1782.99165507314,1.09884199080683,2885.74180084084,3
Ryr1,1878.69840147989,1784.8197077139,1.11360867230262,1954.88652444502,3
Dhx8,1872.69798199942,1781.83323308372,1.08568306218652,2483.65397838086,3
Mmgt1,1877.17887286102,1766.75375088978,1.05452833618974,3238.05201829458,3
Ppp6r1,1874.78977329138,1768.91346939036,1.09421417983221,2998.70925535059,4
Lingo2,1961.2048066944,1776.7194969169,1.03456098604952,1550.87247476468,3
Mthfd1,1967.24238559463,1795.82399031624,1.10352378974976,2416.54386102436,3
Gpr12,1883.85317985489,1794.30399717856,1.11928989280218,1659.57593487619,3
Dsel,1961.6238331304,1717.98406662587,1.10241661705998,2041.29177466586,4
Asb1,1865.61292462478,1753.29180002787,1.13666603295394,3052.9986369125,3
Lipa,1895.1961285007,1803.01002324992,1.11445216756336,2542.86693974137,3
Klhl20,1881.3744290172,1787.83343965659,1.11465624050032,2281.36898865467,3
Lrig1,1923.38259994169,1768.33355659146,1.09057862842088,1982.11118377308,4
Kctd7,1881.07412605213,1781.4086955719,1.0821878018612,2470.42886883024,3
Gabrg3,1888.44700959296,1798.78082912689,1.09555365962953,3159.54759047687,4
Pced1b,1878.25668396438,1742.71849735453,1.10377785006757,2592.47916012963,4
Spsb1,1944.00081434346,1719.28296894691,1.09207374245635,2237.71679398181,4
Tacr2,1877.44402450107,1755.03609952869,1.10416080436161,1834.67778413673,3
Tacr2,1952.00990770971,1785.65988672741,1.10924568614444,3603.82298931904,4
Nanos2,1943.08184423218,1802.87928323998,1.09545573374974,1917.32724429076,3
Gli1,1876.79620694506,1770.58185578987,1.11386090960991,2365.27749343229,3
Plekhg4,1948.51452239479,1722.45411085065,1.10778165499572,2620.56405007134,4
