,cellID,area,y,x,z
0,1,336,0.9523809523809523,104.50595238095238,964.1458333333334
1,2,1448,1.0953038674033149,107.57803867403315,928.0241712707183
2,3,255,0.7647058823529411,98.41960784313726,882.6470588235294
3,4,1979,1.150075795856493,114.74583122789288,873.9499747347145
4,5,6672,0.7994604316546763,135.1804556354916,936.6453836930456
5,6,22754,5.485892590313791,207.05322141161994,870.468313263602
6,7,3084,1.2778858625162126,166.63813229571986,901.3077172503242
7,8,1880,4.6127659574468085,22.437234042553193,899.0260638297873
8,9,7112,1.6200787401574803,163.02994938132733,876.7030371203599
9,10,146628,4.283247401587691,1708.2816924461904,1158.245846632294
10,11,66584,5.490628379190196,20.778295085906525,680.9578877808483
11,12,4525,5.833149171270718,23.761988950276244,966.2985635359116
12,13,173714,5.53292192914791,229.40521201515133,748.6160297961017
13,14,159426,5.390118299399094,573.4998243699271,221.99583505827155
14,15,232004,5.173083222703057,583.5509430871881,797.7495862140308
15,16,184108,5.210202707106698,594.4183359767093,980.3259771438503
16,17,139124,5.7985106811190015,669.7370762772779,636.4525531180817
17,18,23474,5.636363636363637,698.7115532078044,12.41569395927409
18,19,138221,5.228387871596936,728.4879576909442,1299.3591928867538
19,20,186852,4.961638087898444,744.367692077152,765.9886220110034
20,21,168804,5.691002582877183,764.845211013957,1021.5066763820763
21,22,270989,4.894696832712767,885.0362634645687,1281.4330581684128
22,23,167964,5.503179252697007,919.4975173251411,423.1133397632826
23,24,206600,4.909235237173282,1166.4694143272022,1183.9833543078412
24,25,193068,5.219016097955125,1183.4170344127458,1790.8616497814241
25,26,171532,5.201968145885316,1236.652630412984,980.7647610941399
26,27,50429,4.546035019532412,1276.7342402189217,1677.4199766007655
27,28,200712,4.432659731356371,1411.1713998166526,1153.7851847423174
28,29,208567,4.854368140693398,1479.4244823006516,1564.2316138219373
29,30,200197,5.298356119222566,1510.190577281378,924.9161625798588
30,31,207608,4.796154290778776,1578.5987630534469,1261.7735829062465
31,32,130235,5.459837985180635,1640.0998349138097,906.4759857181249
32,33,129660,5.3925034706154555,1667.265802869042,1738.4976245565324
33,34,162388,5.264280611867872,1862.8248639061999,860.657819543316
34,35,129624,5.446969696969697,1884.0303416034067,978.3302706288958
35,36,21679,5.874486830573366,16.88860187278011,935.0265694912127
36,37,15056,6.268065887353879,43.647715196599364,8.5826912858661
37,38,246318,5.926355361768121,66.09054149514043,90.91759838907429
38,39,14126,5.897210816933314,103.08374628344896,834.2575392892538
39,40,27246,5.393085223519049,88.9858327827938,1013.1313954341922
40,41,25746,5.8457624485356945,121.12118387322303,141.0477744115591
41,42,210585,5.698349834983499,128.37424317971366,575.5542654984923
42,43,8158,6.207894091689139,149.56827653836726,1038.7919833292474
43,44,61434,5.754077546635414,137.26086531887879,1017.8409187095094
44,45,101662,6.040182172296433,161.59727331746376,166.1685093742008
45,46,6920,2.838728323699422,170.44884393063583,933.2043352601156
46,47,11359,5.619068579980632,177.30108284179946,1007.7570208645127
47,48,29489,5.958187798840245,195.26128386856115,996.7387161314389
48,49,40366,6.031462121587475,218.0657731754447,913.3904771342219
49,50,55641,6.127981164968279,216.21399687280962,960.8850128502363
50,51,249447,5.705031529743794,190.05009080085148,463.7567619574499
51,52,277838,5.684438413751899,257.55546397541013,271.2563040332856
52,53,99518,6.008681846500131,265.41447778291365,39.48685664904841
53,54,200804,5.8887621760522695,317.2432720463736,409.10512738790067
54,55,179639,5.653605286157237,353.44789271817365,180.4555747916655
55,56,239946,5.822947663224226,411.7714985871821,520.6274911855168
56,57,135396,5.593370557475849,445.21284971491036,1128.2932361369612
57,58,122457,5.994316372277615,476.20207093102067,132.26452550691263
58,59,130736,5.941745196426386,484.25261595887895,655.5925988251132
59,60,246654,5.788205340274231,549.2469572761845,522.4193363983555
60,61,198380,5.126040931545519,640.9024498437343,1156.3612460933562
61,62,138135,5.6745285409201145,660.1516632280016,160.47597639989866
62,63,116436,5.825483527431379,794.7993833522278,336.288441719056
63,64,165380,5.40974724876043,898.244787761519,643.3799431612046
64,65,109724,5.850023695818599,955.5731198279319,50.19391382013051
65,66,179132,5.632628452761092,955.8732945537369,934.3441651966148
66,67,133604,5.891799646717164,967.9499041944852,1118.9848432681656
67,68,95132,5.7250136652230585,1083.8466131270236,1424.072005213808
68,69,186502,5.510273348275086,1182.3198410740904,1933.3070154743648
69,70,102960,5.889102564102564,1269.2144036519037,1585.167191142191
70,71,72731,5.82618140820283,1308.7895807839848,2022.45592663376
71,72,132596,5.7231892364777215,1332.1734290627169,1255.3485625509065
72,73,179556,5.9154358528815525,1335.6955545902115,114.86061730045223
73,74,115532,5.515943634663989,1336.7837828480422,1928.850534916733
74,75,257202,5.49545104625936,1343.3321902629061,1459.1159166724988
75,76,139419,5.438986077937727,1362.1545270013412,1652.2042978360196
76,77,122625,5.872587155963303,1413.4497206931703,2001.8505443425076
77,78,247155,5.858772834860715,1425.205425744978,1765.9176670510408
78,79,173486,5.619381391005614,1512.3563399928526,1922.665754008969
79,80,165398,5.588356570212457,1555.4595339725995,1683.5657625847955
80,81,216428,5.635463063928881,1592.7144223483099,265.09716395290815
81,82,129779,5.471963877052528,1644.7874155294771,1017.9758358440117
82,83,261668,5.300426494642066,1680.966927557057,493.6603711573444
83,84,137764,5.405476031474115,1697.772262710142,1902.740614384019
84,85,119988,5.687502083541688,1723.5332449911657,1523.8017051705172
85,86,128260,5.106377670357087,1794.4622095743023,1327.770988616872
86,87,203692,5.354986941067887,1840.9521728884786,592.2870314003495
87,88,34958,6.100463413238743,2029.7666914583215,995.3757365982035
88,89,954,1.7641509433962264,47.9811320754717,886.7327044025158
89,90,28318,5.349247828236457,40.79384137297832,982.5783247404478
90,91,42613,5.52864149437965,70.04606575458193,849.785323727501
91,92,219444,6.311049743898216,107.09954248008603,272.2710987769089
92,93,1153,9.740676496097137,99.74327840416305,1023.7059843885517
93,94,20785,4.239643974019725,135.8745248977628,837.2701467404378
94,95,125340,6.464911440880805,509.0570129248444,339.1695388543163
95,96,137103,6.756664697344332,1560.9416132396811,1820.767977360087
96,97,18092,6.115133760778244,31.221755472031838,876.9636303338492
97,98,40291,7.762800625449852,157.40157851629397,844.1732893201955
98,99,27335,8.464386317907445,1429.4096945308213,1846.0883482714469
