hyb,ch,x,y,z,int
0,1,1234.0,1516.0,0.0,1666
0,1,1240.0,1454.0,0.0,1460
0,1,1238.0,1522.0,0.0,1189
0,1,1275.0,1479.0,0.0,1232
0,1,1221.0,1465.0,0.0,1203
0,1,1236.0,1499.0,4.0,1194
0,1,1267.0,1479.0,0.0,1108
0,1,1215.0,1497.0,1.0,1056
0,1,1281.0,1486.0,2.0,1038
0,1,1242.0,1493.0,0.0,970
0,1,1257.0,1476.0,3.0,956
0,1,1251.0,1482.0,3.0,1032
0,1,1272.0,1497.0,3.0,878
0,1,1245.0,1486.0,1.0,994
0,1,1263.0,1484.0,3.0,807
0,1,1221.0,1499.0,3.0,846
0,1,1258.0,1502.0,6.0,836
0,1,1232.0,1471.0,4.0,772
0,1,1231.0,1457.0,4.0,784
0,1,1227.0,1457.0,1.0,777
0,1,1248.0,1462.0,0.0,710
0,1,1234.0,1485.0,5.0,845
0,1,1268.0,1477.0,4.0,737
0,1,1274.0,1500.0,1.0,750
0,1,1253.0,1479.0,3.0,826
0,1,1253.0,1489.0,4.0,750
0,1,1233.0,1483.0,2.0,674
0,1,1234.0,1468.0,2.0,710
0,1,1273.0,1504.0,4.0,724
0,1,1280.0,1491.0,2.0,708
0,1,1250.0,1475.0,1.0,742
0,1,1218.0,1483.0,0.0,630
0,1,1261.0,1514.0,0.0,663
0,1,1228.0,1488.0,6.0,683
0,1,1230.0,1509.0,0.0,643
0,1,1255.0,1481.0,6.0,764
0,1,1221.0,1488.0,2.0,736
0,1,1210.0,1501.0,2.0,641
0,1,1252.0,1493.0,2.0,603
0,1,1273.0,1484.0,0.0,613
0,1,1231.0,1502.0,6.0,618
0,1,1243.0,1487.0,4.0,600
0,1,1218.0,1469.0,0.0,672
0,1,1275.0,1500.0,6.0,607
0,1,1278.0,1501.0,6.0,595
0,1,1267.0,1498.0,5.0,597
1,1,1279.8010000000004,1491.017,0.0,1943
1,1,1262.8010000000004,1494.017,3.0,1480
1,1,1251.8010000000004,1466.017,0.0,1294
1,1,1286.8010000000004,1491.017,5.0,1320
1,1,1273.8010000000004,1479.017,2.0,1117
1,1,1273.8010000000004,1497.017,3.0,1129
1,1,1245.8010000000004,1491.017,0.0,1071
1,1,1229.8010000000004,1459.017,6.0,1005
