hyb,ch,x,y,z,int,sum_3x3_int_ch1,sum_3x3_int_ch2,ratio
12,1,1437.0,1337.0,0.0,13791,13791,155,0.9888857019934031
12,1,1244.0,1524.0,0.0,12469,12469,127,0.9899174341060654
12,1,1382.0,1924.0,0.0,12886,12886,135,0.9896321327087013
12,1,1109.0,466.0,0.0,12032,12032,109,0.9910221563297916
12,1,1315.0,1926.0,0.0,11959,11959,147,0.9878572608623822
12,1,1159.0,150.0,0.0,12579,12579,124,0.9902385263323624
12,1,936.0,1112.0,0.0,13276,13276,160,0.9880916939565347
12,1,1378.0,888.0,0.0,11057,11057,124,0.9889097576245416
12,1,1396.0,483.0,0.0,12371,12371,123,0.9901552745317752
12,1,1209.0,1797.0,0.0,11656,11656,123,0.9895576874097971
12,1,1368.0,1460.0,0.0,12686,12686,122,0.990474703310431
12,1,1157.0,1007.0,0.0,13118,13118,134,0.9898883187443405
12,1,835.0,1622.0,0.0,13438,13438,133,0.9901996905165427
12,1,1364.0,1517.0,0.0,11638,11638,117,0.9900467886005955
12,1,545.0,795.0,0.0,11906,11906,127,0.9894456910163717
12,1,456.0,937.0,0.0,12698,12698,149,0.988401961547443
12,1,203.0,1081.0,0.0,12193,12193,148,0.9880074548253788
12,1,344.0,1632.0,0.0,12217,12217,132,0.9893108753745242
12,1,565.0,1975.0,0.0,12986,12986,132,0.9899374904711084
12,1,551.0,1398.0,0.0,12754,12754,140,0.98914223669924
12,1,592.0,1004.0,0.0,12572,12572,145,0.988597939765668
12,1,890.0,1647.0,0.0,11321,11321,123,0.9892520097867878
12,1,1248.0,1130.0,0.0,13983,13983,144,0.9898067530261202
12,1,483.0,1397.0,0.0,12437,12437,138,0.9890258449304175
12,1,1526.0,2002.0,0.0,12086,12086,128,0.9895202226952677
12,1,705.0,1784.0,0.0,13431,13431,133,0.9901946328516662
12,1,1734.0,1802.0,0.0,13234,13234,151,0.9887187149794546
12,1,366.0,1630.0,0.0,13127,13127,152,0.9885533549213044
12,1,1504.0,685.0,0.0,12797,12797,140,0.9891783257323955
12,1,1180.0,819.0,0.0,11856,11856,125,0.9895668141223604
12,1,861.0,694.0,0.0,12274,12274,142,0.9885631443298969
12,1,664.0,1057.0,0.0,13016,13016,114,0.9913175932977913
12,1,541.0,1552.0,0.0,13003,13003,129,0.9901766676819982
12,1,453.0,1338.0,0.0,11122,11122,123,0.9890618052467763
12,1,547.0,337.0,0.0,11087,11087,129,0.9884985734664765
12,1,694.0,575.0,0.0,11018,11018,125,0.9887821951000628
12,1,1219.0,865.0,0.0,11086,11086,117,0.9895563688297777
12,1,418.0,1274.0,0.0,14109,14109,138,0.9903137502632133
12,1,250.0,1941.0,0.0,12492,12492,133,0.9894653465346535
12,1,871.0,1078.0,0.0,13769,13769,144,0.9896499676561489
12,1,595.0,615.0,0.0,12218,12218,117,0.9905147952979327
12,1,1871.0,1072.0,0.0,11888,11888,135,0.9887715212509357
12,1,1174.0,249.0,0.0,10988,10988,134,0.9879518072289156
12,1,677.0,1391.0,0.0,12629,12629,127,0.990043900909376
12,1,706.0,1348.0,0.0,11315,11315,139,0.9878645014841977
12,1,1094.0,1623.0,0.0,12798,12798,137,0.9894085813683804
12,1,1050.0,1379.0,0.0,13163,13163,137,0.9896992481203007
12,1,222.0,1952.0,0.0,12365,12365,124,0.9900712627111858
12,1,1224.0,81.0,0.0,12758,12758,111,0.991374621182687
12,1,1669.0,1251.0,0.0,13493,13493,142,0.9895856252291896
12,1,50.0,1059.0,0.0,14039,14039,131,0.9907551164431898
12,1,788.0,828.0,0.0,12262,12262,131,0.9894295166626321
12,1,856.0,1954.0,0.0,11052,11052,135,0.9879324215607401
12,1,838.0,1453.0,0.0,12525,12525,142,0.9887897686902977
12,1,1850.0,654.0,0.0,12234,12234,116,0.9906072874493927
12,1,1238.0,1075.0,0.0,12081,12081,144,0.9882208588957055
12,1,1438.0,1303.0,0.0,13498,13498,145,0.9893718390383347
12,1,544.0,974.0,0.0,12523,12523,121,0.9904302435937994
12,1,1871.0,251.0,0.0,11196,11196,121,0.9893081205266413
12,1,212.0,1284.0,0.0,10698,10698,118,0.9890902366863905
12,1,467.0,1629.0,0.0,11659,11659,134,0.9886373272280167
12,1,1443.0,1265.0,0.0,12762,12762,132,0.9897626803164262
12,1,568.0,1443.0,0.0,13260,13260,148,0.988961813842482
12,1,1440.0,1835.0,0.0,11481,11481,110,0.9905098783538953
12,1,220.0,1270.0,0.0,11611,11611,121,0.9896863279918172
12,1,1577.0,965.0,0.0,12995,12995,150,0.9885888170406999
12,1,1230.0,1626.0,0.0,12242,12242,122,0.9901326431575542
12,1,41.0,885.0,0.0,11799,11799,115,0.9903474903474904
12,1,590.0,721.0,0.0,13236,13236,119,0.9910894795956571
12,1,1551.0,1002.0,0.0,13295,13295,138,0.989726792228095
12,1,1216.0,529.0,0.0,10893,10893,145,0.9868635622395362
12,1,1699.0,415.0,0.0,13963,13963,141,0.9900028360748724
12,1,838.0,1570.0,0.0,13027,13027,142,0.9892171007669527
12,1,876.0,1001.0,0.0,10777,10777,131,0.987990465713238
12,1,1845.0,1085.0,0.0,11169,11169,117,0.9896331738437002
12,1,1312.0,1697.0,0.0,11852,11852,131,0.98906784611533
12,1,1099.0,982.0,0.0,13832,13832,140,0.9899799599198397
12,1,1543.0,1777.0,0.0,9957,9957,140,0.9861344953946717
12,1,1651.0,880.0,0.0,13418,13418,149,0.989017468858259
12,1,1277.0,517.0,0.0,10394,10394,147,0.986054454036619
12,1,1631.0,933.0,0.0,13760,13760,143,0.9897144501186794
12,1,1800.0,1051.0,0.0,12279,12279,131,0.989443996776793
12,1,686.0,1051.0,0.0,13112,13112,129,0.9902575334189261
12,1,1517.0,1977.0,0.0,10451,10451,139,0.9868744098205855
12,1,1331.0,1486.0,0.0,9758,9758,126,0.9872521246458924
12,1,1301.0,1627.0,0.0,13864,13864,123,0.9912061199685422
12,1,1520.0,1930.0,0.0,11311,11311,135,0.9882054866328849
12,1,519.0,1345.0,0.0,9727,9727,127,0.9871118327582707
12,1,146.0,1020.0,0.0,13973,13973,127,0.9909929078014185
12,1,191.0,1031.0,0.0,11398,11398,133,0.9884658745989073
12,1,1448.0,1144.0,0.0,12147,12147,135,0.9890083048363458
12,1,706.0,1202.0,0.0,10977,10977,156,0.985987604419294
12,1,588.0,1977.0,0.0,11134,11134,142,0.9874068818730046
12,1,906.0,1227.0,0.0,12529,12529,126,0.990043461082576
12,1,1157.0,514.0,0.0,11959,11959,126,0.9895738518824989
12,1,1060.0,1390.0,0.0,11916,11916,131,0.9891259234664231
12,1,714.0,2002.0,0.0,14095,14095,149,0.9895394552092109
12,1,714.0,971.0,0.0,10475,10475,125,0.9882075471698113
12,1,1658.0,843.0,0.0,11213,11213,124,0.9890623621769428
12,1,252.0,969.0,0.0,12596,12596,136,0.9893182532202325
12,1,1908.0,942.0,0.0,10169,10169,121,0.9882410106899903
12,1,891.0,1396.0,0.0,10383,10383,129,0.9877283105022832
12,1,1247.0,1089.0,0.0,13756,13756,135,0.9902814772154632
12,1,1191.0,950.0,0.0,10908,10908,148,0.9866136034732272
12,1,1099.0,1389.0,0.0,13803,13803,146,0.9895332998781274
12,1,759.0,847.0,0.0,10418,10418,121,0.9885188348040611
12,1,907.0,1023.0,0.0,12895,12895,138,0.9894114939000997
12,1,531.0,538.0,0.0,12866,12866,120,0.9907592792237795
12,1,856.0,1425.0,0.0,12874,12874,146,0.9887864823348694
12,1,1684.0,1248.0,0.0,13612,13612,122,0.9911169360710645
12,1,375.0,983.0,0.0,13818,13818,128,0.9908217410010038
12,1,1281.0,1641.0,0.0,13524,13524,137,0.9899714515774833
12,1,860.0,1927.0,0.0,12028,12028,138,0.9886569127075456
12,1,449.0,1613.0,0.0,12187,12187,134,0.9891242593945296
12,1,1487.0,448.0,0.0,12530,12530,137,0.9891844951448646
12,1,1164.0,68.0,0.0,11379,11379,132,0.9885327078446703
12,1,1948.0,962.0,0.0,10775,10775,139,0.9872640645043064
12,1,131.0,1248.0,0.0,9719,9719,125,0.9873019097927672
12,1,449.0,1572.0,0.0,11906,11906,134,0.9888704318936877
12,1,1192.0,90.0,0.0,13242,13242,127,0.9905004113995063
12,1,829.0,1390.0,0.0,10657,10657,129,0.9880400519191544
12,1,1369.0,1062.0,0.0,12093,12093,153,0.9875061244487996
12,1,1386.0,1042.0,0.0,11789,11789,125,0.9895081416820547
12,1,1125.0,1343.0,0.0,12045,12045,126,0.9896475228000986
12,1,47.0,1021.0,0.0,12899,12899,145,0.988883777982214
12,1,1293.0,1678.0,0.0,12980,12980,126,0.9903860827102091
12,1,1726.0,1233.0,0.0,11354,11354,121,0.9894553376906318
12,1,544.0,1024.0,0.0,12229,12229,125,0.9898818196535535
12,1,183.0,1970.0,0.0,10332,10332,129,0.9876684829366217
12,1,209.0,1841.0,0.0,12899,12899,135,0.9896424735307657
12,1,640.0,601.0,0.0,11363,11363,119,0.9896359519247517
12,1,1580.0,894.0,0.0,11733,11733,126,0.9893751581077662
12,1,1167.0,125.0,0.0,12578,12578,129,0.9898481152120878
12,1,1146.0,1031.0,0.0,10246,10246,142,0.9863303812090874
12,1,504.0,1666.0,0.0,13721,13721,132,0.9904713780408576
12,1,90.0,1016.0,0.0,13372,13372,126,0.9906652837457401
12,1,1251.0,841.0,0.0,11315,11315,148,0.9870888947047021
12,1,1263.0,301.0,0.0,12182,12182,138,0.9887987012987013
12,1,1827.0,1721.0,0.0,10270,10270,123,0.9881651111324931
12,1,1451.0,960.0,0.0,11481,11481,135,0.9883780991735537
12,1,1451.0,451.0,0.0,11173,11173,125,0.9889360948840503
12,1,1120.0,1557.0,0.0,10307,10307,125,0.9880176380368099
12,1,883.0,1083.0,0.0,13690,13690,135,0.9902350813743219
12,1,955.0,1139.0,0.0,11563,11563,133,0.9886285909712722
12,1,1652.0,833.0,0.0,10721,10721,133,0.9877464529205823
12,1,603.0,2026.0,0.0,11382,11382,121,0.9894810049552291
12,1,1237.0,161.0,0.0,11446,11446,115,0.9900527636017645
12,1,593.0,582.0,0.0,11627,11627,131,0.9888586494301752
12,1,908.0,1389.0,0.0,13814,13814,159,0.9886209117583912
12,1,642.0,757.0,0.0,10656,10656,135,0.987489574645538
12,1,1337.0,1720.0,0.0,11687,11687,125,0.9894175414832374
12,1,1803.0,1705.0,0.0,13502,13502,134,0.9901730712819008
12,1,838.0,1707.0,0.0,10647,10647,125,0.9883958410694393
12,1,266.0,1751.0,0.0,12617,12617,123,0.9903453689167975
12,1,385.0,1005.0,0.0,10315,10315,145,0.9861376673040153
12,1,1365.0,1908.0,0.0,12670,12670,137,0.9893027250722262
12,1,408.0,1530.0,0.0,11520,11520,130,0.9888412017167382
12,1,1744.0,397.0,0.0,13068,13068,125,0.9905252785568104
12,1,1641.0,908.0,0.0,11337,11337,120,0.9895260539408222
12,1,1968.0,415.0,0.0,13552,13552,142,0.9896304951073462
12,1,306.0,1669.0,0.0,12820,12820,140,0.9891975308641975
12,1,1634.0,441.0,0.0,11097,11097,135,0.9879807692307693
12,1,1132.0,1004.0,0.0,10638,10638,136,0.9873770187488398
12,1,1577.0,808.0,0.0,12192,12192,121,0.9901729878989686
12,1,445.0,1765.0,0.0,11659,11659,153,0.9870470707754826
12,1,1375.0,813.0,0.0,10507,10507,132,0.9875928188739543
12,1,1182.0,1304.0,0.0,10779,10779,136,0.9875400824553366
12,1,562.0,564.0,0.0,13049,13049,148,0.9887853299992423
12,1,1268.0,821.0,0.0,9904,9904,146,0.9854726368159203
12,1,225.0,1691.0,0.0,12623,12623,136,0.9893408574339682
12,1,624.0,1225.0,0.0,13392,13392,121,0.99104565973507
12,1,1257.0,1440.0,0.0,11185,11185,132,0.9883361314836088
12,1,354.0,1637.0,0.0,12276,12276,125,0.989920167728409
12,1,855.0,1786.0,0.0,11207,11207,121,0.9893185028248588
12,1,1046.0,1395.0,0.0,11481,11481,139,0.9880378657487091
12,1,1489.0,709.0,0.0,10311,10311,137,0.9868874425727412
12,1,239.0,1144.0,0.0,11359,11359,126,0.9890291684806269
12,1,687.0,994.0,0.0,12423,12423,136,0.9891711123497093
12,1,1213.0,991.0,0.0,12009,12009,125,0.9896983682215262
12,1,1548.0,739.0,0.0,10617,10617,126,0.9882714325607372
12,1,1319.0,1083.0,0.0,11846,11846,113,0.9905510494188478
12,1,1489.0,1028.0,0.0,10781,10781,138,0.98736147998901
12,1,1132.0,939.0,0.0,14001,14001,138,0.9902397623594313
12,1,723.0,1290.0,0.0,11334,11334,122,0.9893505586592178
12,1,68.0,1021.0,0.0,13262,13262,132,0.9901448409735703
12,1,1440.0,601.0,0.0,11050,11050,151,0.986519060798143
12,1,1897.0,460.0,0.0,10059,10059,134,0.9868537231433336
12,1,29.0,893.0,0.0,11031,11031,116,0.9895936126312013
12,1,1499.0,2031.0,0.0,11661,11661,127,0.9892263318629114
12,1,1388.0,509.0,0.0,10967,10967,130,0.9882851221050735
12,1,1517.0,844.0,0.0,11119,11119,136,0.9879164815637494
12,1,1829.0,1081.0,0.0,9765,9765,145,0.9853683148335015
12,1,509.0,888.0,0.0,12949,12949,143,0.9890772991139627
12,1,1521.0,1280.0,0.0,10668,10668,122,0.988693234476367
12,1,1312.0,1093.0,0.0,11139,11139,132,0.9882885280809156
12,1,1331.0,1698.0,0.0,13435,13435,158,0.9883763701905393
12,1,1399.0,1290.0,0.0,11742,11742,137,0.9884670426803603
12,1,439.0,1204.0,0.0,11147,11147,124,0.9889983142578298
12,1,1259.0,1831.0,0.0,10697,10697,134,0.9876281045148185
12,1,941.0,1548.0,0.0,10545,10545,116,0.9891192195854047
12,1,1494.0,1799.0,0.0,10373,10373,132,0.987434554973822
12,1,728.0,880.0,0.0,10884,10884,120,0.9890948745910578
12,1,479.0,1610.0,0.0,11306,11306,122,0.9893244662233112
12,1,442.0,1313.0,0.0,10509,10509,133,0.9875023491824845
12,1,286.0,1671.0,0.0,12326,12326,132,0.9894043987799005
12,1,1070.0,1347.0,0.0,11281,11281,118,0.9896482147556803
12,1,903.0,1087.0,0.0,13074,13074,154,0.988358028424554
12,1,649.0,1700.0,0.0,10285,10285,121,0.9883720930232558
12,1,1218.0,1106.0,0.0,10806,10806,131,0.9880223095912956
12,1,216.0,1134.0,0.0,12855,12855,118,0.99090418561628
12,1,572.0,1073.0,0.0,10538,10538,135,0.9873512601892627
12,1,1534.0,1917.0,0.0,11392,11392,140,0.9878598681928547
12,1,296.0,1942.0,0.0,13009,13009,122,0.9907090092148351
12,1,488.0,1371.0,0.0,11585,11585,144,0.987722738511382
12,1,1740.0,1739.0,0.0,12458,12458,152,0.9879460745440127
12,1,1271.0,1535.0,0.0,12038,12038,121,0.9900485237272802
12,1,477.0,948.0,0.0,11136,11136,157,0.9860975825732755
12,1,1546.0,915.0,0.0,12370,12370,137,0.9890461341648676
12,1,176.0,1867.0,0.0,11912,11912,143,0.988137702198258
12,1,713.0,1366.0,0.0,11043,11043,128,0.9885417599140632
12,1,1146.0,624.0,0.0,9671,9671,124,0.9873404798366514
12,1,1224.0,850.0,0.0,11547,11547,142,0.9878518265035503
12,1,948.0,1069.0,0.0,12568,12568,132,0.9896062992125985
12,1,1554.0,1914.0,0.0,12882,12882,127,0.990237527865324
12,1,417.0,970.0,0.0,12397,12397,162,0.9871008838283303
12,1,1807.0,526.0,0.0,12151,12151,124,0.98989816700611
12,1,1330.0,1674.0,0.0,13260,13260,141,0.9894783971345422
12,1,831.0,1553.0,0.0,12033,12033,142,0.9883367556468172
12,1,29.0,1080.0,0.0,13049,13049,151,0.988560606060606
12,1,932.0,1776.0,0.0,9961,9961,128,0.9873129150560016
12,1,1219.0,1781.0,0.0,10438,10438,130,0.9876987130961393
12,1,192.0,979.0,0.0,10530,10530,117,0.989010989010989
12,1,769.0,823.0,0.0,11221,11221,147,0.9870689655172413
12,1,67.0,1190.0,0.0,13478,13478,132,0.9903012490815577
12,1,1712.0,1807.0,0.0,10643,10643,132,0.9877494199535963
12,1,271.0,1758.0,0.0,12420,12420,125,0.9900358708648864
12,1,2035.0,455.0,0.0,12259,12259,131,0.9894269572235674
12,1,777.0,836.0,0.0,11589,11589,124,0.9894134722103646
12,1,1372.0,1264.0,0.0,9475,9475,116,0.9879053279115838
12,1,94.0,1184.0,0.0,14124,14124,148,0.9896300448430493
12,1,621.0,895.0,0.0,9732,9732,123,0.9875190258751902
12,1,473.0,1488.0,0.0,8478,8478,145,0.983184506552244
12,1,570.0,1521.0,0.0,9434,9434,141,0.9852741514360314
12,1,517.0,1969.0,0.0,12230,12230,137,0.9889221314789359
12,1,265.0,1801.0,0.0,10483,10483,126,0.9881232915449147
12,1,1405.0,1888.0,0.0,13058,13058,131,0.9900674804761543
12,1,574.0,871.0,0.0,10804,10804,134,0.9877491314682757
12,1,569.0,1657.0,0.0,11668,11668,120,0.98982015609094
12,1,1931.0,983.0,0.0,13592,13592,122,0.9911039813329444
12,1,528.0,465.0,0.0,11334,11334,133,0.9884014999563966
12,1,1795.0,1005.0,0.0,11316,11316,138,0.9879518072289156
12,1,1545.0,1283.0,0.0,11325,11325,156,0.9864123334204338
12,1,1116.0,1335.0,0.0,10770,10770,123,0.9887083448085927
12,1,1759.0,1176.0,0.0,10728,10728,133,0.9877543504281374
12,1,793.0,1702.0,0.0,11743,11743,123,0.9896342491151189
12,1,548.0,1171.0,0.0,10920,10920,125,0.9886826618379357
12,1,291.0,1972.0,0.0,11015,11015,120,0.9892231701841042
12,1,1064.0,1001.0,0.0,10920,10920,133,0.9879670677644079
12,1,956.0,1262.0,0.0,13768,13768,130,0.9906461361346957
12,1,1357.0,1136.0,0.0,11575,11575,139,0.9881338569233395
12,1,236.0,1130.0,0.0,14037,14037,126,0.9911035797500529
12,1,628.0,482.0,0.0,12482,12482,125,0.9900848734829857
12,1,1625.0,917.0,0.0,11391,11391,122,0.9894032832450274
12,1,1222.0,1624.0,0.0,13398,13398,128,0.9905367440484992
12,1,725.0,1034.0,0.0,10704,10704,129,0.9880919412905013
12,1,484.0,1384.0,0.0,11486,11486,124,0.9893195521102498
12,1,1458.0,1251.0,0.0,11866,11866,136,0.9886685552407932
12,1,1168.0,650.0,0.0,11160,11160,136,0.9879603399433428
12,1,474.0,1268.0,0.0,11124,11124,124,0.9889758179231863
12,1,862.0,1407.0,0.0,11325,11325,136,0.9881336707093622
12,1,949.0,1127.0,0.0,11751,11751,125,0.9894745705624789
