hyb,ch,x,y,z,int,sum_3x3_int_ch1,sum_3x3_int_ch2,ratio
12,1,454.0,1265.0,0.0,11366,11366,133,0.9884337768501609
12,1,1563.0,999.0,0.0,9365,9365,139,0.9853745791245792
12,1,184.0,1888.0,0.0,9036,9036,121,0.9867860653052309
12,1,1921.0,594.0,0.0,9051,9051,130,0.9858403224049668
12,1,1280.0,635.0,0.0,9770,9770,130,0.9868686868686869
12,1,393.0,978.0,0.0,10717,10717,127,0.9882884544448542
12,1,295.0,932.0,0.0,10157,10157,110,0.9892860621408396
12,1,1638.0,1244.0,0.0,10239,10239,120,0.9884158702577469
12,1,30.0,940.0,0.0,9904,9904,114,0.9886204831303653
12,1,1229.0,443.0,0.0,9610,9610,126,0.9870583401807724
12,1,798.0,757.0,0.0,9092,9092,127,0.9862241023972231
12,1,410.0,946.0,0.0,11109,11109,126,0.9887850467289719
12,1,231.0,1868.0,0.0,9627,9627,137,0.9859688652191725
12,1,1464.0,1320.0,0.0,10242,10242,135,0.986990459670425
12,1,73.0,1211.0,0.0,9843,9843,126,0.9873608185374662
12,1,704.0,262.0,0.0,8118,8118,121,0.9853137516688919
12,1,360.0,1026.0,0.0,9007,9007,121,0.9867440841367222
12,1,1754.0,1681.0,0.0,9104,9104,118,0.9872045109520712
12,1,1101.0,1336.0,0.0,8309,8309,129,0.9847120170656554
12,1,1237.0,1896.0,0.0,8974,8974,125,0.9862622266183098
12,1,1464.0,1243.0,0.0,9573,9573,127,0.9869072164948454
12,1,1468.0,938.0,0.0,10081,10081,131,0.9871719545632589
12,1,193.0,954.0,0.0,12363,12363,131,0.9895149671842485
12,1,1459.0,976.0,0.0,9795,9795,147,0.9852142426071213
12,1,1158.0,1776.0,0.0,9830,9830,119,0.9880389988943612
12,1,1116.0,1549.0,0.0,9963,9963,123,0.9878048780487805
12,1,1373.0,2025.0,0.0,9612,9612,127,0.9869596467809837
12,1,545.0,1920.0,0.0,11268,11268,130,0.9885944902614494
12,1,1365.0,2035.0,0.0,9217,9217,142,0.9848274388289348
12,1,1144.0,250.0,0.0,8442,8442,136,0.9841454884588482
12,1,1561.0,736.0,0.0,8221,8221,123,0.9852588686481304
12,1,1102.0,402.0,0.0,10045,10045,114,0.9887784230731371
12,1,662.0,1609.0,0.0,9028,9028,125,0.9863432754288212
12,1,1505.0,788.0,0.0,8582,8582,127,0.9854173843150763
12,1,885.0,1054.0,0.0,12852,12852,147,0.9886914378029079
12,1,1026.0,1448.0,0.0,9868,9868,142,0.9858141858141858
12,1,56.0,1128.0,0.0,11284,11284,124,0.9891304347826086
12,1,1367.0,1093.0,0.0,9770,9770,113,0.988566224830517
12,1,890.0,1885.0,0.0,9700,9700,119,0.9878806395763317
12,1,1387.0,652.0,0.0,9823,9823,132,0.9867403314917127
12,1,714.0,904.0,0.0,9410,9410,152,0.9841037439866137
12,1,263.0,1190.0,0.0,9028,9028,154,0.9832280548900022
12,1,170.0,981.0,0.0,11388,11388,121,0.9894864888348249
12,1,858.0,1227.0,0.0,8978,8978,123,0.9864850016481705
12,1,847.0,1575.0,0.0,10596,10596,126,0.9882484611080022
12,1,1558.0,1060.0,0.0,7801,7801,121,0.9847260792729109
12,1,556.0,1359.0,0.0,8744,8744,121,0.986350817822899
12,1,1225.0,807.0,0.0,10301,10301,117,0.9887694375119984
12,1,1664.0,429.0,0.0,10098,10098,122,0.9880626223091976
12,1,1331.0,1742.0,0.0,9548,9548,118,0.9877922615352783
12,1,378.0,1227.0,0.0,10220,10220,162,0.9843960701213639
12,1,1137.0,1377.0,0.0,9117,9117,123,0.9866883116883117
12,1,1473.0,1318.0,0.0,10581,10581,129,0.9879551820728292
12,1,641.0,703.0,0.0,9340,9340,133,0.9859600971181252
12,1,1289.0,1669.0,0.0,9474,9474,117,0.9878010634970285
12,1,813.0,1587.0,0.0,10381,10381,139,0.986787072243346
12,1,1558.0,497.0,0.0,8960,8960,119,0.9868928296067849
12,1,896.0,1001.0,0.0,10801,10801,146,0.9866630126975428
12,1,1860.0,748.0,0.0,9353,9353,122,0.9871240105540897
12,1,281.0,1764.0,0.0,8751,8751,136,0.9846967480589626
12,1,585.0,843.0,0.0,8073,8073,132,0.9839122486288848
12,1,590.0,1750.0,0.0,9763,9763,138,0.9860620139379861
12,1,656.0,1218.0,0.0,10017,10017,141,0.9861193148257531
12,1,1323.0,1031.0,0.0,9694,9694,133,0.98646585936705
12,1,463.0,1587.0,0.0,10190,10190,130,0.9874031007751938
12,1,357.0,1618.0,0.0,10001,10001,149,0.9853201970443349
12,1,403.0,1217.0,0.0,8785,8785,134,0.9849758941585379
12,1,1488.0,738.0,0.0,10003,10003,123,0.9878530515504641
12,1,1456.0,519.0,0.0,9366,9366,133,0.9859985261606485
12,1,1534.0,1297.0,0.0,8797,8797,117,0.9868745793134396
12,1,397.0,1230.0,0.0,10378,10378,134,0.9872526636225266
12,1,222.0,1849.0,0.0,10693,10693,128,0.9881711486923574
12,1,1155.0,1734.0,0.0,8689,8689,126,0.9857061826432217
12,1,172.0,1883.0,0.0,9496,9496,127,0.9868024524576535
12,1,942.0,1845.0,0.0,8106,8106,124,0.9849331713244228
12,1,1086.0,1275.0,0.0,10366,10366,139,0.9867682056163731
12,1,1195.0,657.0,0.0,8857,8857,119,0.9867424242424242
12,1,445.0,953.0,0.0,13915,13915,157,0.9888430926662877
12,1,1414.0,1325.0,0.0,9952,9952,146,0.9855416914240444
12,1,1188.0,1827.0,0.0,10550,10550,128,0.9880127364675033
12,1,1756.0,1146.0,0.0,9656,9656,149,0.9848036715961245
12,1,345.0,956.0,0.0,11662,11662,128,0.9891433418150976
12,1,974.0,1269.0,0.0,8813,8813,141,0.9842528478892115
12,1,790.0,1005.0,0.0,9974,9974,121,0.9880138682516098
12,1,1237.0,1444.0,0.0,9020,9020,131,0.9856846246311879
12,1,869.0,1155.0,0.0,11082,11082,153,0.9863818424566088
12,1,1108.0,742.0,0.0,8466,8466,127,0.9852205283370185
12,1,1731.0,1020.0,0.0,11398,11398,136,0.988208774059303
12,1,115.0,959.0,0.0,11327,11327,125,0.9890848760041914
12,1,1174.0,958.0,0.0,10617,10617,140,0.9869852189272101
12,1,548.0,1193.0,0.0,8983,8983,130,0.985734664764622
12,1,450.0,1879.0,0.0,8927,8927,122,0.986517847275942
12,1,814.0,1750.0,0.0,9896,9896,123,0.9877233256812057
12,1,528.0,1772.0,0.0,10887,10887,139,0.9873934337021585
12,1,1288.0,1723.0,0.0,9446,9446,150,0.9843684868695289
12,1,1194.0,797.0,0.0,10372,10372,129,0.9877154556708885
12,1,1404.0,1146.0,0.0,9747,9747,128,0.9870379746835443
12,1,803.0,863.0,0.0,9300,9300,120,0.9872611464968153
12,1,190.0,1164.0,0.0,10239,10239,138,0.9867013587742122
12,1,165.0,1204.0,0.0,9139,9139,128,0.986187547210532
12,1,452.0,1283.0,0.0,10684,10684,118,0.9890760970190705
12,1,641.0,662.0,0.0,9075,9075,131,0.9857701499022377
12,1,1258.0,1489.0,0.0,9870,9870,136,0.9864081551069358
12,1,1476.0,2007.0,0.0,8711,8711,114,0.9870821529745043
12,1,1161.0,667.0,0.0,9168,9168,121,0.986973840025837
12,1,660.0,1180.0,0.0,9430,9430,124,0.9870211429767637
12,1,308.0,1742.0,0.0,12128,12128,127,0.9896368829049368
12,1,1299.0,1528.0,0.0,9604,9604,133,0.9863407620416966
12,1,1405.0,1916.0,0.0,10357,10357,132,0.9874153875488607
12,1,1464.0,470.0,0.0,10005,10005,161,0.9841628959276018
12,1,1332.0,982.0,0.0,7409,7409,124,0.9835390946502057
12,1,1652.0,430.0,0.0,9172,9172,117,0.9874044568844871
12,1,1237.0,1465.0,0.0,11014,11014,139,0.9875369855644222
12,1,467.0,981.0,0.0,11844,11844,132,0.9889779559118237
12,1,172.0,1237.0,0.0,9213,9213,115,0.9876715265866209
12,1,1419.0,1236.0,0.0,9180,9180,123,0.9867784585617543
12,1,1109.0,1327.0,0.0,9202,9202,116,0.9875509766044216
12,1,533.0,990.0,0.0,10768,10768,125,0.9885247406591389
12,1,934.0,1272.0,0.0,10000,10000,133,0.9868745682423764
12,1,1833.0,1740.0,0.0,8877,8877,126,0.9860046651116294
12,1,259.0,1675.0,0.0,10189,10189,127,0.987689026754556
12,1,526.0,1385.0,0.0,12641,12641,155,0.9878868396373867
12,1,1220.0,138.0,0.0,10291,10291,130,0.9875251895211592
12,1,1382.0,702.0,0.0,8510,8510,120,0.9860950173812283
12,1,1466.0,524.0,0.0,9627,9627,137,0.9859688652191725
12,1,1644.0,843.0,0.0,9616,9616,129,0.9867624422780913
12,1,317.0,1217.0,0.0,7949,7949,118,0.9853725052683774
12,1,1198.0,407.0,0.0,8280,8280,119,0.9858316466245982
12,1,537.0,553.0,0.0,9411,9411,145,0.9848262871494349
12,1,798.0,1716.0,0.0,9759,9759,120,0.9878530215608867
12,1,943.0,1354.0,0.0,9111,9111,131,0.9858255788790306
12,1,366.0,1944.0,0.0,8389,8389,121,0.9857814336075206
12,1,516.0,1830.0,0.0,10190,10190,135,0.9869249394673123
12,1,1095.0,1273.0,0.0,11097,11097,122,0.9891255905160887
12,1,1199.0,875.0,0.0,8970,8970,132,0.985497692814766
12,1,6.0,1072.0,0.0,13402,13402,137,0.9898810842750573
12,1,436.0,1782.0,0.0,10473,10473,120,0.988671764372699
12,1,1368.0,1868.0,0.0,10541,10541,114,0.9893007977475363
12,1,1266.0,1653.0,0.0,9338,9338,123,0.9869992601204947
12,1,711.0,2011.0,0.0,9481,9481,129,0.986576482830385
12,1,1618.0,793.0,0.0,9564,9564,148,0.9847611202635914
12,1,452.0,1370.0,0.0,8791,8791,111,0.9875308919343968
12,1,934.0,1395.0,0.0,12045,12045,143,0.9882671480144405
12,1,1643.0,992.0,0.0,8918,8918,135,0.985087816193527
12,1,212.0,961.0,0.0,13730,13730,115,0.9916937522571325
12,1,512.0,1230.0,0.0,10683,10683,140,0.9870645846807724
12,1,924.0,1273.0,0.0,9107,9107,129,0.9860329146816804
12,1,865.0,1328.0,0.0,8516,8516,112,0.9870190078813167
12,1,1088.0,1672.0,0.0,9897,9897,122,0.987823136041521
12,1,1734.0,1073.0,0.0,9145,9145,131,0.9858775334195774
12,1,577.0,573.0,0.0,11210,11210,129,0.988623335391128
12,1,1051.0,1703.0,0.0,8129,8129,134,0.9837831296139417
12,1,177.0,1766.0,0.0,9148,9148,116,0.9874784110535406
12,1,379.0,1259.0,0.0,9113,9113,129,0.9860419822549231
12,1,1117.0,92.0,0.0,12338,12338,133,0.9893352577980916
12,1,1358.0,1840.0,0.0,8975,8975,127,0.9860470226323885
12,1,784.0,1198.0,0.0,7956,7956,132,0.983679525222552
12,1,1978.0,158.0,0.0,9415,9415,123,0.9871042147200672
12,1,953.0,1703.0,0.0,8766,8766,129,0.9854974704890388
12,1,1456.0,878.0,0.0,9102,9102,131,0.9858117621574786
12,1,1231.0,367.0,0.0,9304,9304,114,0.9878955192185177
12,1,1965.0,525.0,0.0,8462,8462,119,0.9861321524297867
12,1,895.0,2034.0,0.0,9730,9730,118,0.9880178716490658
12,1,1199.0,1206.0,0.0,9959,9959,121,0.9879960317460318
12,1,878.0,1075.0,0.0,11318,11318,137,0.9880401571366215
12,1,1968.0,456.0,0.0,9058,9058,122,0.9867102396514161
12,1,293.0,1690.0,0.0,10965,10965,155,0.9860611510791367
12,1,515.0,1003.0,0.0,8755,8755,126,0.9858124085125549
12,1,584.0,573.0,0.0,9773,9773,142,0.9856782652546646
12,1,1646.0,816.0,0.0,10013,10013,118,0.9883525811864574
12,1,1488.0,1305.0,0.0,9451,9451,123,0.9871527052433674
12,1,264.0,1122.0,0.0,10308,10308,139,0.9866947449028429
12,1,1232.0,646.0,0.0,9179,9179,116,0.9875201721355568
12,1,1555.0,856.0,0.0,9833,9833,130,0.9869517213690655
12,1,1568.0,1089.0,0.0,10403,10403,134,0.9872829078485338
12,1,921.0,1165.0,0.0,8963,8963,118,0.9870058363616342
12,1,2035.0,252.0,0.0,13322,13322,126,0.9906305770374777
12,1,386.0,927.0,0.0,9806,9806,135,0.986419877275928
12,1,657.0,1294.0,0.0,7973,7973,136,0.9832285115303984
12,1,488.0,1165.0,0.0,8005,8005,111,0.986323311976343
12,1,1279.0,1132.0,0.0,8953,8953,124,0.9863390988211964
12,1,1179.0,78.0,0.0,8614,8614,129,0.9852453391284456
12,1,1517.0,1898.0,0.0,7794,7794,126,0.9840909090909091
12,1,1567.0,2008.0,0.0,8450,8450,141,0.983587475264812
12,1,1323.0,1606.0,0.0,11602,11602,113,0.9903542466922749
12,1,1619.0,887.0,0.0,9047,9047,114,0.9875559436742714
12,1,1279.0,973.0,0.0,8053,8053,133,0.9837527485951625
12,1,752.0,1411.0,0.0,9501,9501,120,0.9875272840661053
12,1,883.0,1615.0,0.0,8268,8268,125,0.9851066364827833
12,1,763.0,971.0,0.0,12273,12273,138,0.9888808315204254
12,1,171.0,1168.0,0.0,10906,10906,135,0.98777284666244
12,1,608.0,2045.0,0.0,9616,9616,125,0.9871676419258802
12,1,1636.0,341.0,0.0,9850,9850,129,0.9870728529912817
12,1,1173.0,1006.0,0.0,13549,13549,129,0.9905687966076911
12,1,1172.0,408.0,0.0,8819,8819,114,0.987238329788425
12,1,1289.0,1063.0,0.0,10246,10246,140,0.9865203158097439
12,1,1607.0,836.0,0.0,11421,11421,151,0.9869512616660906
12,1,1015.0,1857.0,0.0,8178,8178,118,0.9857762777242044
12,1,535.0,1984.0,0.0,11279,11279,119,0.9895595718547113
12,1,892.0,1058.0,0.0,12545,12545,131,0.9896655096244872
12,1,659.0,2012.0,0.0,8899,8899,127,0.985929536893419
12,1,430.0,1471.0,0.0,7950,7950,167,0.9794258962670938
12,1,1493.0,898.0,0.0,11622,11622,128,0.9891063829787234
12,1,901.0,2046.0,0.0,9514,9514,118,0.987749169435216
12,1,598.0,542.0,0.0,8881,8881,119,0.9867777777777778
12,1,165.0,1906.0,0.0,9654,9654,126,0.9871165644171779
12,1,90.0,1195.0,0.0,9595,9595,131,0.9865309479745014
12,1,567.0,1624.0,0.0,8890,8890,123,0.9863530456007988
12,1,1003.0,1565.0,0.0,8053,8053,118,0.9855586831477176
12,1,101.0,993.0,0.0,9184,9184,142,0.9847737508042033
12,1,1593.0,1912.0,0.0,9181,9181,121,0.9869920447215652
12,1,475.0,1358.0,0.0,10139,10139,122,0.9881103206315174
12,1,1597.0,892.0,0.0,11152,11152,132,0.9883020205600851
12,1,1578.0,844.0,0.0,10550,10550,129,0.9879202172488061
12,1,925.0,1662.0,0.0,9094,9094,131,0.9857994579945799
12,1,1843.0,598.0,0.0,10413,10413,125,0.9881381666350351
12,1,569.0,513.0,0.0,10063,10063,129,0.9873430141287284
12,1,584.0,593.0,0.0,10353,10353,133,0.9873164218958611
12,1,1623.0,834.0,0.0,9744,9744,118,0.9880348813628067
12,1,246.0,1716.0,0.0,13606,13606,129,0.9906079359301055
12,1,422.0,318.0,0.0,8599,8599,116,0.9866896156052782
12,1,1803.0,1019.0,0.0,8596,8596,137,0.9843123783350509
12,1,1268.0,1109.0,0.0,9134,9134,113,0.9877798204823186
12,1,686.0,1187.0,0.0,7776,7776,169,0.9787287602265576
12,1,1236.0,1090.0,0.0,10719,10719,136,0.9874712114233072
12,1,1811.0,1067.0,0.0,10071,10071,135,0.9867724867724867
12,1,583.0,1526.0,0.0,9327,9327,136,0.9856282362887033
12,1,1643.0,802.0,0.0,10133,10133,127,0.9876218323586745
12,1,1480.0,361.0,0.0,9831,9831,139,0.9860581745235707
12,1,1160.0,957.0,0.0,9791,9791,138,0.9861013193675093
12,1,1813.0,1167.0,0.0,8158,8158,119,0.9856228101969312
12,1,419.0,1216.0,0.0,11009,11009,126,0.9886843286933094
12,1,1445.0,1816.0,0.0,9995,9995,126,0.9875506372888054
12,1,455.0,1472.0,0.0,10318,10318,131,0.987462915111494
12,1,104.0,1215.0,0.0,9995,9995,123,0.987843447321605
12,1,236.0,971.0,0.0,11705,11705,130,0.9890156316011829
12,1,696.0,1057.0,0.0,9662,9662,146,0.9851141924959217
12,1,1473.0,657.0,0.0,10160,10160,142,0.9862162686856921
12,1,479.0,902.0,0.0,10640,10640,137,0.9872877424144011
12,1,555.0,1937.0,0.0,11325,11325,125,0.9890829694323144
12,1,185.0,1712.0,0.0,10562,10562,123,0.9884885353299018
12,1,1303.0,1293.0,0.0,8287,8287,117,0.9860780580675869
12,1,1540.0,842.0,0.0,9764,9764,114,0.9884592022676655
12,1,1397.0,1882.0,0.0,12169,12169,115,0.9906382285900358
12,1,912.0,1153.0,0.0,9245,9245,123,0.986870196413322
12,1,1305.0,668.0,0.0,9234,9234,114,0.9878048780487805
12,1,210.0,1857.0,0.0,10682,10682,123,0.9886163813049514
12,1,1683.0,1022.0,0.0,7833,7833,118,0.9851590994843415
12,1,1687.0,432.0,0.0,9937,9937,127,0.9873807631160573
12,1,1207.0,1493.0,0.0,13049,13049,154,0.9883359842460047
12,1,1617.0,286.0,0.0,9117,9117,125,0.9864747890067085
12,1,1200.0,1605.0,0.0,8972,8972,120,0.9868015838099428
12,1,1796.0,536.0,0.0,9406,9406,140,0.985334171380683
12,1,512.0,1993.0,0.0,10554,10554,127,0.9881097275535998
12,1,1542.0,1898.0,0.0,11664,11664,120,0.9898167006109979
12,1,1173.0,1412.0,0.0,8613,8613,114,0.9869370917841183
12,1,1393.0,1961.0,0.0,12483,12483,128,0.9898501308381572
12,1,728.0,873.0,0.0,11501,11501,130,0.9888229730891582
12,1,399.0,1027.0,0.0,7752,7752,142,0.9820116544210793
12,1,477.0,863.0,0.0,10442,10442,127,0.9879837259911061
12,1,1563.0,1912.0,0.0,8852,8852,121,0.98651510085813
12,1,907.0,1210.0,0.0,11243,11243,141,0.9876141953619114
12,1,441.0,1540.0,0.0,11115,11115,124,0.9889669899457247
12,1,732.0,929.0,0.0,8435,8435,122,0.9857426668224846
12,1,496.0,1750.0,0.0,9033,9033,120,0.9868895444116683
12,1,1248.0,824.0,0.0,8688,8688,116,0.9868241708314403
12,1,1415.0,1816.0,0.0,11400,11400,121,0.9894974394583803
12,1,514.0,1769.0,0.0,13640,13640,139,0.9899121852093766
12,1,578.0,521.0,0.0,9735,9735,127,0.9871222875684446
12,1,780.0,1424.0,0.0,9152,9152,135,0.985463551200603
12,1,810.0,1631.0,0.0,12246,12246,155,0.9875010079832272
12,1,1890.0,971.0,0.0,11837,11837,125,0.9895502424343755
12,1,1750.0,408.0,0.0,9423,9423,127,0.9867015706806282
12,1,547.0,1591.0,0.0,11621,11621,134,0.9886005954912803
12,1,1023.0,947.0,0.0,9985,9985,132,0.986952653948799
12,1,1676.0,862.0,0.0,9666,9666,125,0.987233173322439
12,1,1075.0,1321.0,0.0,10682,10682,137,0.9873370921526944
12,1,1621.0,1952.0,0.0,8606,8606,120,0.9862479944991978
12,1,1442.0,1221.0,0.0,11042,11042,134,0.9880100214745884
12,1,578.0,1437.0,0.0,8642,8642,120,0.9863044966902533
12,1,1241.0,1510.0,0.0,11095,11095,139,0.9876268470713904
12,1,978.0,1742.0,0.0,9440,9440,111,0.988378180295257
12,1,666.0,1874.0,0.0,7616,7616,123,0.984106473704613
12,1,1355.0,2035.0,0.0,8040,8040,125,0.9846907532149418
12,1,1467.0,741.0,0.0,8595,8595,122,0.9860043592979236
12,1,1359.0,1932.0,0.0,10220,10220,130,0.9874396135265701
12,1,913.0,1798.0,0.0,9028,9028,132,0.985589519650655
12,1,1068.0,81.0,0.0,10587,10587,133,0.9875932835820895
12,1,765.0,2019.0,0.0,9691,9691,140,0.985759332723019
12,1,87.0,1216.0,0.0,11925,11925,143,0.9881504806098773
12,1,1177.0,980.0,0.0,11207,11207,129,0.9886203246294989
12,1,1168.0,113.0,0.0,12683,12683,135,0.9894679357154003
12,1,1233.0,83.0,0.0,9895,9895,116,0.9884127459794226
12,1,1182.0,539.0,0.0,9515,9515,128,0.9867261225759618
12,1,38.0,1202.0,0.0,10596,10596,112,0.9895405304445275
12,1,548.0,1255.0,0.0,9960,9960,123,0.9878012496280869
12,1,658.0,1082.0,0.0,9307,9307,127,0.9865380538477846
12,1,2023.0,570.0,0.0,8973,8973,114,0.9874546054803566
12,1,1417.0,1985.0,0.0,10556,10556,123,0.9884820676093267
12,1,321.0,1092.0,0.0,9573,9573,140,0.9855863276021827
12,1,2036.0,305.0,0.0,8339,8339,125,0.9852315689981096
12,1,260.0,970.0,0.0,9773,9773,129,0.9869723288224601
12,1,584.0,1150.0,0.0,8194,8194,119,0.9856850715746421
12,1,1252.0,186.0,0.0,8456,8456,122,0.9857775705292608
12,1,1267.0,1645.0,0.0,8631,8631,142,0.9838139746950872
12,1,798.0,1505.0,0.0,8693,8693,135,0.984707748074309
12,1,714.0,1304.0,0.0,7543,7543,125,0.983698487219614
12,1,182.0,1743.0,0.0,10710,10710,132,0.987825124515772
12,1,1233.0,1638.0,0.0,7402,7402,109,0.9854879510051924
12,1,1412.0,1798.0,0.0,9595,9595,126,0.9870383705380105
12,1,1499.0,887.0,0.0,10266,10266,141,0.9864514269241856
12,1,580.0,644.0,0.0,10216,10216,137,0.98676712064136
12,1,881.0,1464.0,0.0,10308,10308,126,0.9879240943070731
12,1,553.0,1053.0,0.0,8958,8958,129,0.9858038956751403
12,1,1362.0,483.0,0.0,10111,10111,122,0.988077787550083
12,1,809.0,1775.0,0.0,8138,8138,130,0.9842767295597484
12,1,606.0,1829.0,0.0,7728,7728,122,0.9844585987261146
12,1,1011.0,1222.0,0.0,8174,8174,130,0.984344894026975
12,1,532.0,522.0,0.0,8996,8996,131,0.9856469814835105
12,1,810.0,1710.0,0.0,9148,9148,115,0.987585015653676
12,1,879.0,1642.0,0.0,8935,8935,129,0.9857678729037952
12,1,314.0,1943.0,0.0,9059,9059,119,0.9870342122466769
12,1,938.0,1058.0,0.0,10570,10570,173,0.9838964907381551
12,1,1243.0,1450.0,0.0,9548,9548,140,0.9855491329479769
12,1,1868.0,372.0,0.0,8352,8352,128,0.9849056603773585
12,1,1506.0,723.0,0.0,8436,8436,117,0.9863205892669239
12,1,591.0,518.0,0.0,9589,9589,121,0.9875386199794027
12,1,1647.0,920.0,0.0,9173,9173,130,0.9860260131140492
12,1,1206.0,1638.0,0.0,9263,9263,133,0.9858450404427416
12,1,1179.0,1211.0,0.0,8104,8104,126,0.9846901579586878
12,1,1175.0,431.0,0.0,10789,10789,122,0.9888186234075703
12,1,1486.0,1333.0,0.0,10073,10073,121,0.9881302727094369
12,1,212.0,1891.0,0.0,9373,9373,126,0.9867354458364038
12,1,530.0,499.0,0.0,10069,10069,137,0.9865765236135606
12,1,1198.0,598.0,0.0,8109,8109,133,0.9838631400145595
12,1,186.0,1209.0,0.0,9165,9165,144,0.984531098936513
12,1,1086.0,1085.0,0.0,8384,8384,120,0.9858889934148636
12,1,235.0,1966.0,0.0,8560,8560,129,0.9851536425365405
12,1,32.0,1108.0,0.0,11126,11126,119,0.9894175188972877
12,1,2005.0,156.0,0.0,10854,10854,130,0.9881646030589949
12,1,235.0,1938.0,0.0,8855,8855,134,0.985092891311603
12,1,1626.0,1232.0,0.0,9204,9204,136,0.9854389721627409
12,1,668.0,520.0,0.0,8399,8399,127,0.9851043865822191
12,1,593.0,526.0,0.0,9701,9701,118,0.9879824829412364
12,1,1542.0,2002.0,0.0,7790,7790,132,0.9833375410249937
12,1,1202.0,803.0,0.0,11009,11009,130,0.9883292934733818
12,1,1211.0,1229.0,0.0,8444,8444,122,0.985757646509456
12,1,1362.0,1151.0,0.0,8922,8922,140,0.9845508717722357
12,1,1146.0,268.0,0.0,7658,7658,140,0.9820466786355476
12,1,611.0,372.0,0.0,7916,7916,122,0.9848220950485196
12,1,1821.0,1747.0,0.0,8167,8167,113,0.9863526570048309
12,1,404.0,1932.0,0.0,8211,8211,122,0.985359414376575
12,1,1820.0,329.0,0.0,9057,9057,128,0.9860642351660316
12,1,1218.0,1570.0,0.0,9516,9516,124,0.987136929460581
12,1,12.0,1050.0,0.0,11250,11250,122,0.9892718958846289
12,1,1561.0,1894.0,0.0,9818,9818,113,0.9886214882690565
12,1,1300.0,1698.0,0.0,9905,9905,124,0.9876358560175491
12,1,1548.0,2024.0,0.0,7889,7889,113,0.9858785303674081
12,1,1389.0,695.0,0.0,8358,8358,121,0.9857294492275033
12,1,1072.0,922.0,0.0,8542,8542,141,0.9837613727974203
12,1,1229.0,1120.0,0.0,9591,9591,139,0.9857142857142858
12,1,459.0,423.0,0.0,8813,8813,126,0.9859044635865309
12,1,1519.0,1117.0,0.0,9312,9312,125,0.9867542651266292
12,1,1671.0,798.0,0.0,8757,8757,129,0.9854827819041189
12,1,1137.0,901.0,0.0,9291,9291,122,0.987039201104855
12,1,464.0,412.0,0.0,7627,7627,115,0.985145957117024
12,1,1757.0,1159.0,0.0,8393,8393,124,0.9854408829400023
12,1,535.0,1556.0,0.0,9781,9781,120,0.9878800121199879
12,1,1159.0,1252.0,0.0,8794,8794,138,0.984549932825795
12,1,1450.0,664.0,0.0,11213,11213,133,0.9882778071567072
12,1,28.0,1172.0,0.0,8138,8138,116,0.9859462078992004
12,1,1234.0,314.0,0.0,10116,10116,125,0.9877941607264915
12,1,1467.0,1042.0,0.0,8407,8407,121,0.985811444652908
12,1,171.0,1702.0,0.0,8940,8940,123,0.9864283349884144
12,1,229.0,1113.0,0.0,10199,10199,117,0.9886583947266382
12,1,1226.0,1584.0,0.0,9332,9332,122,0.9870954093505394
12,1,1474.0,425.0,0.0,11284,11284,132,0.98843728100911
12,1,907.0,1071.0,0.0,11876,11876,145,0.9879377755594376
12,1,242.0,1220.0,0.0,8832,8832,125,0.9860444345204867
12,1,1325.0,739.0,0.0,7801,7801,123,0.9844775365976779
12,1,174.0,1945.0,0.0,9482,9482,113,0.9882230328295988
12,1,1646.0,884.0,0.0,9830,9830,134,0.9865515857085508
12,1,1073.0,1387.0,0.0,10062,10062,129,0.9873417721518988
12,1,1303.0,431.0,0.0,9072,9072,140,0.9848024316109423
12,1,53.0,1171.0,0.0,9751,9751,145,0.9853476151980598
12,1,1496.0,370.0,0.0,9209,9209,131,0.9859743040685225
12,1,1630.0,2033.0,0.0,8548,8548,126,0.9854738298362924
12,1,746.0,1221.0,0.0,9844,9844,134,0.9865704550010022
12,1,1260.0,1577.0,0.0,11051,11051,140,0.9874899472790636
12,1,1140.0,955.0,0.0,11985,11985,134,0.9889429820942321
12,1,449.0,1213.0,0.0,8987,8987,125,0.9862818261633012
12,1,1215.0,804.0,0.0,9670,9670,126,0.9871376071866068
12,1,1279.0,605.0,0.0,9429,9429,128,0.9866066757350633
12,1,1436.0,1802.0,0.0,11031,11031,136,0.9878212590668936
12,1,1153.0,1300.0,0.0,8684,8684,123,0.9860338367207903
12,1,1770.0,1708.0,0.0,9990,9990,131,0.9870566149589961
12,1,1751.0,1796.0,0.0,7361,7361,120,0.9839593637214277
12,1,1203.0,1656.0,0.0,9214,9214,123,0.986826603834208
12,1,1489.0,982.0,0.0,9506,9506,132,0.9863042124922183
12,1,1190.0,1664.0,0.0,9696,9696,133,0.9864686132872114
12,1,1603.0,1000.0,0.0,10446,10446,129,0.9878014184397164
12,1,1320.0,1282.0,0.0,7290,7290,115,0.9844699527346388
12,1,556.0,956.0,0.0,8763,8763,116,0.9869354657055974
12,1,1675.0,558.0,0.0,8893,8893,142,0.9842833425567239
12,1,1182.0,948.0,0.0,9595,9595,125,0.9871399176954733
12,1,1253.0,93.0,0.0,9071,9071,119,0.9870511425462459
12,1,1965.0,735.0,0.0,8706,8706,124,0.9859569648924122
12,1,1190.0,1466.0,0.0,8757,8757,126,0.9858156028368794
12,1,550.0,1283.0,0.0,7733,7733,113,0.9855977568187612
12,1,1502.0,928.0,0.0,10633,10633,126,0.9882888744307091
