hyb,ch,x,y,z,int,gene
3,3,171.0,149.0,1.0,316,SOX1
3,3,155.0,142.0,1.0,303,SOX1
3,3,41.0,143.0,1.0,293,SOX1
3,3,113.0,110.0,1.0,278,SOX1
3,3,190.0,27.0,1.0,276,SOX1
3,3,149.0,134.0,1.0,287,SOX1
3,3,54.0,18.0,1.0,281,SOX1
3,3,122.0,14.0,2.0,1022,SOX1
3,3,7.0,176.0,2.0,415,SOX1
3,3,123.0,141.0,2.0,368,SOX1
3,3,75.0,76.0,2.0,336,SOX1
3,3,106.0,27.0,2.0,358,SOX1
3,3,3.0,60.0,2.0,277,SOX1
3,3,183.0,108.0,2.0,310,SOX1
3,3,76.0,40.0,2.0,295,SOX1
3,3,175.0,129.0,2.0,353,SOX1
3,3,27.0,77.0,2.0,295,SOX1
3,3,130.0,180.0,2.0,301,SOX1
3,3,49.0,119.0,2.0,311,SOX1
3,3,4.0,89.0,2.0,286,SOX1
3,3,104.0,83.0,2.0,285,SOX1
3,3,93.0,15.0,2.0,277,SOX1
3,3,101.0,72.0,2.0,280,SOX1
3,3,144.0,175.0,2.0,279,SOX1
3,3,36.0,79.0,2.0,287,SOX1
3,3,169.0,125.0,2.0,279,SOX1
3,3,15.0,150.0,2.0,288,SOX1
3,3,122.0,14.0,3.0,1031,SOX1
3,3,7.0,176.0,3.0,430,SOX1
3,3,13.0,71.0,3.0,336,SOX1
3,3,130.0,180.0,3.0,336,SOX1
3,3,106.0,27.0,3.0,328,SOX1
3,3,81.0,55.0,3.0,277,SOX1
3,3,54.0,18.0,3.0,288,SOX1
3,3,27.0,77.0,3.0,317,SOX1
3,3,123.0,141.0,3.0,316,SOX1
3,3,75.0,76.0,3.0,333,SOX1
3,3,49.0,119.0,3.0,305,SOX1
3,3,28.0,110.0,3.0,274,SOX1
3,3,171.0,149.0,3.0,281,SOX1
3,3,4.0,89.0,3.0,316,SOX1
3,3,114.0,40.0,3.0,285,SOX1
3,3,15.0,150.0,3.0,295,SOX1
3,3,151.0,148.0,3.0,278,SOX1
3,3,92.0,137.0,3.0,279,SOX1
3,3,175.0,129.0,3.0,290,SOX1
3,3,83.0,128.0,3.0,269,SOX1
4,1,122.0,14.0,0.0,496,NODAL
4,1,115.0,140.0,0.0,311,NODAL
4,1,118.0,194.0,0.0,336,NODAL
4,1,7.0,176.0,0.0,333,NODAL
4,1,75.0,76.0,0.0,354,NODAL
4,1,105.0,187.0,0.0,313,NODAL
4,1,111.0,160.0,0.0,311,NODAL
4,1,99.0,159.0,0.0,305,NODAL
4,1,127.0,188.0,0.0,316,NODAL
4,1,158.0,194.0,0.0,317,NODAL
4,1,119.0,169.0,0.0,305,NODAL
4,1,134.0,114.0,0.0,308,NODAL
4,1,105.0,160.0,0.0,325,NODAL
4,1,123.0,141.0,0.0,320,NODAL
4,1,88.0,176.0,0.0,305,NODAL
4,1,149.0,134.0,0.0,313,NODAL
4,1,175.0,129.0,0.0,322,NODAL
4,1,89.0,160.0,0.0,310,NODAL
4,1,74.0,173.0,0.0,317,NODAL
4,1,122.0,14.0,1.0,541,NODAL
4,1,104.0,192.0,1.0,325,NODAL
4,1,104.0,186.0,1.0,309,NODAL
4,1,27.0,77.0,1.0,313,NODAL
4,1,165.0,179.0,1.0,307,NODAL
4,1,57.0,183.0,1.0,307,NODAL
4,1,123.0,102.0,1.0,326,NODAL
4,1,56.0,178.0,1.0,309,NODAL
4,1,102.0,199.0,1.0,328,NODAL
4,1,173.0,180.0,1.0,325,NODAL
4,1,199.0,180.0,1.0,335,NODAL
4,1,12.0,156.0,1.0,332,NODAL
4,1,140.0,105.0,1.0,313,NODAL
4,1,199.0,144.0,1.0,310,NODAL
4,1,175.0,129.0,1.0,315,NODAL
4,1,153.0,158.0,1.0,307,NODAL
4,1,156.0,197.0,1.0,318,NODAL
4,1,187.0,177.0,1.0,327,NODAL
4,1,94.0,176.0,1.0,311,NODAL
4,1,134.0,92.0,1.0,308,NODAL
4,1,122.0,14.0,2.0,551,NODAL
4,1,109.0,163.0,2.0,318,NODAL
4,1,192.0,177.0,2.0,310,NODAL
4,1,199.0,17.0,2.0,303,NODAL
4,1,199.0,184.0,2.0,330,NODAL
4,1,191.0,155.0,2.0,312,NODAL
4,1,132.0,63.0,2.0,302,NODAL
4,1,113.0,151.0,2.0,316,NODAL
4,1,182.0,110.0,2.0,316,NODAL
4,1,93.0,15.0,2.0,303,NODAL
4,1,187.0,184.0,2.0,305,NODAL
4,1,104.0,192.0,2.0,316,NODAL
4,1,19.0,67.0,2.0,309,NODAL
4,1,114.0,147.0,2.0,302,NODAL
4,1,119.0,149.0,2.0,302,NODAL
4,1,149.0,198.0,2.0,312,NODAL
4,1,178.0,157.0,2.0,321,NODAL
4,1,118.0,172.0,2.0,303,NODAL
4,1,75.0,117.0,2.0,341,NODAL
4,1,181.0,147.0,2.0,301,NODAL
4,1,122.0,14.0,3.0,559,NODAL
4,1,128.0,76.0,3.0,312,NODAL
4,1,199.0,35.0,3.0,315,NODAL
4,1,7.0,176.0,3.0,365,NODAL
4,1,60.0,122.0,3.0,318,NODAL
4,1,106.0,27.0,3.0,313,NODAL
4,1,127.0,167.0,3.0,307,NODAL
4,1,150.0,134.0,3.0,322,NODAL
4,1,123.0,102.0,3.0,309,NODAL
4,1,13.0,71.0,3.0,312,NODAL
4,1,199.0,145.0,3.0,308,NODAL
4,1,113.0,144.0,3.0,322,NODAL
4,1,4.0,89.0,3.0,313,NODAL
4,1,152.0,119.0,3.0,322,NODAL
4,1,41.0,143.0,3.0,335,NODAL
4,1,119.0,149.0,3.0,329,NODAL
4,1,92.0,191.0,3.0,315,NODAL
4,1,123.0,141.0,3.0,322,NODAL
4,1,150.0,179.0,3.0,314,NODAL
4,1,193.0,195.0,3.0,319,NODAL
4,2,122.0,14.0,0.0,1026,ACVR1B
4,2,7.0,176.0,0.0,419,ACVR1B
4,2,75.0,76.0,0.0,360,ACVR1B
4,2,106.0,27.0,0.0,382,ACVR1B
4,2,3.0,60.0,0.0,315,ACVR1B
4,2,13.0,71.0,0.0,344,ACVR1B
4,2,175.0,129.0,0.0,333,ACVR1B
4,2,130.0,180.0,0.0,358,ACVR1B
4,2,49.0,119.0,0.0,344,ACVR1B
4,2,123.0,141.0,0.0,369,ACVR1B
4,2,27.0,77.0,0.0,334,ACVR1B
4,2,194.0,151.0,0.0,311,ACVR1B
4,2,148.0,42.0,0.0,334,ACVR1B
4,2,32.0,57.0,0.0,317,ACVR1B
4,2,4.0,89.0,0.0,340,ACVR1B
4,2,15.0,150.0,0.0,307,ACVR1B
4,2,190.0,27.0,0.0,307,ACVR1B
4,2,91.0,172.0,0.0,299,ACVR1B
4,2,41.0,143.0,0.0,320,ACVR1B
4,2,88.0,134.0,0.0,324,ACVR1B
4,2,122.0,14.0,1.0,1022,ACVR1B
4,2,7.0,176.0,1.0,436,ACVR1B
4,2,75.0,76.0,1.0,400,ACVR1B
4,2,123.0,141.0,1.0,371,ACVR1B
4,2,49.0,119.0,1.0,323,ACVR1B
4,2,54.0,18.0,1.0,316,ACVR1B
4,2,27.0,77.0,1.0,313,ACVR1B
4,2,183.0,108.0,1.0,306,ACVR1B
4,2,130.0,180.0,1.0,351,ACVR1B
4,2,22.0,163.0,1.0,348,ACVR1B
4,2,144.0,175.0,1.0,328,ACVR1B
4,2,194.0,151.0,1.0,308,ACVR1B
4,2,101.0,72.0,1.0,307,ACVR1B
4,2,125.0,51.0,1.0,312,ACVR1B
4,2,165.0,134.0,1.0,317,ACVR1B
4,2,175.0,129.0,1.0,351,ACVR1B
4,2,106.0,27.0,1.0,327,ACVR1B
4,2,167.0,184.0,1.0,311,ACVR1B
4,2,15.0,150.0,1.0,309,ACVR1B
4,2,122.0,14.0,2.0,971,ACVR1B
4,2,7.0,176.0,2.0,466,ACVR1B
4,2,13.0,71.0,2.0,387,ACVR1B
4,2,106.0,27.0,2.0,349,ACVR1B
4,2,27.0,77.0,2.0,357,ACVR1B
4,2,123.0,141.0,2.0,357,ACVR1B
4,2,75.0,76.0,2.0,349,ACVR1B
4,2,22.0,163.0,2.0,357,ACVR1B
4,2,15.0,150.0,2.0,352,ACVR1B
4,2,49.0,119.0,2.0,334,ACVR1B
4,2,41.0,143.0,2.0,308,ACVR1B
4,2,101.0,72.0,2.0,340,ACVR1B
4,2,49.0,104.0,2.0,311,ACVR1B
4,2,4.0,89.0,2.0,329,ACVR1B
4,2,130.0,180.0,2.0,320,ACVR1B
4,2,184.0,81.0,2.0,315,ACVR1B
4,2,175.0,129.0,2.0,338,ACVR1B
4,2,11.0,166.0,2.0,310,ACVR1B
4,2,144.0,175.0,2.0,307,ACVR1B
4,2,92.0,137.0,2.0,324,ACVR1B
4,2,122.0,14.0,3.0,1033,ACVR1B
4,2,7.0,176.0,3.0,449,ACVR1B
4,2,22.0,163.0,3.0,394,ACVR1B
4,2,13.0,71.0,3.0,368,ACVR1B
4,2,101.0,72.0,3.0,325,ACVR1B
4,2,49.0,119.0,3.0,335,ACVR1B
4,2,106.0,27.0,3.0,331,ACVR1B
4,2,175.0,129.0,3.0,348,ACVR1B
4,2,75.0,76.0,3.0,357,ACVR1B
4,2,27.0,77.0,3.0,313,ACVR1B
4,2,4.0,89.0,3.0,343,ACVR1B
4,2,41.0,143.0,3.0,326,ACVR1B
4,2,123.0,141.0,3.0,354,ACVR1B
4,2,88.0,176.0,3.0,316,ACVR1B
4,2,15.0,150.0,3.0,305,ACVR1B
4,2,165.0,134.0,3.0,295,ACVR1B
4,2,149.0,178.0,3.0,297,ACVR1B
4,2,88.0,134.0,3.0,307,ACVR1B
4,2,183.0,108.0,3.0,300,ACVR1B
4,2,140.0,84.0,3.0,295,ACVR1B
4,3,122.0,14.0,0.0,1011,ACVR1
4,3,7.0,176.0,0.0,424,ACVR1
4,3,49.0,119.0,0.0,352,ACVR1
4,3,130.0,180.0,0.0,323,ACVR1
4,3,13.0,71.0,0.0,331,ACVR1
4,3,4.0,89.0,0.0,320,ACVR1
4,3,106.0,27.0,0.0,346,ACVR1
4,3,54.0,18.0,0.0,294,ACVR1
4,3,15.0,150.0,0.0,305,ACVR1
4,3,27.0,77.0,0.0,317,ACVR1
4,3,175.0,129.0,0.0,346,ACVR1
4,3,123.0,141.0,0.0,323,ACVR1
4,3,22.0,163.0,0.0,304,ACVR1
4,3,41.0,143.0,0.0,319,ACVR1
4,3,71.0,59.0,0.0,296,ACVR1
4,3,80.0,158.0,0.0,273,ACVR1
4,3,11.0,166.0,0.0,267,ACVR1
4,3,148.0,42.0,0.0,283,ACVR1
4,3,183.0,108.0,0.0,277,ACVR1
4,3,29.0,59.0,0.0,270,ACVR1
4,3,122.0,14.0,1.0,968,ACVR1
4,3,7.0,176.0,1.0,397,ACVR1
4,3,13.0,71.0,1.0,383,ACVR1
4,3,123.0,141.0,1.0,316,ACVR1
4,3,49.0,119.0,1.0,304,ACVR1
4,3,75.0,76.0,1.0,366,ACVR1
4,3,148.0,42.0,1.0,284,ACVR1
4,3,106.0,27.0,1.0,329,ACVR1
4,3,130.0,180.0,1.0,343,ACVR1
4,3,175.0,129.0,1.0,344,ACVR1
4,3,54.0,18.0,1.0,286,ACVR1
4,3,11.0,166.0,1.0,292,ACVR1
4,3,4.0,89.0,1.0,282,ACVR1
4,3,32.0,57.0,1.0,303,ACVR1
4,3,171.0,149.0,1.0,312,ACVR1
4,3,27.0,77.0,1.0,306,ACVR1
4,3,101.0,72.0,1.0,283,ACVR1
4,3,104.0,83.0,1.0,291,ACVR1
4,3,164.0,76.0,1.0,299,ACVR1
4,3,36.0,79.0,1.0,288,ACVR1
4,3,122.0,14.0,2.0,1015,ACVR1
4,3,7.0,176.0,2.0,375,ACVR1
4,3,22.0,163.0,2.0,321,ACVR1
4,3,75.0,76.0,2.0,385,ACVR1
4,3,13.0,71.0,2.0,337,ACVR1
4,3,4.0,89.0,2.0,306,ACVR1
4,3,175.0,129.0,2.0,349,ACVR1
4,3,123.0,141.0,2.0,324,ACVR1
4,3,54.0,18.0,2.0,280,ACVR1
4,3,27.0,77.0,2.0,308,ACVR1
4,3,171.0,149.0,2.0,326,ACVR1
4,3,106.0,27.0,2.0,298,ACVR1
4,3,11.0,166.0,2.0,271,ACVR1
4,3,49.0,119.0,2.0,294,ACVR1
4,3,130.0,180.0,2.0,303,ACVR1
4,3,88.0,134.0,2.0,279,ACVR1
4,3,111.0,53.0,2.0,286,ACVR1
4,3,41.0,143.0,2.0,276,ACVR1
4,3,36.0,79.0,2.0,276,ACVR1
4,3,91.0,172.0,2.0,286,ACVR1
4,3,122.0,14.0,3.0,987,ACVR1
4,3,7.0,176.0,3.0,385,ACVR1
4,3,13.0,71.0,3.0,341,ACVR1
4,3,175.0,129.0,3.0,340,ACVR1
4,3,75.0,76.0,3.0,332,ACVR1
4,3,81.0,55.0,3.0,277,ACVR1
4,3,106.0,27.0,3.0,304,ACVR1
4,3,80.0,158.0,3.0,283,ACVR1
4,3,27.0,77.0,3.0,295,ACVR1
4,3,130.0,180.0,3.0,298,ACVR1
4,3,123.0,141.0,3.0,317,ACVR1
4,3,88.0,134.0,3.0,308,ACVR1
4,3,22.0,163.0,3.0,308,ACVR1
4,3,4.0,89.0,3.0,289,ACVR1
4,3,171.0,149.0,3.0,283,ACVR1
4,3,15.0,150.0,3.0,289,ACVR1
4,3,49.0,119.0,3.0,282,ACVR1
4,3,111.0,53.0,3.0,278,ACVR1
4,3,161.0,83.0,3.0,276,ACVR1
