ch,x,y,z,int
2,1411.0,493.0,3.0,962
2,1258.0,656.0,4.0,1128
2,1440.0,522.0,2.0,1131
2,621.0,1240.0,4.0,1168
2,1822.0,834.0,3.0,1064
2,1101.0,1552.0,3.0,1077
2,1588.0,1270.0,2.0,1107
2,914.0,336.0,3.0,1079
2,928.0,1561.0,2.0,1157
2,1270.0,433.0,3.0,1089
2,1838.0,699.0,3.0,1009
2,827.0,1867.0,3.0,1053
2,758.0,869.0,5.0,1123
2,962.0,340.0,3.0,1164
2,1904.0,1606.0,6.0,1541
2,442.0,1491.0,3.0,1025
2,1754.0,1154.0,3.0,1067
2,1087.0,1289.0,1.0,1007
2,1305.0,826.0,4.0,1032
2,1390.0,1867.0,4.0,1000
2,723.0,1602.0,5.0,1050
2,1839.0,1174.0,2.0,1138
2,1080.0,927.0,5.0,1113
2,617.0,1033.0,6.0,1049
2,732.0,1166.0,5.0,1118
2,1739.0,884.0,2.0,1075
2,1362.0,943.0,4.0,983
2,950.0,935.0,3.0,1093
2,255.0,51.0,12.0,1415
2,272.0,649.0,3.0,1049
2,847.0,1876.0,3.0,1014
2,748.0,1679.0,2.0,1010
2,261.0,1394.0,3.0,960
2,1357.0,1862.0,2.0,1136
2,1705.0,431.0,2.0,1083
2,690.0,1406.0,4.0,1032
2,750.0,515.0,3.0,1065
2,772.0,1382.0,2.0,1057
2,114.0,1143.0,9.0,1001
2,236.0,299.0,4.0,966
2,1165.0,787.0,4.0,1070
2,1171.0,1383.0,2.0,1114
2,1473.0,2031.0,2.0,1387
2,1469.0,225.0,3.0,1130
2,682.0,459.0,5.0,1083
2,1741.0,897.0,2.0,1073
2,677.0,1136.0,2.0,1076
2,387.0,1798.0,5.0,1111
2,1056.0,239.0,7.0,1139
2,936.0,868.0,4.0,1181
2,1140.0,505.0,4.0,1029
2,475.0,1064.0,6.0,1040
2,19.0,1745.0,5.0,993
2,548.0,1296.0,2.0,1099
2,1078.0,1683.0,3.0,956
2,808.0,1502.0,4.0,960
2,1691.0,760.0,3.0,1085
2,687.0,878.0,7.0,1094
2,1019.0,1830.0,5.0,1012
2,1151.0,1323.0,3.0,1059
2,799.0,611.0,4.0,1074
2,1027.0,1786.0,4.0,977
2,1735.0,1282.0,3.0,1058
2,169.0,1158.0,0.0,1432
2,260.0,1315.0,3.0,943
2,1120.0,1489.0,6.0,1056
2,255.0,51.0,4.0,1360
2,630.0,1651.0,5.0,1095
2,1104.0,1183.0,2.0,980
2,1530.0,1102.0,4.0,1062
2,605.0,940.0,2.0,1054
2,852.0,1535.0,4.0,997
2,1916.0,990.0,7.0,1067
2,941.0,870.0,2.0,1133
2,1352.0,302.0,2.0,973
2,1617.0,360.0,4.0,1053
2,1271.0,1241.0,1.0,988
2,255.0,51.0,8.0,1390
2,1291.0,1008.0,4.0,968
2,1121.0,42.0,3.0,995
2,112.0,1155.0,3.0,1059
2,774.0,1734.0,3.0,1095
2,841.0,966.0,3.0,1078
2,1641.0,1180.0,2.0,1047
2,1451.0,919.0,3.0,1000
2,892.0,1648.0,4.0,1078
2,416.0,1462.0,6.0,1062
2,685.0,1574.0,3.0,1014
2,1097.0,1911.0,3.0,975
2,1199.0,528.0,5.0,1113
2,534.0,678.0,4.0,1118
2,561.0,274.0,5.0,946
2,1316.0,657.0,4.0,982
2,790.0,444.0,3.0,1026
2,1395.0,1540.0,3.0,970
2,1878.0,1342.0,7.0,1062
2,1378.0,841.0,5.0,1001
2,1878.0,624.0,2.0,1016
2,1777.0,1395.0,5.0,1025
2,710.0,2033.0,4.0,955
2,1146.0,969.0,7.0,1338
2,2035.0,474.0,4.0,1027
2,1380.0,1623.0,5.0,989
2,276.0,759.0,5.0,1032
2,1434.0,1532.0,2.0,967
2,1774.0,1750.0,2.0,1096
2,1651.0,228.0,7.0,1012
2,874.0,827.0,3.0,912
2,1524.0,1258.0,5.0,1068
2,1473.0,2031.0,11.0,1339
2,1500.0,1089.0,2.0,1064
2,686.0,795.0,5.0,1027
2,937.0,222.0,5.0,1070
2,720.0,1205.0,5.0,1053
2,1473.0,2031.0,8.0,1282
2,1220.0,1337.0,3.0,1070
2,1612.0,1687.0,3.0,1083
2,1366.0,735.0,3.0,1053
2,865.0,2013.0,3.0,1050
2,959.0,1253.0,2.0,1047
2,1009.0,1609.0,9.0,1024
2,873.0,1245.0,3.0,1104
2,234.0,1659.0,8.0,1113
2,720.0,994.0,3.0,977
2,1619.0,160.0,3.0,923
2,1151.0,650.0,4.0,1021
2,1691.0,916.0,3.0,1013
2,801.0,1869.0,5.0,961
2,1516.0,1843.0,3.0,954
2,691.0,381.0,5.0,1065
2,732.0,104.0,3.0,927
2,881.0,788.0,4.0,980
2,1269.0,340.0,4.0,994
2,169.0,1158.0,4.0,1358
2,696.0,111.0,4.0,980
2,1060.0,887.0,6.0,1032
2,894.0,1113.0,3.0,980
2,835.0,1787.0,5.0,899
2,1758.0,946.0,5.0,1032
2,1355.0,1629.0,5.0,972
2,1917.0,924.0,2.0,962
2,519.0,1281.0,2.0,1017
2,1105.0,1473.0,5.0,983
2,1008.0,1407.0,2.0,949
2,1128.0,1076.0,3.0,1089
2,874.0,323.0,4.0,1007
2,1468.0,227.0,7.0,1003
2,1295.0,79.0,4.0,1045
2,645.0,1131.0,7.0,1047
2,934.0,816.0,4.0,965
2,1327.0,967.0,3.0,974
2,1052.0,798.0,7.0,1034
2,2005.0,480.0,3.0,1029
2,1440.0,481.0,4.0,969
2,979.0,529.0,8.0,1090
2,494.0,1355.0,2.0,1018
2,596.0,1787.0,3.0,982
2,1236.0,36.0,4.0,992
2,47.0,1312.0,6.0,920
2,1503.0,2039.0,2.0,867
2,1252.0,447.0,7.0,1016
2,499.0,1683.0,3.0,970
2,793.0,1296.0,3.0,1009
2,2029.0,340.0,2.0,899
2,236.0,854.0,3.0,1011
2,905.0,1799.0,3.0,930
2,961.0,1867.0,7.0,933
2,1605.0,607.0,3.0,976
2,1924.0,596.0,3.0,945
2,601.0,1491.0,7.0,978
2,1215.0,1439.0,3.0,887
2,1574.0,1654.0,2.0,978
2,1040.0,175.0,3.0,1029
2,1184.0,1911.0,4.0,982
2,885.0,1456.0,3.0,1050
2,1650.0,219.0,3.0,1064
2,1396.0,1039.0,3.0,915
2,555.0,1695.0,5.0,979
2,1400.0,1127.0,2.0,1039
2,1340.0,790.0,4.0,915
2,1651.0,1103.0,3.0,983
2,1308.0,1612.0,3.0,1068
2,1193.0,1955.0,6.0,987
2,1244.0,957.0,2.0,1058
2,1430.0,926.0,2.0,1021
2,841.0,1737.0,5.0,931
2,1978.0,878.0,3.0,963
2,1868.0,749.0,2.0,902
2,904.0,1096.0,3.0,1002
2,1381.0,1720.0,7.0,949
2,1253.0,1611.0,7.0,928
2,1312.0,388.0,3.0,1000
2,1661.0,703.0,3.0,1010
2,843.0,1380.0,2.0,1030
2,205.0,1592.0,8.0,1353
2,729.0,710.0,4.0,985
2,1612.0,928.0,4.0,1032
2,98.0,1327.0,4.0,1348
2,792.0,163.0,9.0,895
2,1141.0,927.0,5.0,995
2,1658.0,829.0,3.0,1001
2,461.0,1360.0,4.0,976
2,644.0,66.0,6.0,953
2,525.0,1767.0,4.0,939
2,1960.0,507.0,3.0,838
2,1340.0,1234.0,3.0,995
2,483.0,1420.0,6.0,1022
2,1223.0,1273.0,5.0,1031
2,147.0,1037.0,3.0,966
2,833.0,1422.0,7.0,899
2,1031.0,380.0,5.0,996
2,8.0,1347.0,3.0,891
2,802.0,711.0,4.0,958
2,515.0,1499.0,3.0,1016
2,198.0,1382.0,3.0,948
2,1696.0,913.0,3.0,946
2,761.0,1374.0,4.0,948
2,205.0,1592.0,11.0,1287
2,353.0,1878.0,4.0,872
2,1138.0,2002.0,5.0,987
2,1018.0,924.0,4.0,925
2,1130.0,1310.0,3.0,939
2,1477.0,1134.0,3.0,966
2,1053.0,1056.0,5.0,1018
2,1568.0,1673.0,2.0,935
2,205.0,1592.0,2.0,1375
2,1391.0,606.0,3.0,1003
2,1283.0,1721.0,8.0,917
2,1244.0,796.0,3.0,864
2,945.0,621.0,6.0,937
2,1577.0,897.0,5.0,852
2,514.0,252.0,5.0,1002
2,1643.0,1019.0,3.0,1025
2,164.0,1874.0,5.0,994
2,2036.0,1167.0,5.0,1004
2,1081.0,1544.0,3.0,963
2,1070.0,1040.0,7.0,961
2,91.0,1334.0,3.0,899
2,1008.0,1197.0,4.0,983
2,1405.0,370.0,4.0,935
2,1030.0,876.0,3.0,984
2,1440.0,1463.0,5.0,941
2,1796.0,1242.0,2.0,923
