hyb,ch,x,y,z,int,sum_3x3_int_ch1
15,1,1196.0,7.0,5.0,3218,2105
15,1,435.0,1093.0,10.0,4426,2263
15,1,979.0,1679.0,5.0,3738,2815
15,1,1690.0,963.0,4.0,3347,2687
15,1,1629.0,541.0,11.0,3845,4250
15,1,561.0,1880.0,6.0,4455,2911
15,1,1046.0,470.0,9.0,3363,2221
15,1,1342.0,609.0,5.0,4085,2795
15,1,1428.0,433.0,7.0,3388,30211
15,1,1002.0,1070.0,8.0,4289,10567
15,1,1451.0,628.0,5.0,3889,41349
15,1,1091.0,1717.0,5.0,3545,2387
15,1,992.0,1510.0,5.0,3429,2303
15,1,27.0,529.0,7.0,3433,2074
15,1,1707.0,1390.0,12.0,3572,2145
15,1,1774.0,409.0,5.0,3753,2619
15,1,1341.0,596.0,4.0,4007,2460
15,1,929.0,349.0,7.0,4573,2195
15,1,345.0,1885.0,7.0,4060,2608
15,1,1651.0,396.0,7.0,3636,2360
15,1,1600.0,981.0,6.0,4189,25630
15,1,336.0,874.0,5.0,3847,2256
15,1,1129.0,585.0,5.0,3890,2502
15,1,1570.0,1188.0,6.0,4024,16753
15,1,595.0,1176.0,5.0,4084,3567
15,1,817.0,1287.0,6.0,3790,2286
15,1,1127.0,843.0,7.0,3776,2364
15,1,1917.0,1471.0,6.0,5226,2228
15,1,986.0,848.0,7.0,3809,2117
15,1,304.0,1605.0,13.0,3280,2409
15,1,34.0,487.0,6.0,4028,2047
15,1,1320.0,991.0,13.0,3383,24099
15,1,955.0,1922.0,7.0,3952,2254
15,1,1798.0,948.0,5.0,4337,2452
15,1,367.0,1073.0,9.0,4288,2238
15,1,436.0,1886.0,6.0,3457,3686
15,1,910.0,1710.0,6.0,4590,2481
15,1,727.0,1303.0,10.0,4071,20264
15,1,881.0,2015.0,6.0,3377,3936
15,1,1464.0,1172.0,10.0,4940,2383
15,1,1555.0,1246.0,4.0,3598,2885
15,1,1044.0,832.0,7.0,4357,2177
15,1,923.0,1013.0,5.0,4804,11394
15,1,985.0,285.0,7.0,4020,2210
15,1,1343.0,788.0,5.0,3412,2431
15,1,1197.0,802.0,5.0,3834,10257
15,1,1836.0,1427.0,12.0,3773,2139
15,1,26.0,845.0,5.0,3292,2116
15,1,1247.0,633.0,10.0,3489,53339
15,1,1114.0,852.0,7.0,5303,2337
15,1,100.0,463.0,5.0,4087,2065
15,1,494.0,918.0,10.0,4465,6242
15,1,896.0,439.0,6.0,3248,2157
15,1,1398.0,582.0,9.0,3792,3371
15,1,1374.0,834.0,8.0,3844,5226
15,1,47.0,432.0,6.0,3579,2059
15,1,286.0,1956.0,6.0,4516,17445
15,1,699.0,2046.0,6.0,4384,49606
15,1,1363.0,625.0,4.0,3749,14018
15,1,1017.0,320.0,6.0,3529,2219
15,1,761.0,1381.0,7.0,4016,2410
15,1,1138.0,331.0,13.0,3491,2309
15,1,1763.0,1111.0,4.0,4245,9853
15,1,779.0,1102.0,4.0,3382,2586
15,1,1277.0,933.0,9.0,4350,4097
15,1,1025.0,1802.0,5.0,3703,2330
15,1,493.0,1467.0,6.0,4865,2543
15,1,885.0,269.0,6.0,4104,2237
15,1,515.0,978.0,11.0,3689,7981
15,1,1375.0,838.0,8.0,3786,2547
15,1,1863.0,1032.0,5.0,3688,4972
15,1,907.0,1058.0,7.0,5128,20530
15,1,1023.0,922.0,15.0,4007,7996
15,1,198.0,1718.0,5.0,3496,26893
15,1,211.0,1549.0,7.0,3876,2210
15,1,874.0,1111.0,9.0,3955,9426
15,1,59.0,672.0,6.0,3977,2101
15,1,469.0,929.0,11.0,3850,11903
15,1,239.0,885.0,6.0,3419,2410
15,1,1755.0,1110.0,7.0,4233,3133
15,1,864.0,1285.0,12.0,3487,2372
15,1,845.0,336.0,8.0,3188,2103
15,1,427.0,1083.0,10.0,5127,2281
15,1,107.0,697.0,5.0,3240,2100
15,1,1082.0,1015.0,13.0,3955,3146
15,1,985.0,1799.0,5.0,4291,9359
15,1,1181.0,695.0,7.0,3882,7869
15,1,1056.0,1042.0,5.0,3945,2486
15,1,1553.0,1225.0,5.0,3358,2480
15,1,1305.0,952.0,11.0,3961,6409
15,1,1011.0,345.0,8.0,3555,3842
15,1,708.0,1322.0,9.0,3675,4587
15,1,66.0,313.0,7.0,4093,2101
15,1,461.0,999.0,8.0,3773,2594
15,1,1781.0,907.0,6.0,3577,2235
15,1,874.0,837.0,4.0,3520,2185
15,1,553.0,767.0,5.0,3593,2474
15,1,1656.0,1118.0,9.0,4823,2580
15,1,434.0,2009.0,8.0,3365,2300
15,1,855.0,1858.0,10.0,3660,18510
15,1,1201.0,1108.0,6.0,4181,5734
15,1,1002.0,420.0,5.0,3522,2247
15,1,53.0,232.0,6.0,3385,2333
15,1,284.0,2018.0,7.0,3361,2849
15,1,974.0,364.0,9.0,4516,2289
15,1,1722.0,456.0,13.0,3425,28143
15,1,1643.0,542.0,7.0,4185,3388
15,1,873.0,316.0,7.0,4087,2297
15,1,878.0,1960.0,7.0,3989,2394
15,1,32.0,285.0,10.0,5650,2154
15,1,881.0,915.0,5.0,3742,2255
15,1,674.0,1616.0,5.0,3705,7655
15,1,1066.0,412.0,6.0,4078,2541
15,1,1438.0,500.0,8.0,3127,2775
15,1,919.0,49.0,5.0,3419,2120
15,1,277.0,391.0,5.0,3288,2128
15,1,36.0,443.0,5.0,3327,2076
15,1,1869.0,1047.0,6.0,4070,2956
15,1,734.0,1400.0,7.0,3813,2363
15,1,732.0,121.0,5.0,3891,2094
15,1,1525.0,749.0,5.0,3376,5416
15,1,1489.0,1198.0,14.0,3695,4019
15,1,1603.0,1139.0,4.0,4949,2457
15,1,955.0,2009.0,7.0,3599,2274
15,1,687.0,63.0,5.0,3232,2065
15,1,1450.0,1167.0,7.0,5548,2957
15,1,532.0,1774.0,7.0,3718,19060
15,1,800.0,611.0,6.0,4179,2234
15,1,1011.0,1020.0,6.0,4422,2649
15,1,723.0,86.0,6.0,4304,2161
15,1,921.0,1256.0,7.0,4460,6534
15,1,853.0,1234.0,9.0,3785,2859
15,1,1049.0,840.0,9.0,5045,2205
15,1,33.0,424.0,7.0,3465,2093
15,1,1398.0,492.0,14.0,3468,18217
15,1,972.0,396.0,5.0,4359,2122
15,1,81.0,926.0,5.0,3852,13884
15,1,1066.0,652.0,6.0,4606,2191
15,1,1547.0,1090.0,4.0,3635,4153
15,1,992.0,462.0,5.0,3520,2182
15,1,41.0,875.0,5.0,3305,2295
15,1,487.0,1542.0,5.0,3339,2579
15,1,1347.0,935.0,9.0,5446,2705
15,1,1110.0,996.0,8.0,3384,14495
15,1,375.0,1560.0,11.0,4333,2585
15,1,34.0,1637.0,6.0,3461,2075
15,1,21.0,1016.0,6.0,3764,4310
15,1,603.0,1859.0,5.0,4318,3008
15,1,719.0,94.0,6.0,3113,2150
15,1,1084.0,560.0,5.0,4380,14359
15,1,54.0,1592.0,6.0,4390,2159
15,1,73.0,629.0,5.0,3406,2181
15,1,1634.0,547.0,10.0,4249,4522
15,1,454.0,1862.0,6.0,3856,3794
15,1,1249.0,62.0,5.0,3500,2477
15,1,969.0,232.0,5.0,3303,2312
15,1,17.0,964.0,7.0,3732,2347
15,1,818.0,205.0,5.0,4712,2157
15,1,1110.0,857.0,5.0,4552,2289
15,1,1073.0,399.0,6.0,3804,17376
15,1,227.0,1972.0,5.0,3991,2848
15,1,13.0,1084.0,6.0,3385,10126
15,1,1132.0,2022.0,10.0,3334,5406
15,1,121.0,437.0,6.0,4167,2092
15,1,1588.0,1097.0,7.0,5085,2693
15,1,804.0,705.0,5.0,3834,2155
15,1,906.0,1098.0,8.0,4220,22900
15,1,1177.0,842.0,8.0,3793,4017
15,1,1573.0,1295.0,4.0,4743,2622
15,1,1651.0,510.0,5.0,3647,2956
15,1,1055.0,1990.0,10.0,3397,2676
15,1,298.0,1749.0,6.0,3500,20003
15,1,265.0,1932.0,7.0,3380,4580
15,1,13.0,978.0,7.0,3412,2290
15,1,316.0,1827.0,5.0,3356,2737
15,1,1151.0,890.0,11.0,4096,2462
15,1,1694.0,1130.0,8.0,4646,2535
15,1,517.0,1410.0,6.0,3644,10526
15,1,143.0,1017.0,5.0,3267,16631
15,1,893.0,876.0,4.0,3972,2212
15,1,1160.0,923.0,11.0,3486,21128
15,1,1565.0,587.0,5.0,3831,11843
15,1,603.0,1795.0,6.0,3665,3176
15,1,299.0,1717.0,9.0,3992,28285
15,1,421.0,931.0,5.0,3657,12305
15,1,118.0,324.0,5.0,3522,2118
15,1,1303.0,926.0,7.0,4720,2663
15,1,121.0,1663.0,8.0,3746,2196
15,1,1048.0,1994.0,5.0,3751,21133
15,1,1463.0,1011.0,5.0,4564,5194
15,1,1701.0,1173.0,5.0,3350,5117
15,1,1669.0,539.0,5.0,4017,7697
15,1,219.0,360.0,5.0,3480,2080
15,1,1720.0,1099.0,6.0,3459,3003
15,1,791.0,936.0,6.0,3261,2377
15,1,51.0,659.0,5.0,3181,2144
15,1,369.0,791.0,5.0,3339,2134
15,1,1486.0,1238.0,13.0,3333,15878
15,1,1358.0,549.0,7.0,3289,2506
15,1,186.0,1527.0,5.0,3623,2210
15,1,497.0,1031.0,5.0,3518,3664
15,1,1422.0,817.0,6.0,3710,2483
15,1,890.0,879.0,6.0,3665,2162
15,1,832.0,1277.0,4.0,3402,2269
15,1,2030.0,1268.0,4.0,3917,2147
15,1,1461.0,682.0,4.0,4006,18993
15,1,1870.0,1232.0,5.0,3895,2244
15,1,12.0,869.0,6.0,3609,2192
15,1,358.0,991.0,10.0,3762,10402
15,1,873.0,1250.0,5.0,4680,2408
15,1,161.0,429.0,6.0,3846,2128
15,1,1294.0,929.0,8.0,5270,29535
15,1,197.0,1644.0,8.0,3456,2345
15,1,58.0,344.0,7.0,3742,2106
15,1,733.0,95.0,6.0,4241,2120
15,1,562.0,1003.0,12.0,3324,50517
15,1,14.0,262.0,10.0,4628,2134
15,1,1517.0,1276.0,8.0,4003,13764
15,1,1760.0,1352.0,9.0,3781,2261
15,1,1562.0,676.0,5.0,3452,4426
15,1,1570.0,997.0,9.0,4230,13311
15,1,16.0,244.0,13.0,4831,15569
15,1,1000.0,558.0,6.0,5168,2116
15,1,1333.0,1018.0,11.0,3430,3519
15,1,395.0,930.0,14.0,3328,6018
15,1,1796.0,1478.0,4.0,3270,2259
15,1,1561.0,1126.0,4.0,3678,10867
15,1,499.0,1766.0,8.0,3531,9460
15,1,542.0,1132.0,7.0,4546,9593
15,1,400.0,1134.0,6.0,5148,2314
15,1,1861.0,1212.0,5.0,5279,30707
15,1,1683.0,1382.0,8.0,4007,2215
15,1,644.0,1714.0,9.0,3237,48545
15,1,498.0,887.0,7.0,4542,4857
15,1,1474.0,1214.0,9.0,3598,10291
15,1,983.0,529.0,12.0,3649,2173
15,1,1169.0,249.0,5.0,4472,3244
15,1,1321.0,547.0,5.0,3648,3021
15,1,1706.0,563.0,5.0,3900,2391
15,1,138.0,1497.0,5.0,3499,2153
15,1,1626.0,992.0,7.0,3857,7661
15,1,857.0,515.0,5.0,3502,2159
15,1,1664.0,952.0,9.0,3447,4851
15,1,240.0,1467.0,5.0,3344,2273
15,1,988.0,216.0,6.0,3866,2216
15,1,548.0,1484.0,6.0,4101,2828
15,1,414.0,1500.0,5.0,3464,2617
15,1,386.0,1127.0,5.0,3784,2325
15,1,1466.0,806.0,9.0,4137,4324
15,1,28.0,562.0,9.0,3623,2039
15,1,1004.0,81.0,5.0,3226,25174
15,1,435.0,986.0,12.0,3571,6614
15,1,1108.0,206.0,6.0,3187,4570
15,1,1761.0,1447.0,14.0,3337,2165
15,1,1137.0,881.0,5.0,4268,2320
15,1,1379.0,406.0,8.0,3758,2842
15,1,805.0,478.0,5.0,3960,2099
15,1,1356.0,920.0,5.0,4103,13906
15,1,416.0,1685.0,5.0,3580,9984
15,1,1274.0,862.0,7.0,4653,2684
15,1,1005.0,331.0,5.0,3971,6774
15,1,767.0,131.0,6.0,4619,2119
15,1,1742.0,554.0,5.0,4071,2501
15,1,211.0,2015.0,6.0,3588,6055
15,1,1213.0,2022.0,6.0,3367,2542
15,1,1380.0,902.0,11.0,3407,3448
15,1,190.0,379.0,5.0,3233,2134
15,1,459.0,1512.0,7.0,3419,2665
15,1,1640.0,433.0,6.0,4150,9676
15,1,41.0,281.0,7.0,4877,2096
15,1,1278.0,165.0,6.0,3672,2280
15,1,654.0,1733.0,6.0,4091,30219
15,1,1364.0,602.0,8.0,3414,2649
15,1,1085.0,866.0,5.0,3652,2329
15,1,339.0,328.0,6.0,3781,2584
15,1,1002.0,76.0,5.0,3868,3807
15,1,1055.0,470.0,5.0,3728,2254
15,1,1851.0,1192.0,6.0,4196,3193
15,1,1088.0,1835.0,4.0,3279,2300
15,1,47.0,275.0,6.0,5563,2065
15,1,1638.0,446.0,5.0,4196,6414
15,1,743.0,909.0,5.0,3557,35352
15,1,1004.0,572.0,6.0,4811,2134
15,1,1319.0,1060.0,6.0,4303,67392
15,1,871.0,1253.0,11.0,4715,2389
15,1,1093.0,681.0,5.0,3962,2326
15,1,1097.0,876.0,5.0,3508,2324
15,1,986.0,535.0,11.0,4462,2176
15,1,757.0,1198.0,13.0,3252,4858
15,1,1654.0,533.0,6.0,4016,4250
15,1,1193.0,877.0,8.0,3854,4099
15,1,1010.0,250.0,6.0,3567,2273
15,1,1601.0,1254.0,4.0,3464,4791
15,1,1097.0,838.0,9.0,5028,5390
15,1,471.0,1057.0,12.0,3872,2284
15,1,773.0,1043.0,7.0,4534,17174
15,1,952.0,1493.0,4.0,3320,2573
15,1,1658.0,1363.0,8.0,4398,2186
15,1,1599.0,541.0,4.0,4167,7122
15,1,244.0,2007.0,7.0,4115,3369
15,1,949.0,484.0,6.0,3892,2105
15,1,673.0,1357.0,6.0,4254,6777
15,1,127.0,1009.0,5.0,3292,7354
15,1,453.0,1012.0,5.0,4246,2387
15,1,840.0,1136.0,7.0,3192,2652
15,1,28.0,547.0,6.0,3962,2081
15,1,890.0,1335.0,6.0,3611,78468
15,1,1234.0,84.0,5.0,3901,60283
15,1,660.0,1566.0,5.0,3483,7694
15,1,1309.0,921.0,7.0,4157,2560
15,1,1845.0,1193.0,8.0,4043,19362
15,1,980.0,188.0,6.0,3987,2210
15,1,306.0,1680.0,5.0,3381,16735
15,1,970.0,240.0,5.0,3633,2174
15,1,634.0,1056.0,8.0,3189,21595
15,1,861.0,1882.0,6.0,3846,4606
15,1,3.0,666.0,6.0,3816,2016
15,1,837.0,335.0,7.0,3800,4658
15,1,1792.0,1493.0,7.0,4195,2157
15,1,981.0,321.0,5.0,3696,2829
15,1,1661.0,1293.0,6.0,4523,2316
15,1,1978.0,1217.0,6.0,4259,2179
15,1,1081.0,2014.0,13.0,3166,2350
15,1,1107.0,2019.0,11.0,3311,16880
15,1,591.0,1688.0,16.0,3309,6241
15,1,740.0,83.0,5.0,3313,2101
15,1,84.0,296.0,5.0,4136,2122
15,1,467.0,1033.0,5.0,3261,2380
15,1,417.0,1068.0,10.0,5209,2282
15,1,909.0,2029.0,7.0,4149,3032
15,1,933.0,1555.0,5.0,3853,2520
15,1,1113.0,709.0,9.0,4329,2579
15,1,673.0,1724.0,6.0,3770,2781
15,1,1267.0,233.0,6.0,3614,2257
15,1,1381.0,861.0,4.0,3787,4889
15,1,450.0,1346.0,5.0,3334,6083
15,1,86.0,489.0,7.0,3933,2090
15,1,1056.0,852.0,5.0,3790,2269
15,1,294.0,356.0,6.0,3617,2202
15,1,370.0,1569.0,7.0,4434,2531
15,1,21.0,314.0,13.0,5492,2086
15,1,969.0,313.0,5.0,4012,2760
15,1,979.0,1759.0,7.0,3647,8231
15,1,985.0,550.0,6.0,4774,2146
15,1,969.0,429.0,5.0,3383,2128
15,1,1400.0,752.0,6.0,3834,7671
15,1,614.0,1098.0,10.0,3458,3947
15,1,1764.0,892.0,6.0,3398,2311
15,1,1235.0,2039.0,6.0,3520,2563
15,1,273.0,1599.0,12.0,3441,2181
15,1,1685.0,498.0,12.0,3287,4851
15,1,1133.0,328.0,14.0,3640,2365
15,1,389.0,1944.0,5.0,3401,2591
15,1,1630.0,522.0,9.0,4289,3321
15,1,69.0,295.0,9.0,4682,2104
15,1,1095.0,845.0,9.0,5964,2383
15,1,801.0,1097.0,14.0,3366,2766
15,1,77.0,859.0,6.0,3922,2237
15,1,1718.0,868.0,5.0,3337,2698
15,1,27.0,296.0,10.0,5269,2046
15,1,496.0,936.0,6.0,4630,8745
15,1,1712.0,549.0,8.0,3650,3030
15,1,877.0,403.0,8.0,3299,2103
15,1,1993.0,1271.0,5.0,3577,2113
15,1,1672.0,565.0,8.0,4325,31407
15,1,592.0,940.0,8.0,3641,3517
15,1,1405.0,995.0,9.0,4059,12052
15,1,1096.0,816.0,9.0,4450,3101
15,1,1639.0,970.0,7.0,4153,2552
15,1,1107.0,185.0,6.0,3756,4052
15,1,1130.0,838.0,8.0,4231,2424
15,1,2043.0,1231.0,5.0,3514,2193
15,1,473.0,1439.0,9.0,4242,5879
15,1,286.0,1568.0,8.0,3799,2286
15,1,569.0,1529.0,7.0,4147,4319
15,1,2039.0,1531.0,4.0,3219,2135
15,1,1741.0,459.0,13.0,3246,2845
15,1,1393.0,2047.0,5.0,3249,5315
15,1,347.0,978.0,7.0,3677,9755
15,1,1573.0,1002.0,9.0,4372,8224
15,1,389.0,1899.0,8.0,3215,3117
15,1,1029.0,615.0,6.0,3257,2164
15,1,835.0,1272.0,5.0,3355,2366
15,1,1759.0,1094.0,6.0,3783,7395
15,1,1184.0,319.0,5.0,3503,5493
15,1,960.0,397.0,5.0,4648,2182
15,1,1765.0,472.0,10.0,3954,2296
15,1,151.0,2015.0,5.0,3595,4388
15,1,1154.0,910.0,7.0,4197,2877
15,1,878.0,319.0,8.0,3617,2321
15,1,1346.0,908.0,11.0,3547,2576
15,1,1827.0,1386.0,8.0,3177,2214
15,1,265.0,366.0,5.0,3182,2173
15,1,607.0,947.0,6.0,3778,4918
15,1,352.0,1859.0,5.0,4137,2610
15,1,833.0,333.0,9.0,3534,3773
15,1,1126.0,990.0,12.0,3196,22996
15,1,385.0,1755.0,5.0,3094,2986
15,1,432.0,1051.0,9.0,3688,2266
15,1,622.0,1592.0,8.0,3406,2496
15,1,939.0,109.0,6.0,3500,2124
15,1,891.0,1654.0,5.0,4386,4044
15,1,1432.0,529.0,9.0,3418,14169
15,1,1222.0,607.0,7.0,3405,32564
15,1,1326.0,438.0,10.0,3812,2772
15,1,778.0,821.0,12.0,3463,3713
15,1,1495.0,682.0,5.0,3242,5156
15,1,27.0,318.0,7.0,4292,2020
15,1,1413.0,610.0,5.0,4226,11342
15,1,24.0,464.0,7.0,3770,2051
15,1,457.0,883.0,8.0,4420,3015
15,1,1655.0,560.0,5.0,4534,12864
15,1,1319.0,952.0,11.0,3677,2768
15,1,33.0,1587.0,5.0,3591,2150
15,1,92.0,690.0,5.0,3011,2151
15,1,188.0,2047.0,7.0,4330,2228
15,1,0.0,1583.0,6.0,3823,0
15,1,462.0,932.0,12.0,3506,6034
15,1,507.0,1008.0,14.0,3602,3111
15,1,1743.0,1354.0,7.0,3518,3546
15,1,1863.0,1449.0,4.0,5019,2214
15,1,1631.0,525.0,10.0,3195,4175
15,1,1832.0,1526.0,4.0,3254,2072
15,1,299.0,1975.0,9.0,3287,8156
15,1,815.0,295.0,8.0,4173,2137
15,1,1840.0,1211.0,10.0,4441,2353
15,1,776.0,1191.0,14.0,3287,3215
15,1,1187.0,774.0,5.0,3425,7677
15,1,1004.0,887.0,4.0,3609,2183
15,1,1142.0,310.0,13.0,3356,2420
15,1,1560.0,826.0,6.0,3803,10145
15,1,1153.0,272.0,6.0,4536,2760
15,1,838.0,496.0,9.0,4505,2154
15,1,1111.0,1000.0,11.0,3328,11942
15,1,80.0,466.0,6.0,3559,2108
15,1,42.0,1236.0,5.0,3372,4474
15,1,436.0,1424.0,7.0,4553,2606
15,1,2.0,1154.0,6.0,3548,2574
15,1,52.0,420.0,6.0,4060,2092
15,1,375.0,2013.0,10.0,3199,2218
15,1,732.0,852.0,5.0,3510,4584
15,1,999.0,400.0,8.0,4487,2330
15,1,1173.0,290.0,8.0,3847,2631
15,1,1394.0,416.0,8.0,3650,17998
15,1,340.0,1899.0,5.0,4208,3721
15,1,1461.0,1162.0,5.0,6102,3031
15,1,320.0,1719.0,8.0,4042,26722
15,1,8.0,350.0,7.0,4471,2019
15,1,431.0,1558.0,11.0,3815,14239
15,1,320.0,1779.0,6.0,3668,5894
15,1,871.0,1288.0,10.0,3663,2426
15,1,698.0,66.0,5.0,3173,2153
15,1,640.0,1702.0,9.0,3332,7646
15,1,390.0,2032.0,5.0,3334,2319
15,1,829.0,1014.0,7.0,3623,2627
15,1,449.0,976.0,5.0,3383,27946
15,1,372.0,1509.0,5.0,3857,2268
15,1,113.0,486.0,7.0,3826,2194
15,1,854.0,1263.0,4.0,4113,2462
15,1,1819.0,1463.0,12.0,3596,2161
15,1,1618.0,955.0,9.0,3448,25898
15,1,161.0,1692.0,7.0,3742,2603
15,1,1158.0,851.0,9.0,4032,3542
15,1,1678.0,506.0,16.0,3121,7317
15,1,1444.0,817.0,6.0,4465,2737
15,1,181.0,1681.0,7.0,3036,2481
15,1,726.0,595.0,4.0,3125,3244
15,1,634.0,999.0,5.0,3206,30040
15,1,458.0,1031.0,9.0,3655,2347
15,1,56.0,293.0,9.0,4188,2074
15,1,1881.0,1222.0,5.0,4843,2306
15,1,751.0,1115.0,5.0,3693,2723
15,1,1073.0,979.0,9.0,3502,2755
15,1,31.0,259.0,7.0,4951,2075
15,1,414.0,876.0,8.0,3585,3918
15,1,1101.0,435.0,6.0,3275,12593
15,1,1501.0,1162.0,12.0,3246,2950
15,1,1588.0,1005.0,8.0,4024,2696
15,1,1664.0,1365.0,10.0,4531,2182
15,1,1.0,995.0,6.0,3826,0
15,1,308.0,1743.0,7.0,3582,45912
15,1,862.0,1611.0,4.0,3059,6475
15,1,1643.0,571.0,9.0,4624,17400
15,1,1090.0,1018.0,12.0,3617,33493
15,1,728.0,1317.0,7.0,2907,4809
15,1,794.0,1299.0,5.0,3688,8821
15,1,3.0,693.0,6.0,3402,2033
15,1,469.0,1041.0,12.0,3329,2430
15,1,156.0,1971.0,5.0,3575,6815
15,1,879.0,752.0,5.0,3888,2124
15,1,12.0,557.0,7.0,3876,2134
15,1,71.0,478.0,6.0,3431,2056
15,1,224.0,1992.0,5.0,3377,6866
15,1,1145.0,878.0,11.0,4595,2360
15,1,154.0,326.0,6.0,3197,2184
15,1,1449.0,1059.0,4.0,3418,2982
15,1,58.0,282.0,6.0,5082,2203
15,1,129.0,973.0,5.0,3167,8761
15,1,66.0,576.0,7.0,3201,2062
15,1,2.0,1364.0,5.0,3316,2166
15,1,662.0,1762.0,6.0,3967,42410
15,1,935.0,1896.0,10.0,3979,2284
15,1,999.0,339.0,8.0,3784,2356
15,1,1145.0,330.0,9.0,3495,2244
15,1,1804.0,1444.0,14.0,3381,2160
15,1,74.0,785.0,5.0,3671,2147
15,1,621.0,877.0,5.0,3224,2726
15,1,824.0,296.0,7.0,3891,2092
15,1,102.0,1059.0,5.0,3190,3098
15,1,1440.0,969.0,6.0,3827,4735
15,1,491.0,1560.0,5.0,3344,3044
15,1,1838.0,1387.0,7.0,3471,2076
15,1,54.0,245.0,6.0,3527,2249
15,1,754.0,1361.0,8.0,3725,2702
15,1,592.0,1136.0,10.0,4044,3901
15,1,13.0,660.0,6.0,3285,2096
15,1,1365.0,982.0,12.0,4565,2348
15,1,73.0,794.0,5.0,3666,2106
15,1,350.0,314.0,6.0,3319,2351
15,1,745.0,1237.0,7.0,3326,39145
15,1,1178.0,1941.0,5.0,3425,2289
15,1,2012.0,1288.0,5.0,4110,2135
15,1,1023.0,1039.0,5.0,3640,2524
15,1,840.0,1327.0,10.0,3267,2457
15,1,805.0,355.0,7.0,4128,2893
15,1,1317.0,275.0,6.0,3561,2133
15,1,944.0,369.0,6.0,3562,2225
15,1,871.0,2035.0,6.0,3759,8592
15,1,201.0,1652.0,7.0,3578,2267
15,1,764.0,1313.0,4.0,3231,2416
15,1,1099.0,164.0,5.0,3539,11741
15,1,551.0,1129.0,6.0,3481,2542
15,1,1425.0,977.0,6.0,3379,2986
15,1,451.0,1446.0,7.0,4484,68959
15,1,18.0,259.0,14.0,4838,2106
15,1,77.0,1600.0,6.0,4252,2154
15,1,847.0,1865.0,9.0,3567,20834
15,1,1828.0,933.0,5.0,3523,7193
15,1,637.0,1729.0,13.0,3259,29632
15,1,376.0,1525.0,12.0,3926,2398
15,1,814.0,1140.0,4.0,3521,17882
15,1,956.0,835.0,5.0,3974,2168
15,1,777.0,1160.0,10.0,3400,2748
15,1,1027.0,1012.0,5.0,3311,2557
15,1,815.0,455.0,8.0,3808,2135
15,1,345.0,1523.0,8.0,4580,2322
15,1,1772.0,464.0,7.0,4176,2303
15,1,1237.0,77.0,6.0,3882,25528
15,1,1372.0,964.0,9.0,4146,2397
15,1,1209.0,1973.0,6.0,4074,2307
15,1,191.0,1585.0,7.0,4371,2285
15,1,1455.0,600.0,6.0,3958,13979
15,1,917.0,277.0,5.0,3725,3562
15,1,964.0,716.0,6.0,4837,2188
15,1,853.0,492.0,11.0,3431,2157
15,1,810.0,1249.0,7.0,3278,2352
15,1,251.0,1072.0,5.0,3316,2300
15,1,802.0,501.0,6.0,3394,2174
15,1,649.0,1776.0,6.0,3869,2670
15,1,2015.0,1510.0,5.0,3575,2025
15,1,470.0,978.0,11.0,3516,21097
15,1,972.0,268.0,5.0,3515,2294
15,1,1523.0,1232.0,14.0,4042,2252
15,1,28.0,2040.0,5.0,3100,2113
15,1,353.0,1471.0,9.0,3855,2217
15,1,1277.0,296.0,5.0,3206,2312
15,1,1813.0,1386.0,6.0,3487,2282
15,1,1528.0,1221.0,14.0,3543,2309
15,1,453.0,1016.0,6.0,4240,2403
15,1,1409.0,795.0,8.0,4256,4416
15,1,1580.0,1262.0,9.0,3772,2544
15,1,1951.0,1171.0,6.0,3733,2243
15,1,1295.0,2047.0,5.0,3269,2964
15,1,1716.0,1197.0,4.0,3196,4125
15,1,944.0,79.0,5.0,3656,2141
15,1,159.0,1091.0,5.0,3415,2722
15,1,1179.0,891.0,8.0,3335,2442
15,1,183.0,999.0,5.0,3910,2495
15,1,1685.0,433.0,9.0,3980,22421
15,1,428.0,1948.0,11.0,3304,2399
15,1,1408.0,889.0,5.0,3844,2421
15,1,1702.0,1481.0,4.0,3436,2122
15,1,1471.0,2032.0,5.0,3124,16434
15,1,345.0,1023.0,5.0,3988,4361
15,1,125.0,517.0,5.0,3881,2164
15,1,1150.0,843.0,9.0,3405,2528
15,1,1568.0,1204.0,6.0,3376,15759
15,1,23.0,807.0,5.0,3129,2129
15,1,1711.0,1146.0,11.0,3419,8280
15,1,505.0,1786.0,6.0,3984,29613
15,1,332.0,1887.0,6.0,3841,9421
15,1,24.0,312.0,11.0,4095,2029
15,1,1762.0,1407.0,16.0,3331,2224
15,1,1164.0,710.0,6.0,3795,2316
15,1,940.0,654.0,4.0,3268,2126
15,1,1366.0,727.0,4.0,3179,2563
15,1,16.0,214.0,9.0,3776,2815
15,1,1669.0,450.0,11.0,3636,12569
15,1,1092.0,786.0,6.0,3833,2336
15,1,868.0,902.0,6.0,3772,2226
15,1,916.0,1784.0,7.0,3226,2825
15,1,1333.0,334.0,5.0,4145,2252
15,1,92.0,441.0,7.0,3507,2134
15,1,1270.0,695.0,8.0,3702,2183
15,1,1716.0,1384.0,6.0,4414,2151
15,1,906.0,1221.0,6.0,4382,24567
15,1,1795.0,428.0,5.0,3313,2351
15,1,469.0,1931.0,7.0,3557,2503
15,1,1080.0,842.0,4.0,3540,2173
15,1,557.0,1791.0,5.0,3382,9512
