hyb,ch,x,y,z,int,sum_3x3_int_ch1
13,1,672.0,1776.0,5.0,6122,6645
13,1,1375.0,594.0,4.0,5508,2750
13,1,1104.0,666.0,6.0,7406,58262
13,1,393.0,1476.0,6.0,5916,2551
13,1,1098.0,258.0,5.0,5698,4140
13,1,388.0,1059.0,5.0,6758,2420
13,1,1916.0,1225.0,6.0,7605,2300
13,1,549.0,927.0,7.0,6571,5860
13,1,450.0,884.0,5.0,6997,10182
13,1,1474.0,631.0,5.0,5552,26716
13,1,866.0,2035.0,6.0,6268,4770
13,1,430.0,890.0,5.0,6754,2929
13,1,677.0,821.0,5.0,6280,14374
13,1,277.0,1758.0,7.0,7326,24265
13,1,625.0,762.0,5.0,5798,47846
13,1,1752.0,1087.0,4.0,5441,3787
13,1,630.0,1966.0,5.0,5700,2827
13,1,100.0,589.0,5.0,5568,2146
13,1,722.0,1204.0,5.0,6090,16988
13,1,868.0,1050.0,4.0,5599,19945
13,1,1691.0,1459.0,6.0,5995,2185
13,1,1026.0,1753.0,5.0,5860,20398
13,1,842.0,1359.0,5.0,5799,5765
13,1,390.0,783.0,6.0,5528,2212
13,1,1807.0,881.0,5.0,6128,2535
13,1,1576.0,1032.0,4.0,5926,32459
13,1,383.0,1014.0,6.0,5922,4212
13,1,1288.0,1049.0,4.0,5955,43299
13,1,636.0,1074.0,7.0,5942,39822
13,1,654.0,1989.0,5.0,6066,2939
13,1,605.0,1199.0,7.0,7059,5372
13,1,722.0,1041.0,6.0,6049,4130
13,1,1770.0,486.0,5.0,7119,2477
13,1,1407.0,1123.0,4.0,5688,57707
13,1,1099.0,581.0,5.0,6692,2477
13,1,1356.0,1075.0,5.0,6525,4433
13,1,1266.0,877.0,6.0,6911,4137
13,1,1468.0,1230.0,4.0,5858,56468
13,1,522.0,1732.0,8.0,6148,31647
13,1,957.0,239.0,6.0,6133,21346
13,1,481.0,1896.0,5.0,5826,11066
13,1,611.0,1895.0,5.0,6256,2944
13,1,1561.0,799.0,6.0,5993,2799
13,1,896.0,1110.0,5.0,6289,30593
13,1,1064.0,1846.0,5.0,6396,2400
13,1,1218.0,699.0,5.0,6184,2457
13,1,542.0,946.0,9.0,6557,18793
13,1,567.0,1180.0,6.0,6813,3638
13,1,856.0,1874.0,7.0,5987,9239
13,1,18.0,1357.0,5.0,5319,2324
13,1,471.0,1115.0,9.0,7033,2383
13,1,579.0,826.0,5.0,6544,2654
13,1,818.0,560.0,6.0,5711,2287
13,1,1680.0,1429.0,5.0,6260,2254
13,1,712.0,861.0,6.0,5515,20220
13,1,897.0,1697.0,7.0,6576,11434
13,1,317.0,1636.0,11.0,5915,2732
13,1,731.0,1632.0,5.0,6114,56188
13,1,1536.0,971.0,6.0,6430,24465
13,1,1035.0,1848.0,6.0,6277,2374
13,1,1882.0,1510.0,5.0,5907,2215
13,1,89.0,1580.0,6.0,6406,2265
13,1,1197.0,926.0,5.0,6380,2898
13,1,1643.0,1248.0,6.0,5483,54558
13,1,812.0,494.0,5.0,6073,2196
13,1,1550.0,767.0,5.0,5491,57822
13,1,765.0,1091.0,7.0,5826,2904
13,1,684.0,1374.0,5.0,5518,24119
13,1,773.0,928.0,5.0,7421,2636
13,1,542.0,1600.0,6.0,6512,17944
13,1,779.0,540.0,6.0,6170,2244
13,1,682.0,1271.0,5.0,7575,3982
13,1,1146.0,216.0,5.0,6019,2657
13,1,1234.0,68.0,6.0,5941,24848
13,1,1236.0,2046.0,5.0,6299,2718
13,1,931.0,941.0,5.0,5500,2482
13,1,699.0,1232.0,6.0,5857,9299
13,1,809.0,321.0,7.0,6586,2273
13,1,220.0,1583.0,5.0,7248,2281
13,1,1125.0,887.0,12.0,6098,2864
13,1,481.0,1048.0,14.0,6250,2512
13,1,1416.0,1042.0,7.0,6025,3386
13,1,469.0,1870.0,5.0,5641,7339
13,1,1130.0,753.0,5.0,6165,2443
13,1,944.0,861.0,5.0,6022,2300
13,1,377.0,796.0,5.0,5630,2302
13,1,1334.0,313.0,6.0,6456,2219
13,1,841.0,1869.0,6.0,6650,8070
13,1,9.0,717.0,6.0,5872,2158
13,1,387.0,849.0,6.0,5642,2767
13,1,877.0,1927.0,7.0,5981,9035
13,1,443.0,1465.0,8.0,6983,42931
13,1,1460.0,686.0,7.0,6346,33979
13,1,1453.0,760.0,6.0,7239,15813
13,1,916.0,1120.0,6.0,5621,3472
13,1,866.0,1106.0,9.0,6941,6663
13,1,826.0,429.0,5.0,5675,2167
13,1,0.0,709.0,5.0,5796,2107
13,1,789.0,625.0,5.0,6173,2240
13,1,911.0,821.0,5.0,5882,2223
13,1,1254.0,1081.0,5.0,6353,37248
13,1,1913.0,1168.0,6.0,5648,2483
13,1,886.0,286.0,5.0,6384,2263
13,1,1783.0,1235.0,6.0,6222,6216
13,1,257.0,1821.0,5.0,6236,3860
13,1,269.0,793.0,5.0,5444,2200
13,1,692.0,1325.0,5.0,7099,16986
13,1,1318.0,580.0,5.0,6460,2805
13,1,1769.0,1352.0,8.0,5832,2252
13,1,1680.0,1400.0,8.0,6303,2176
13,1,842.0,1332.0,5.0,5456,2721
13,1,908.0,1213.0,5.0,6247,50350
13,1,571.0,1722.0,5.0,5461,28112
13,1,1846.0,1178.0,11.0,6225,6114
13,1,883.0,969.0,5.0,5993,2983
13,1,1200.0,711.0,5.0,7234,17864
13,1,891.0,950.0,5.0,5722,2485
13,1,828.0,683.0,5.0,6799,2209
13,1,300.0,1494.0,7.0,6522,2305
13,1,1365.0,416.0,9.0,6007,37706
13,1,78.0,1623.0,6.0,6719,2144
13,1,1735.0,1088.0,5.0,5468,7166
13,1,1063.0,656.0,7.0,6846,2194
13,1,1614.0,1089.0,7.0,5893,2800
13,1,1388.0,1005.0,4.0,6019,48999
13,1,914.0,1143.0,6.0,6400,2956
13,1,1563.0,1105.0,6.0,6123,29815
13,1,308.0,1906.0,5.0,5950,3579
13,1,743.0,817.0,6.0,5897,2473
13,1,1134.0,464.0,7.0,6368,14064
13,1,141.0,430.0,6.0,5741,2167
13,1,507.0,1763.0,6.0,5845,34059
13,1,2004.0,1228.0,5.0,5741,2123
13,1,807.0,1794.0,6.0,5478,48797
13,1,942.0,193.0,5.0,6481,2252
13,1,323.0,904.0,7.0,5485,2911
13,1,1079.0,1028.0,9.0,6773,3646
13,1,1928.0,1192.0,6.0,7027,2488
13,1,929.0,609.0,6.0,6628,2179
13,1,1878.0,1518.0,6.0,6108,2150
13,1,424.0,1393.0,6.0,6445,2557
13,1,1520.0,796.0,7.0,6341,12856
13,1,1679.0,1295.0,5.0,5708,2476
13,1,379.0,1580.0,10.0,6841,9867
13,1,766.0,2033.0,5.0,6001,11881
13,1,712.0,822.0,5.0,6141,73572
13,1,952.0,762.0,7.0,6832,2177
13,1,1068.0,793.0,5.0,5719,2590
13,1,965.0,1155.0,6.0,6736,9289
13,1,835.0,596.0,7.0,6928,4217
13,1,913.0,1950.0,7.0,5872,2478
13,1,270.0,1451.0,5.0,5366,2229
13,1,339.0,1442.0,5.0,6146,2314
13,1,1636.0,1119.0,9.0,7599,3425
13,1,590.0,1415.0,5.0,5428,39443
13,1,441.0,1075.0,8.0,7645,2486
13,1,1682.0,1428.0,5.0,6510,2241
13,1,991.0,1126.0,5.0,6293,12098
13,1,518.0,1185.0,7.0,6026,24708
13,1,929.0,1134.0,5.0,5612,3332
13,1,989.0,1753.0,7.0,6544,3672
13,1,671.0,1758.0,5.0,6328,20874
13,1,956.0,116.0,6.0,6157,2239
13,1,537.0,1470.0,6.0,6675,2870
13,1,14.0,883.0,6.0,6147,2308
13,1,669.0,1403.0,5.0,6105,15107
13,1,1167.0,825.0,5.0,5596,78451
13,1,861.0,955.0,5.0,6264,2447
13,1,1123.0,742.0,5.0,6194,2437
13,1,1767.0,448.0,7.0,6937,2650
13,1,816.0,1343.0,5.0,5657,2552
13,1,1049.0,772.0,7.0,7219,2308
13,1,1417.0,964.0,8.0,6416,7865
13,1,729.0,1554.0,5.0,5622,3498
13,1,693.0,806.0,5.0,5730,2459
13,1,2004.0,1181.0,5.0,5531,2270
13,1,1076.0,657.0,6.0,8174,2323
13,1,603.0,1757.0,5.0,5713,5642
13,1,268.0,944.0,5.0,5410,106423
13,1,424.0,1685.0,5.0,6235,3973
13,1,370.0,1112.0,6.0,6390,2427
13,1,1692.0,1433.0,6.0,6357,2260
13,1,1069.0,498.0,5.0,6022,2560
13,1,270.0,920.0,6.0,5767,3620
13,1,936.0,1687.0,6.0,5945,38131
13,1,991.0,793.0,7.0,6251,2281
13,1,474.0,806.0,5.0,5567,2501
13,1,475.0,893.0,6.0,6206,43706
13,1,1107.0,474.0,7.0,6364,24467
13,1,830.0,601.0,6.0,6843,2264
13,1,1085.0,412.0,8.0,6493,2958
13,1,854.0,1044.0,6.0,7611,63107
13,1,355.0,1691.0,8.0,5858,4319
13,1,1365.0,409.0,8.0,6270,3255
13,1,1327.0,630.0,5.0,5905,8793
13,1,984.0,315.0,6.0,6046,2398
13,1,1797.0,962.0,6.0,6021,3970
13,1,1106.0,192.0,6.0,5447,7200
13,1,1273.0,612.0,7.0,5834,33807
13,1,1427.0,745.0,5.0,5961,5164
13,1,1388.0,388.0,6.0,6762,2521
13,1,1274.0,68.0,5.0,5397,2982
13,1,1087.0,585.0,5.0,5606,2371
13,1,113.0,1677.0,6.0,5327,2278
13,1,756.0,125.0,6.0,6142,2112
13,1,1598.0,1132.0,7.0,6950,3131
13,1,1654.0,964.0,8.0,6638,3798
13,1,1007.0,525.0,13.0,5964,2277
13,1,1104.0,552.0,6.0,7024,4346
13,1,1286.0,939.0,5.0,7613,5466
13,1,320.0,863.0,5.0,5969,2275
13,1,1294.0,837.0,6.0,6729,3697
13,1,142.0,1298.0,5.0,5380,14118
13,1,373.0,1436.0,7.0,6789,2416
13,1,609.0,992.0,8.0,6007,17077
13,1,1474.0,1151.0,6.0,5605,3133
13,1,858.0,580.0,5.0,6771,2215
13,1,604.0,1812.0,6.0,6540,4545
13,1,625.0,1238.0,5.0,6997,3193
13,1,584.0,1531.0,6.0,6364,13299
13,1,1050.0,1737.0,4.0,5289,7258
13,1,789.0,2032.0,5.0,6355,4963
13,1,1288.0,669.0,5.0,7463,2498
13,1,81.0,854.0,5.0,5529,2242
13,1,292.0,1296.0,5.0,5643,2334
13,1,949.0,331.0,6.0,5946,4457
13,1,1350.0,2038.0,5.0,6542,18850
13,1,454.0,1113.0,7.0,6638,2412
13,1,1664.0,871.0,5.0,6167,79370
13,1,399.0,1461.0,7.0,6416,2550
13,1,321.0,1526.0,8.0,6286,2415
13,1,833.0,518.0,6.0,5577,2235
13,1,1715.0,368.0,5.0,5390,2612
13,1,866.0,1774.0,8.0,5978,12600
13,1,1078.0,400.0,6.0,5584,7142
13,1,746.0,1358.0,5.0,5936,14335
13,1,885.0,1034.0,7.0,5838,122522
13,1,527.0,1679.0,5.0,6217,4085
13,1,687.0,1137.0,7.0,5624,5873
13,1,906.0,1614.0,5.0,5849,2985
13,1,365.0,1436.0,6.0,6718,2313
13,1,925.0,574.0,6.0,7674,2271
13,1,968.0,324.0,5.0,6545,5215
13,1,509.0,1176.0,8.0,6760,3457
13,1,302.0,1046.0,5.0,5355,2518
13,1,992.0,2032.0,9.0,6365,2388
13,1,694.0,1694.0,8.0,5777,2578
13,1,1650.0,1265.0,6.0,5813,71865
13,1,963.0,329.0,8.0,6558,2503
13,1,341.0,1093.0,5.0,5874,2760
13,1,947.0,1670.0,6.0,5653,2776
13,1,876.0,1275.0,10.0,6483,4662
13,1,1554.0,935.0,4.0,5661,9798
13,1,565.0,1833.0,5.0,5372,2886
13,1,1692.0,1470.0,5.0,6050,2228
13,1,1908.0,1435.0,6.0,6108,2245
13,1,423.0,1650.0,6.0,6199,3871
13,1,1415.0,879.0,7.0,5772,2958
13,1,1301.0,1073.0,6.0,5615,21247
13,1,1063.0,437.0,5.0,6308,2559
13,1,525.0,1153.0,5.0,6356,45790
13,1,874.0,1655.0,4.0,5977,3789
13,1,514.0,955.0,6.0,7474,24244
13,1,739.0,1068.0,9.0,5632,8451
13,1,908.0,789.0,6.0,6236,2231
13,1,961.0,915.0,4.0,5703,2424
13,1,419.0,1005.0,5.0,6001,8698
13,1,1907.0,1501.0,5.0,5861,2168
13,1,921.0,1723.0,8.0,6143,4384
13,1,845.0,710.0,5.0,5993,2582
13,1,1203.0,325.0,5.0,5842,14811
13,1,1083.0,652.0,5.0,8360,2754
13,1,1297.0,1096.0,5.0,7205,40431
13,1,1373.0,986.0,11.0,6977,2543
13,1,1567.0,1490.0,4.0,5779,2232
13,1,318.0,1429.0,5.0,5381,2286
13,1,792.0,561.0,6.0,7510,2182
13,1,754.0,116.0,5.0,6038,2186
13,1,150.0,400.0,6.0,4913,2199
13,1,879.0,1678.0,5.0,6609,3001
13,1,133.0,1601.0,6.0,6324,2233
13,1,1106.0,1990.0,6.0,5928,3527
13,1,819.0,1877.0,6.0,5536,2907
13,1,1889.0,1160.0,6.0,6313,2323
13,1,1136.0,2028.0,5.0,5529,28625
13,1,545.0,1429.0,5.0,5804,7482
13,1,752.0,1561.0,5.0,5959,3036
13,1,376.0,1404.0,6.0,6864,2297
13,1,453.0,1793.0,6.0,5575,9629
13,1,562.0,798.0,5.0,5661,2735
13,1,505.0,1469.0,6.0,5817,3439
13,1,938.0,781.0,4.0,6622,2250
13,1,1678.0,1458.0,7.0,7338,2216
13,1,906.0,1141.0,6.0,5694,2934
13,1,1010.0,864.0,6.0,6771,2213
13,1,1868.0,1421.0,4.0,6670,2232
13,1,1476.0,1021.0,4.0,6192,2830
13,1,313.0,1153.0,6.0,6273,2763
13,1,1673.0,1292.0,5.0,6313,6046
13,1,1459.0,1084.0,5.0,5760,10766
13,1,1126.0,484.0,7.0,6732,35945
13,1,1122.0,691.0,7.0,7507,2563
13,1,518.0,1499.0,6.0,5669,2887
13,1,1992.0,1243.0,5.0,5890,2140
13,1,1067.0,1778.0,5.0,6438,2309
13,1,404.0,1035.0,7.0,6533,2756
13,1,574.0,1512.0,6.0,6058,7151
13,1,1621.0,1072.0,6.0,6409,2777
13,1,448.0,1108.0,8.0,6716,2395
13,1,967.0,524.0,5.0,5475,2170
13,1,149.0,1581.0,7.0,6480,2216
13,1,1028.0,524.0,5.0,5507,2222
13,1,224.0,1742.0,5.0,6270,52916
13,1,580.0,966.0,8.0,6605,21197
13,1,1632.0,1471.0,4.0,6029,2239
13,1,658.0,1989.0,5.0,6209,3573
13,1,1090.0,488.0,6.0,5758,6735
13,1,1208.0,1985.0,5.0,5902,3486
13,1,905.0,607.0,5.0,5311,2464
13,1,881.0,1743.0,7.0,6359,2963
13,1,927.0,320.0,6.0,6287,9841
13,1,1078.0,821.0,8.0,7087,4914
13,1,794.0,506.0,6.0,5503,2159
13,1,1544.0,828.0,7.0,5777,34265
13,1,1427.0,1015.0,6.0,5753,15422
13,1,967.0,721.0,5.0,6673,2223
13,1,458.0,910.0,5.0,7010,17164
13,1,415.0,833.0,5.0,5917,2513
13,1,990.0,2036.0,6.0,6149,2485
13,1,1239.0,1007.0,5.0,7158,2673
13,1,519.0,968.0,5.0,5715,6247
13,1,110.0,1350.0,5.0,5413,65069
13,1,741.0,1583.0,5.0,6289,9361
13,1,1002.0,1179.0,5.0,5686,4985
13,1,1216.0,2045.0,5.0,5594,2943
13,1,563.0,947.0,5.0,6807,3203
13,1,636.0,1563.0,6.0,6814,2652
13,1,1428.0,782.0,5.0,6725,10120
13,1,667.0,1789.0,6.0,5926,44871
13,1,1108.0,1178.0,4.0,5677,8438
13,1,1376.0,588.0,8.0,5612,3097
13,1,1093.0,1853.0,5.0,6732,5262
13,1,695.0,1589.0,6.0,5946,4875
13,1,819.0,1866.0,5.0,5702,3956
13,1,588.0,1504.0,5.0,5963,33062
13,1,807.0,382.0,6.0,6141,2208
13,1,1638.0,469.0,9.0,5895,16604
13,1,805.0,648.0,5.0,5710,2214
13,1,870.0,615.0,6.0,5852,2244
13,1,1536.0,1187.0,4.0,5749,2525
13,1,624.0,1132.0,5.0,5866,2860
13,1,328.0,1120.0,5.0,5850,2496
13,1,794.0,992.0,5.0,5801,13193
13,1,708.0,824.0,5.0,5741,11173
13,1,946.0,1662.0,5.0,5445,2908
13,1,670.0,1341.0,6.0,5823,3750
13,1,1607.0,1043.0,4.0,5738,3044
13,1,1065.0,701.0,6.0,6121,2217
13,1,659.0,1228.0,7.0,6029,21245
13,1,438.0,1168.0,6.0,6091,3219
13,1,1005.0,1167.0,5.0,5706,5351
13,1,568.0,917.0,8.0,6394,2991
13,1,954.0,887.0,5.0,6029,2326
13,1,1253.0,679.0,8.0,6291,2451
13,1,1638.0,520.0,6.0,5878,9746
13,1,970.0,585.0,6.0,5907,2205
13,1,620.0,1777.0,5.0,5444,9248
13,1,1449.0,821.0,4.0,6102,14438
13,1,1925.0,1250.0,7.0,6834,2307
13,1,1321.0,582.0,5.0,7227,2634
13,1,1370.0,931.0,8.0,6304,2593
13,1,1146.0,1157.0,4.0,5533,4309
13,1,502.0,820.0,5.0,5361,2878
13,1,1332.0,2043.0,5.0,6029,43674
13,1,546.0,1142.0,5.0,7323,4838
13,1,978.0,1859.0,6.0,6391,2657
13,1,1918.0,1233.0,5.0,7649,2337
13,1,1230.0,989.0,5.0,7591,2749
13,1,1703.0,420.0,5.0,6713,24113
13,1,295.0,1514.0,7.0,6524,2308
13,1,761.0,148.0,5.0,6379,2114
13,1,309.0,1500.0,7.0,6348,2306
13,1,797.0,1625.0,5.0,6547,24967
13,1,873.0,714.0,5.0,6647,2278
13,1,246.0,873.0,6.0,6122,2350
13,1,788.0,1837.0,5.0,5578,2903
13,1,1183.0,960.0,5.0,6292,31497
13,1,127.0,502.0,6.0,5868,2215
13,1,1090.0,1022.0,5.0,5768,56053
13,1,628.0,1222.0,5.0,6442,29468
13,1,1119.0,616.0,6.0,7255,24637
13,1,1014.0,1904.0,5.0,5724,2776
13,1,1069.0,671.0,6.0,6546,2280
13,1,617.0,1959.0,5.0,6128,19618
13,1,549.0,1489.0,6.0,6114,3174
13,1,449.0,1857.0,5.0,6108,60819
13,1,247.0,1758.0,7.0,5940,45009
13,1,539.0,1471.0,7.0,6804,3041
13,1,279.0,1742.0,5.0,5521,20148
13,1,567.0,1814.0,6.0,6046,3059
13,1,1703.0,426.0,5.0,6485,56921
13,1,1842.0,1039.0,5.0,6321,13186
13,1,1041.0,1869.0,5.0,5943,2460
13,1,151.0,493.0,6.0,5714,2082
13,1,586.0,893.0,5.0,5907,2934
13,1,1612.0,412.0,5.0,5933,2589
13,1,1747.0,383.0,5.0,5783,2974
13,1,839.0,704.0,5.0,5560,2343
13,1,1409.0,624.0,5.0,6575,42678
13,1,1001.0,837.0,6.0,5818,2252
13,1,519.0,932.0,5.0,7140,6169
13,1,905.0,1749.0,10.0,6414,8575
13,1,569.0,1911.0,5.0,6195,11209
13,1,1477.0,1225.0,4.0,5934,34145
13,1,333.0,1781.0,6.0,6367,4059
13,1,767.0,1366.0,6.0,6066,2644
13,1,759.0,1507.0,5.0,5707,13553
13,1,86.0,903.0,5.0,4739,2439
13,1,1643.0,1220.0,4.0,5527,35700
13,1,1315.0,944.0,8.0,5114,21933
13,1,1813.0,924.0,5.0,6551,2564
13,1,619.0,990.0,6.0,5290,3563
13,1,1397.0,991.0,9.0,7524,43222
13,1,1046.0,1881.0,5.0,5799,2632
13,1,1484.0,1283.0,4.0,6161,95200
13,1,1498.0,1030.0,4.0,5654,3724
13,1,688.0,1583.0,5.0,6120,13937
13,1,949.0,479.0,6.0,6174,2220
13,1,1114.0,1790.0,4.0,5282,2381
13,1,1511.0,727.0,5.0,6332,5171
13,1,556.0,1882.0,5.0,6235,3811
13,1,927.0,386.0,6.0,6393,2194
13,1,1242.0,874.0,5.0,6470,14249
13,1,417.0,1199.0,5.0,5312,8243
13,1,710.0,1986.0,5.0,5656,55299
13,1,622.0,1411.0,5.0,5235,3057
13,1,1248.0,835.0,5.0,5754,16388
13,1,1193.0,850.0,5.0,5297,13240
13,1,1266.0,100.0,5.0,5686,14790
13,1,804.0,403.0,8.0,6164,2263
13,1,1309.0,933.0,6.0,6787,2849
13,1,1638.0,992.0,9.0,6962,57483
13,1,454.0,1461.0,10.0,6554,19661
13,1,926.0,379.0,7.0,5959,2215
13,1,869.0,1040.0,7.0,6507,75696
13,1,1606.0,571.0,6.0,7468,11287
13,1,1169.0,797.0,5.0,5939,32751
13,1,1730.0,1214.0,5.0,5465,19222
13,1,511.0,1456.0,7.0,6984,2865
13,1,430.0,1144.0,7.0,7213,2444
13,1,1620.0,1063.0,5.0,5671,2762
13,1,1263.0,941.0,5.0,7075,16560
13,1,264.0,743.0,5.0,5360,2194
13,1,982.0,1862.0,9.0,6100,2693
13,1,1620.0,597.0,5.0,5852,2652
13,1,562.0,1588.0,6.0,5919,42852
13,1,985.0,1185.0,4.0,6502,7505
13,1,1229.0,744.0,5.0,5369,2503
13,1,1720.0,1473.0,6.0,6307,2194
13,1,1685.0,1168.0,8.0,6794,2977
13,1,1472.0,1161.0,9.0,6885,2810
13,1,1518.0,970.0,4.0,5728,30958
13,1,1766.0,535.0,6.0,7286,3847
13,1,1067.0,525.0,5.0,6142,2469
13,1,937.0,1734.0,7.0,6424,3713
13,1,1430.0,779.0,6.0,7081,4108
13,1,1360.0,938.0,6.0,6855,2729
13,1,950.0,1143.0,6.0,6035,46233
13,1,1360.0,360.0,6.0,6007,2352
13,1,1862.0,1168.0,7.0,6856,2578
13,1,19.0,674.0,5.0,5747,2058
13,1,1642.0,583.0,6.0,6049,37559
13,1,1646.0,1105.0,8.0,6132,2840
13,1,967.0,670.0,6.0,7227,2258
13,1,972.0,1748.0,7.0,6163,51959
13,1,810.0,675.0,5.0,5648,2176
13,1,1302.0,364.0,5.0,5643,2535
13,1,229.0,822.0,5.0,5397,2287
13,1,1152.0,254.0,7.0,6326,3029
13,1,774.0,882.0,7.0,6272,7039
13,1,1065.0,280.0,8.0,6614,2376
13,1,331.0,1948.0,9.0,5771,3866
13,1,499.0,1717.0,6.0,6029,18066
13,1,127.0,1650.0,7.0,6807,2259
13,1,786.0,588.0,5.0,5692,2162
13,1,354.0,2004.0,5.0,5540,2497
13,1,933.0,1273.0,5.0,6191,86016
13,1,959.0,720.0,6.0,6341,2202
13,1,1334.0,591.0,5.0,6803,2714
13,1,1863.0,1433.0,7.0,6570,2216
13,1,1986.0,1192.0,5.0,6041,2380
13,1,1301.0,300.0,5.0,5848,2290
13,1,490.0,1157.0,5.0,6117,4667
13,1,1002.0,1711.0,4.0,5651,13263
13,1,952.0,191.0,5.0,5357,2283
13,1,982.0,1810.0,5.0,6732,4833
13,1,208.0,1524.0,5.0,5705,2353
13,1,250.0,1971.0,7.0,6096,28011
13,1,426.0,1625.0,5.0,5970,53567
13,1,1255.0,952.0,7.0,6263,2881
13,1,403.0,1902.0,7.0,5853,7641
13,1,1642.0,569.0,6.0,6394,23241
13,1,942.0,337.0,5.0,5900,22140
13,1,671.0,1763.0,5.0,6758,15993
13,1,829.0,506.0,6.0,6463,2229
13,1,672.0,1311.0,7.0,5571,5349
13,1,1748.0,900.0,5.0,5689,2274
13,1,685.0,1263.0,5.0,7513,3812
13,1,897.0,823.0,8.0,6518,2259
13,1,892.0,1175.0,6.0,5250,16818
13,1,35.0,679.0,6.0,6444,2116
13,1,573.0,1522.0,6.0,6712,8973
13,1,672.0,1970.0,5.0,5494,21185
13,1,362.0,1177.0,5.0,5258,35934
13,1,1059.0,1121.0,6.0,7612,2846
13,1,905.0,272.0,6.0,5539,2326
13,1,1225.0,73.0,5.0,5880,18483
13,1,547.0,1508.0,5.0,6011,2959
13,1,1297.0,221.0,5.0,5592,2234
13,1,572.0,1906.0,5.0,6183,45094
13,1,848.0,760.0,5.0,6817,2302
13,1,1425.0,649.0,7.0,6495,39512
13,1,1397.0,767.0,7.0,6745,3863
13,1,1759.0,551.0,5.0,5577,5283
13,1,1211.0,2002.0,5.0,5604,3639
13,1,1311.0,564.0,5.0,6067,3319
13,1,1074.0,641.0,6.0,6988,2221
13,1,814.0,225.0,6.0,6809,2200
13,1,808.0,1368.0,6.0,6102,2516
13,1,695.0,976.0,6.0,6669,62354
13,1,1627.0,1280.0,6.0,5811,43377
13,1,675.0,1808.0,5.0,5393,3661
13,1,1126.0,1090.0,4.0,5689,2918
13,1,1484.0,1018.0,5.0,5846,3806
13,1,656.0,1023.0,5.0,5768,28813
13,1,778.0,1242.0,5.0,5376,11188
13,1,318.0,1736.0,7.0,5673,68665
13,1,667.0,1764.0,5.0,5890,37085
13,1,452.0,900.0,6.0,6751,4236
13,1,1775.0,446.0,7.0,6628,2577
13,1,1833.0,1480.0,7.0,5996,2243
13,1,375.0,782.0,5.0,5270,2258
13,1,30.0,963.0,6.0,6372,8654
13,1,513.0,1128.0,10.0,5862,2509
13,1,1854.0,1519.0,5.0,5621,2133
13,1,1436.0,828.0,5.0,6088,6038
13,1,503.0,936.0,7.0,6785,82646
13,1,50.0,895.0,6.0,6879,34483
13,1,32.0,976.0,6.0,6133,2665
13,1,1483.0,1138.0,6.0,5757,3028
13,1,1046.0,810.0,6.0,6674,2404
13,1,49.0,1342.0,5.0,5321,2544
13,1,346.0,1812.0,6.0,5727,2976
13,1,446.0,1102.0,6.0,6592,2410
13,1,582.0,919.0,6.0,6254,3302
13,1,1123.0,1736.0,4.0,5957,2575
13,1,413.0,820.0,5.0,5805,2283
13,1,440.0,1210.0,5.0,5699,17662
13,1,222.0,1793.0,6.0,5749,5607
13,1,1135.0,627.0,9.0,8445,2818
13,1,1259.0,966.0,5.0,7633,3670
13,1,623.0,1853.0,5.0,5673,3764
13,1,547.0,887.0,6.0,6484,23126
13,1,1083.0,1758.0,4.0,5161,2582
13,1,1652.0,483.0,8.0,6189,32488
13,1,428.0,1849.0,5.0,6273,2889
13,1,861.0,1936.0,7.0,5990,16150
13,1,772.0,2002.0,5.0,5706,115737
13,1,1116.0,504.0,7.0,6511,3471
13,1,261.0,1739.0,5.0,6860,25282
13,1,980.0,365.0,5.0,6289,2314
13,1,1352.0,405.0,6.0,6108,2807
13,1,1449.0,1110.0,4.0,6300,2976
13,1,996.0,794.0,6.0,6034,2261
13,1,1629.0,885.0,6.0,7167,13558
13,1,673.0,1599.0,8.0,6087,5847
13,1,831.0,939.0,5.0,5577,2426
13,1,1583.0,579.0,5.0,6664,8166
13,1,292.0,1791.0,6.0,5615,3139
13,1,238.0,896.0,5.0,5404,2488
13,1,788.0,575.0,5.0,6667,2188
13,1,307.0,1791.0,5.0,5683,9718
13,1,780.0,305.0,6.0,5797,2203
13,1,1974.0,1271.0,5.0,5796,2253
13,1,1135.0,1911.0,4.0,5376,2427
13,1,880.0,1708.0,5.0,6624,2663
13,1,807.0,1862.0,5.0,6743,2964
13,1,900.0,1735.0,7.0,6337,2698
13,1,1001.0,1052.0,5.0,6063,3236
13,1,1657.0,866.0,6.0,6739,16649
13,1,822.0,1835.0,8.0,5871,3386
13,1,381.0,1069.0,8.0,6719,2347
13,1,510.0,1784.0,6.0,7205,16030
13,1,906.0,839.0,5.0,5888,2321
13,1,1163.0,765.0,5.0,5777,2624
13,1,1890.0,1223.0,6.0,6990,2308
13,1,1079.0,790.0,8.0,5926,2367
13,1,1329.0,1097.0,4.0,6138,3389
13,1,262.0,833.0,5.0,6019,2193
13,1,894.0,1713.0,7.0,7198,2676
13,1,0.0,438.0,6.0,5467,2052
13,1,1039.0,1157.0,5.0,5668,2848
13,1,1308.0,353.0,6.0,6040,2501
13,1,869.0,1888.0,5.0,6369,6311
13,1,1441.0,862.0,10.0,6081,4502
13,1,1252.0,598.0,5.0,5696,60472
13,1,1150.0,867.0,8.0,6505,16966
13,1,476.0,916.0,5.0,6595,21479
