ch,x,y,z,int
2,1298,1331,1,8289
2,1202,1364,1,10724
2,611,1354,1,8557
2,712,1464,1,7116
2,14,129,1,8109
2,764,1817,1,9059
2,1882,1477,1,9021
2,1830,1968,1,9224
2,1362,2012,1,8826
2,1342,1931,1,9354
2,1541,449,1,7290
2,847,1719,1,8195
2,1596,741,1,7247
2,635,1087,1,9099
2,1817,1652,1,7763
2,1080,750,1,8454
2,271,349,1,9597
2,1955,707,1,9055
2,1513,525,1,7920
2,27,909,1,10307
2,1797,1157,1,7108
2,1235,1981,1,8428
2,1481,274,1,8076
2,1254,1847,1,8649
2,867,1740,1,8147
2,673,1101,1,9167
2,1668,465,1,6633
2,1536,320,1,6984
2,1888,408,1,8204
2,1796,1622,1,7004
2,785,880,1,7793
2,1770,1896,1,8018
2,1026,149,1,8299
2,996,1329,1,7997
2,1426,1110,1,7544
2,306,21,1,7498
2,773,146,1,8882
2,113,1296,1,8184
2,1558,925,1,6823
2,74,2040,1,6625
2,30,914,1,8435
2,1608,230,1,6786
2,914,649,1,6055
2,1235,427,1,6807
2,1093,47,1,7944
2,1978,1320,1,6779
2,1725,1658,1,6743
2,170,1995,1,6284
2,43,1382,1,7950
2,932,272,1,7877
2,560,818,1,7695
2,847,1984,1,6784
2,45,97,1,6878
2,1978,1256,1,7606
2,668,127,1,7742
2,625,1434,1,7651
2,1377,1642,1,7545
2,2004,98,1,6192
2,1776,1650,1,6448
2,29,218,1,6111
2,1029,1766,1,7172
2,997,1055,1,5760
2,1211,397,1,5766
2,524,781,1,7229
2,1929,1831,1,6863
2,2003,474,1,6055
2,119,811,1,7463
2,1255,103,1,5974
2,1362,1981,1,6405
2,419,219,1,7226
2,1726,472,1,5920
2,1988,165,1,6111
2,1764,609,1,7057
2,1156,832,1,5622
2,531,439,1,6618
2,139,705,1,6616
2,1763,620,1,6959
2,2000,1264,1,6244
2,654,2030,1,5099
2,1096,1427,1,6367
2,630,1438,1,6879
2,2030,1861,1,5711
2,43,1438,1,6454
2,1055,1693,1,5734
2,1943,1117,1,5417
2,358,1213,1,6231
2,1351,30,1,5648
2,1132,1956,1,5802
2,1347,1647,1,5674
2,1405,1775,1,5806
2,1840,384,1,5867
2,1982,1697,1,5514
2,1805,1666,1,5883
2,2047,520,1,5155
2,692,1167,1,5041
2,1794,1204,1,4998
2,203,934,1,5811
2,282,768,1,5381
2,116,1626,1,5189
2,1157,632,1,5212
2,150,1704,1,5146
3,1552,352,0,33854
3,861,973,0,24244
3,1834,1918,0,22669
3,1534,1585,0,23470
3,1594,986,0,17855
3,1261,1491,0,16342
3,1546,1653,0,13937
3,1543,581,0,13721
3,1541,449,0,13933
3,31,1080,0,56315
3,1193,1027,0,12596
3,981,1467,0,12642
3,1120,110,0,11214
3,1373,1396,0,12370
3,1508,1373,0,9878
3,750,1200,0,11936
3,1421,403,0,10463
3,1668,466,0,10687
3,1497,978,0,11210
3,1684,646,0,11524
3,1235,427,0,11185
3,1380,843,0,11974
3,996,1004,0,10116
3,923,1770,0,10690
3,1734,600,0,9299
3,1797,1157,0,10383
3,1077,969,0,10036
3,1794,1204,0,11170
3,489,302,0,8730
3,1156,832,0,10491
3,1726,473,0,10242
3,402,1314,0,9917
3,1588,757,0,10529
3,1788,1166,0,9917
3,1481,274,0,9920
3,1613,727,0,10872
3,344,1291,0,9654
3,848,1718,0,9552
3,1955,1299,0,9695
3,824,1736,0,9372
3,1109,414,0,7403
3,1513,525,0,9849
3,1211,397,0,9972
3,914,649,0,9489
3,747,1191,0,9666
3,713,1463,0,9790
3,1057,956,0,8902
3,668,949,0,9331
3,1435,997,0,9070
3,582,1825,0,7217
3,1096,1426,0,8605
3,1383,1636,0,9403
3,1279,356,0,8474
3,625,1434,0,9136
3,1536,320,0,8917
3,1616,1164,0,8717
3,1213,958,0,9476
3,1298,1330,0,8421
3,1978,1768,0,7802
3,767,1532,0,8329
3,243,967,0,7638
3,1077,1018,0,8892
3,1157,632,0,8040
3,1691,806,0,8601
3,1797,1753,0,7596
3,1336,496,0,6726
3,1978,1320,0,7924
3,1362,2011,0,8019
3,1558,925,0,8907
3,1704,1681,0,7004
3,1586,1722,0,7458
3,684,1159,0,8678
3,1015,1429,0,8125
3,1101,589,0,8601
3,1705,879,0,8601
3,1935,1745,0,6775
3,1254,1846,0,7908
3,1534,1026,0,7790
3,1200,333,0,7649
3,1080,750,0,7373
3,1609,230,0,7544
3,874,1975,0,7182
3,1553,231,0,7391
3,1594,1016,0,7876
3,633,960,0,7563
3,1259,1885,0,6559
3,668,127,0,6972
3,1638,1028,0,7236
3,1773,2012,0,6445
3,1029,1765,0,7461
3,294,927,0,5981
3,1839,1285,0,7079
3,1920,1885,0,6539
3,867,1739,0,6862
3,656,1556,0,6553
3,1840,1252,0,7103
3,797,1761,0,6169
3,1658,216,0,5995
3,849,965,0,7173
3,851,1765,0,6829
3,1596,741,0,6454
3,1718,1855,0,5783
3,1763,609,0,5981
3,737,1019,0,7060
3,197,1138,0,5652
3,1249,1916,0,5449
3,1409,178,0,6165
3,1132,1955,0,6231
3,1289,520,0,5195
3,1396,940,0,6750
3,1536,223,0,6339
3,667,292,0,5909
3,1255,1805,0,5358
3,1315,757,0,5242
3,1342,1930,0,6136
3,1365,1645,0,5647
3,1957,1463,0,5119
3,1172,643,0,6237
3,601,448,0,5957
3,151,863,0,5317
3,275,1240,0,5646
3,1982,1696,0,5502
3,1163,1095,0,6581
3,2019,238,0,5193
3,839,1430,0,6113
3,1392,1589,0,6109
3,375,334,0,5414
3,692,1167,0,5845
3,1974,1172,0,4874
3,848,1982,0,5250
3,1985,1820,0,5040
3,522,1414,0,5051
3,1180,536,0,5124
3,560,1724,0,5069
3,1726,1777,0,4889
3,420,219,0,4808
3,1697,1724,0,4559
3,2036,1540,0,4614
3,1362,1980,0,4992
3,1762,620,0,4513
3,673,1101,0,4550
3,531,439,0,4944
3,1372,991,0,5476
3,1929,1830,0,4583
3,125,693,0,4092
3,1745,2025,0,4634
3,583,465,0,4488
3,207,156,0,4139
3,1377,1642,0,5120
3,1330,1034,0,5012
3,1720,1151,0,4544
3,325,225,0,4271
3,804,2043,0,4279
3,1165,1415,0,4111
3,764,1816,0,4265
3,1881,1476,0,4174
3,491,103,0,4261
3,856,1520,0,4605
3,815,1484,0,3837
3,324,1224,0,4429
3,325,1439,0,4446
3,271,349,0,4102
3,631,1437,0,4802
3,1592,1794,0,3825
3,478,309,0,3831
3,216,847,0,3509
3,1507,144,0,4232
3,1648,1306,0,3772
3,2047,520,0,3975
3,1449,1303,0,3476
3,1955,707,0,4061
3,1234,1980,0,3610
3,1988,166,0,3420
3,1830,1967,0,3902
3,1888,408,0,3790
3,1770,1895,0,3732
3,14,130,0,3252
3,133,772,0,3541
3,2004,474,0,3767
3,129,1264,0,3421
3,27,909,0,3165
3,1977,1256,0,3133
3,75,1478,0,3020
3,611,1452,0,3537
3,786,880,0,3255
3,2046,1667,0,3088
3,713,1911,0,2908
3,839,1762,0,3177
3,114,1296,0,2784
3,1026,150,0,2828
3,1202,1363,0,2909
3,1880,1953,0,2867
3,844,1753,0,2688
3,2047,859,1,5131
3,992,1176,1,4868
3,1428,782,1,4737
3,1405,736,1,4944
3,1048,1224,1,5252
3,1472,728,1,4908
3,1367,1188,1,5167
3,1380,638,1,5599
3,1394,1164,1,5399
3,1400,776,1,5212
3,1313,1140,1,4983
3,1327,1196,1,5531
3,1025,1211,1,5492
3,1348,1185,1,5029
3,1723,1551,1,5363
3,1343,1199,1,5697
3,638,1651,1,5034
3,951,859,1,4944
3,939,494,1,4722
3,1326,1130,1,4741
3,1447,706,1,5487
3,1450,781,1,5157
3,1327,708,1,4902
3,1658,1478,1,4927
3,1420,753,1,5150
3,942,785,1,5051
3,713,1644,1,4858
3,1231,1631,1,5103
3,1024,1184,1,5952
3,1343,716,1,4760
3,1348,1158,1,5343
3,1390,682,1,5016
3,1489,703,1,4758
3,1357,1163,1,6194
3,1036,1194,1,5393
3,1430,713,1,5899
3,1378,725,1,5750
3,1445,746,1,5259
3,1370,657,1,5417
3,1312,1256,1,5165
3,1479,752,1,4662
3,451,1117,1,4835
3,1032,1248,1,4922
3,1347,1272,1,5290
3,1680,1569,1,5203
3,756,1693,1,5372
3,961,780,1,5308
3,1846,881,1,4854
3,388,584,1,5063
3,1207,1681,1,4608
3,9,1144,1,4680
3,836,756,1,5354
3,563,1154,1,5159
3,701,1663,1,5375
3,1201,1631,1,5580
3,926,791,1,5465
3,1438,719,1,6382
3,722,1673,1,5239
3,538,1067,1,4729
3,1815,899,1,5339
3,1181,1662,1,4604
3,983,1240,1,5221
3,1720,1417,1,5609
3,427,534,1,4812
3,1158,1578,1,4657
3,1344,668,1,5700
3,938,1177,1,4695
3,1024,1232,1,5407
3,1681,1430,1,5257
3,908,739,1,5519
3,431,1542,1,4648
3,938,515,1,4959
3,693,1644,1,5687
3,1315,1208,1,4713
3,884,870,1,4992
3,1169,1593,1,4658
3,31,1080,1,7078
3,1289,1196,1,4784
3,1378,1172,1,4914
3,1312,1181,1,6254
3,526,1156,1,5612
3,505,1098,1,5106
3,395,535,1,5598
3,464,526,1,4664
3,1209,1650,1,4960
3,1332,1158,1,6252
3,372,1554,1,4611
3,1763,1450,1,4941
3,920,448,1,6192
3,1131,1621,1,4684
3,1682,1513,1,5700
3,1247,1601,1,4674
3,888,441,1,4769
3,1342,1139,1,5163
3,649,1681,1,4644
3,296,559,1,5142
3,1469,681,1,5948
3,820,835,1,4632
3,733,1686,1,5062
3,1877,978,1,5102
3,964,1145,1,4622
3,1901,883,1,5456
3,1391,697,1,4822
3,1182,1571,1,5192
3,910,766,1,5217
3,660,1642,1,4818
3,963,1179,1,5289
3,1133,1631,1,4956
3,2021,850,1,5129
3,776,1656,1,5304
3,1724,1470,1,4963
3,1392,701,1,4934
3,1667,1458,1,5301
3,1411,651,1,6630
3,1879,899,1,5272
3,1319,1165,1,5164
3,403,507,1,4920
3,1442,652,1,6284
3,687,1683,1,5102
3,1844,856,1,5169
3,1560,1995,1,5399
3,753,1670,1,4864
3,1410,658,1,5039
3,578,1136,1,5316
3,467,1161,1,4780
3,1321,1234,1,5157
3,1933,896,1,5599
3,373,562,1,5416
3,400,535,1,4948
3,1366,1222,1,4625
3,871,459,1,5876
3,968,842,1,5620
3,341,584,1,5167
3,495,1168,1,4876
3,326,561,1,4687
3,1462,684,1,4862
3,913,874,1,5492
3,2047,888,1,4862
3,359,518,1,5199
3,1934,890,1,4789
3,822,428,1,4728
3,2025,902,1,4867
3,1446,652,1,5485
3,673,1681,1,4747
3,746,1658,1,5913
3,1535,2036,1,5343
3,1319,1180,1,5362
3,851,803,1,4598
3,2024,906,1,4706
3,1334,1163,1,5616
3,874,489,1,4646
3,1418,651,1,5364
3,120,367,1,5301
3,1851,933,1,4897
3,1569,2001,1,4901
3,369,490,1,5055
3,754,1657,1,5476
3,358,523,1,4662
3,1905,942,1,4730
3,908,867,1,5577
3,1535,2042,1,4827
3,1563,2005,1,5165
3,911,867,1,5997
